Frame,MSE_KF,Avg_MSE_KF
1,20.8650,20.8650
2,18.4552,19.6601
3,20.7278,20.0160
4,20.8180,20.2165
5,20.9149,20.3562
6,20.7386,20.4199
7,21.7528,20.6103
8,21.3780,20.7063
9,21.8084,20.8287
10,21.7130,20.9172
11,21.7828,20.9959
12,21.7455,21.0583
13,21.7519,21.1117
14,22.5753,21.2162
15,22.9641,21.3328
16,23.2484,21.4525
17,23.8423,21.5931
18,23.9039,21.7214
19,23.8350,21.8327
20,23.0609,21.8941
21,23.5188,21.9715
22,23.8871,22.0585
23,23.8374,22.1359
24,23.0623,22.1745
25,22.4971,22.1874
26,21.7474,22.1705
27,21.5916,22.1490
28,21.5463,22.1275
29,22.1560,22.1285
30,21.1112,22.0946
31,20.9891,22.0589
32,21.2571,22.0339
33,21.2495,22.0101
34,21.2398,21.9874
35,20.9395,21.9575
36,20.4028,21.9143
37,20.1106,21.8656
38,19.6673,21.8077
39,19.9694,21.7606
40,17.7773,21.6610
41,17.7784,21.5663
42,18.8447,21.5015
43,15.9240,21.3718
44,15.2730,21.2332
45,15.8751,21.1141
46,17.3654,21.0326
47,19.8952,21.0084
48,19.8296,20.9839
49,19.5497,20.9546
50,24.8744,21.0330
51,24.5083,21.1011
52,23.8730,21.1544
53,24.1830,21.2116
54,23.4869,21.2537
55,23.7790,21.2996
56,23.1119,21.3320
57,22.9330,21.3601
58,22.5022,21.3798
59,20.8378,21.3706
60,20.3920,21.3543
61,20.1013,21.3337
62,19.6845,21.3071
63,18.8203,21.2677
64,19.0604,21.2332
65,19.0089,21.1989
66,18.4240,21.1569
67,16.8662,21.0929
68,15.9640,21.0174
69,17.3712,20.9646
70,19.9271,20.9498
71,20.9771,20.9502
72,23.0046,20.9787
73,23.7447,21.0166
74,24.9552,21.0698
75,25.2440,21.1255
76,25.5604,21.1838
77,26.1600,21.2484
78,26.6364,21.3175
79,22.0713,21.3271
80,19.1879,21.3003
81,16.9607,21.2467
82,17.0018,21.1950
83,16.8406,21.1425
84,18.8013,21.1146
85,22.8993,21.1356
86,25.2710,21.1837
87,27.7956,21.2597
88,30.0161,21.3592
89,26.6362,21.4185
90,24.8432,21.4566
91,24.3040,21.4879
92,25.7353,21.5340
93,28.5764,21.6098
94,27.4424,21.6718
95,28.4033,21.7427
96,31.1793,21.8410
97,31.2337,21.9378
98,31.4550,22.0349
99,32.9058,22.1447
100,34.4569,22.2678
101,35.4137,22.3980
102,36.7692,22.5389
103,36.3573,22.6730
104,36.4175,22.8052
105,36.4371,22.9350
106,36.8869,23.0667
107,37.1172,23.1980
108,38.4450,23.3391
109,37.3401,23.4676
110,36.1603,23.5830
111,35.5244,23.6906
112,34.9240,23.7909
113,35.4886,23.8944
