Frame,MSE_KF,Avg_MSE_KF
1,20.4665,20.4665
2,20.4052,20.4359
3,20.1838,20.3518
4,20.2015,20.3142
5,20.2294,20.2973
6,20.1382,20.2708
7,20.7260,20.3358
8,20.7150,20.3832
9,20.0124,20.3420
10,19.4650,20.2543
11,18.9973,20.1400
12,18.0791,19.9683
13,17.8271,19.8036
14,16.8474,19.5924
15,16.6000,19.3929
16,16.2866,19.1988
17,16.6023,19.0460
18,18.0862,18.9927
19,18.8012,18.9826
20,19.3996,19.0035
21,19.4088,19.0228
22,19.1485,19.0285
23,18.6270,19.0110
24,18.1056,18.9733
25,17.8126,18.9269
26,16.9040,18.8491
27,16.7031,18.7696
28,15.6144,18.6569
29,13.9110,18.4933
30,14.2802,18.3528
31,15.0948,18.2477
32,15.6121,18.1654
33,16.6834,18.1205
34,16.5849,18.0753
35,16.6103,18.0334
36,16.6918,17.9962
37,16.9488,17.9679
38,16.4304,17.9274
39,16.2833,17.8853
40,16.5006,17.8506
41,17.8451,17.8505
42,18.2482,17.8600
43,18.3275,17.8708
44,19.1087,17.8990
45,18.7471,17.9178
46,19.0626,17.9427
47,18.9402,17.9639
48,19.8401,18.0030
49,20.3231,18.0504
50,19.2792,18.0749
51,18.3491,18.0803
52,18.1422,18.0815
53,17.3774,18.0682
54,14.6372,18.0047
55,12.9211,17.9123
56,11.4074,17.7961
57,10.1342,17.6617
58,12.8969,17.5795
59,14.5617,17.5284
60,17.0585,17.5205
61,20.2497,17.5653
62,22.7589,17.6491
63,24.2765,17.7543
64,26.5221,17.8913
65,31.7523,18.1045
66,32.4102,18.3213
67,34.4363,18.5618
68,35.4912,18.8107
69,35.2455,19.0489
70,37.8860,19.3180
71,39.4188,19.6011
72,37.1687,19.8451
73,37.0058,20.0802
74,32.2457,20.2446
75,28.9870,20.3612
76,32.7019,20.5235
77,41.2167,20.7923
78,38.7390,21.0224
79,38.8104,21.2475
80,37.0345,21.4449
81,35.9024,21.6234
82,32.8577,21.7604
83,23.6323,21.7829
84,21.5400,21.7800
85,12.0060,21.6650
86,8.5118,21.5121
87,8.2322,21.3595
88,9.5033,21.2247
89,9.5707,21.0938
90,10.9178,20.9807
91,12.7685,20.8905
92,12.7678,20.8022
93,12.7728,20.7158
94,12.7635,20.6312
95,14.7531,20.5694
96,13.8921,20.4998
97,14.4436,20.4374
98,15.0402,20.3823
99,15.6892,20.3349
100,16.7752,20.2993
101,17.6914,20.2735
102,18.0217,20.2514
103,17.6000,20.2257
104,17.6386,20.2008
105,17.9524,20.1794
106,17.8895,20.1578
107,17.8965,20.1366
108,17.9177,20.1161
109,17.6603,20.0936
110,17.7262,20.0720
111,17.5751,20.0495
112,16.9370,20.0218
113,16.7732,19.9930
114,16.7474,19.9645
115,15.7103,19.9275
116,15.2954,19.8876
117,15.0758,19.8465
118,15.2652,19.8077
119,15.7167,19.7733
120,17.3033,19.7527
121,20.2909,19.7571
122,23.1658,19.7851
123,22.2566,19.8052
124,20.1318,19.8078
125,21.6387,19.8225
126,24.4358,19.8591
127,25.4630,19.9032
128,26.3834,19.9538
129,26.0846,20.0014
130,26.2694,20.0496
131,26.1019,20.0958
132,25.8960,20.1397
133,25.6174,20.1809
134,25.5354,20.2209
135,26.2547,20.2656
136,28.2334,20.3241
137,28.3635,20.3828
138,28.4678,20.4414
139,28.5907,20.5000
140,29.1313,20.5617
141,31.2161,20.6373
142,31.2088,20.7117
143,33.2995,20.7997
144,33.3578,20.8869
145,33.7336,20.9755
146,33.6190,21.0621
147,34.0122,21.1502
148,33.8760,21.2362
149,33.8273,21.3207
150,33.7261,21.4034
151,33.1003,21.4809
152,33.3741,21.5591
153,33.6187,21.6379
154,33.7205,21.7164
155,34.9116,21.8015
156,34.6923,21.8842
157,34.0283,21.9615
158,34.3590,22.0400
159,33.7846,22.1139
160,35.1501,22.1953
161,35.5883,22.2785
162,36.3211,22.3652
163,35.8612,22.4480
164,35.8361,22.5296
165,35.5974,22.6088
166,36.5362,22.6927
167,34.6474,22.7643
168,33.2330,22.8266
169,33.4094,22.8892
170,34.3374,22.9566
171,33.5513,23.0185
172,34.2917,23.0841
173,40.1798,23.1829
174,40.9780,23.2852
175,42.6605,23.3959
176,40.7417,23.4944
177,37.5629,23.5739
178,34.7922,23.6370
179,34.3800,23.6970
180,31.3167,23.7393
181,29.6805,23.7721
182,28.4236,23.7977
183,27.9328,23.8203
184,26.8850,23.8369
185,26.2345,23.8499
186,25.7046,23.8599
187,25.6624,23.8695
188,25.5418,23.8784
189,25.6872,23.8880
190,27.4228,23.9066
191,29.3848,23.9353
192,36.4623,24.0005
193,41.5044,24.0912
194,48.9802,24.2195
195,50.0570,24.3520
196,76.2827,24.6169
197,90.6701,24.9522
198,104.7598,25.3553
199,91.7883,25.6891
200,90.3725,26.0126
201,90.0989,26.3314
202,88.5207,26.6393
203,88.2637,26.9428
204,87.1136,27.2378
205,90.7757,27.5477
206,90.4795,27.8532
207,80.4872,28.1075
208,81.1277,28.3624
209,75.7599,28.5892
210,71.9332,28.7956
211,71.8735,28.9997
212,69.2772,29.1897
213,65.7871,29.3615
214,67.0259,29.5375
215,68.3011,29.7178
216,53.4205,29.8276
217,54.0260,29.9391
218,54.6110,30.0523
219,54.4837,30.1638
220,49.6830,30.2525
221,49.5342,30.3398
222,47.3155,30.4163
223,47.2881,30.4919
224,47.2577,30.5668
225,47.2477,30.6409
226,47.7025,30.7164
227,48.6729,30.7955
228,48.7005,30.8740
229,46.9682,30.9443
230,46.9657,31.0140
231,47.1385,31.0838
232,47.3255,31.1538
