Frame,MSE_KF,Avg_MSE_KF
1,22.2661,22.2661
2,22.0201,22.1431
3,22.1229,22.1364
4,21.8167,22.0565
5,21.9107,22.0273
6,21.5248,21.9436
7,21.2676,21.8470
8,21.3459,21.7844
9,21.1565,21.7146
10,21.4926,21.6924
11,21.9191,21.7130
12,22.5982,21.7868
13,22.8544,21.8689
14,23.0817,21.9555
15,22.7423,22.0080
16,22.1750,22.0184
17,22.2237,22.0305
18,21.9389,22.0254
19,22.4026,22.0453
20,22.4985,22.0679
21,21.9798,22.0637
22,20.0897,21.9740
23,18.4538,21.8210
24,17.1903,21.6280
25,17.7372,21.4724
26,20.8263,21.4475
27,21.9933,21.4677
28,21.4070,21.4656
29,21.5504,21.4685
30,22.3905,21.4992
31,23.7234,21.5710
32,26.3701,21.7209
33,27.0103,21.8812
34,27.1076,22.0349
35,25.9758,22.1475
36,23.5740,22.1872
37,22.8905,22.2062
38,22.1828,22.2056
39,21.5289,22.1882
40,19.7735,22.1278
41,18.0436,22.0282
42,16.7775,21.9032
43,15.7658,21.7605
44,15.0910,21.6089
45,14.7515,21.4565
46,14.9458,21.3150
47,15.6474,21.1944
48,16.5719,21.0981
49,20.0627,21.0770
50,20.9175,21.0738
51,20.8850,21.0701
52,21.3838,21.0761
53,21.8455,21.0906
54,22.6796,21.1200
55,23.3428,21.1605
56,25.2622,21.2337
57,22.2364,21.2513
58,19.6906,21.2244
59,17.6306,21.1635
60,16.2556,21.0817
61,14.8554,20.9796
62,14.0045,20.8671
63,15.3482,20.7795
64,16.5082,20.7128
65,19.3735,20.6922
66,20.8824,20.6950
67,24.4584,20.7512
68,27.6331,20.8524
69,28.6575,20.9655
70,30.5318,21.1022
71,25.8954,21.1697
72,25.7808,21.2337
73,26.0079,21.2991
74,30.7862,21.4274
75,36.7597,21.6318
76,34.6087,21.8025
77,34.6143,21.9689
78,31.0508,22.0854
79,31.4353,22.2037
80,31.2540,22.3168
81,32.4310,22.4417
82,28.0305,22.5099
83,25.1972,22.5422
84,21.4116,22.5288
85,18.3560,22.4797
86,17.5378,22.4222
87,20.5258,22.4004
88,21.9677,22.3955
89,24.1516,22.4152
90,24.4364,22.4377
91,24.6995,22.4625
92,24.6076,22.4859
93,24.6307,22.5089
94,24.5789,22.5309
95,24.5980,22.5527
96,24.6039,22.5741
97,24.8670,22.5977
98,24.9813,22.6220
99,25.1885,22.6480
100,25.2625,22.6741
101,25.4117,22.7012
102,25.8516,22.7321
103,24.0759,22.7451
104,22.8781,22.7464
105,20.7438,22.7273
106,19.7730,22.6995
107,18.6011,22.6612
108,18.0312,22.6183
109,17.0878,22.5676
110,15.8759,22.5067
111,14.1676,22.4316
112,14.8641,22.3640
113,15.4788,22.3031
114,15.2736,22.2414
115,14.9509,22.1780
116,16.2207,22.1267
117,17.1383,22.0841
118,18.0740,22.0501
119,18.5557,22.0207
120,18.5406,21.9917
121,18.5805,21.9635
122,18.6162,21.9361
123,17.2377,21.8979
124,17.2233,21.8602
125,17.2526,21.8233
126,16.8293,21.7837
127,16.0439,21.7385
128,18.7182,21.7149
129,28.8030,21.7698
130,31.0455,21.8412
131,35.0795,21.9422
132,36.9709,22.0561
133,34.9105,22.1527
134,31.8375,22.2250
135,29.9990,22.2826
136,30.1166,22.3402
137,30.4965,22.3997
138,31.5703,22.4662
139,31.5484,22.5315
140,31.8381,22.5980
141,31.1236,22.6585
142,20.3552,22.6423
143,19.9989,22.6238
144,19.4954,22.6020
145,17.7493,22.5686
146,18.6403,22.5417
147,19.9543,22.5241
148,23.2564,22.5290
149,28.8570,22.5715
150,33.3997,22.6437
151,36.7935,22.7374
152,37.6015,22.8352
153,38.1592,22.9353
154,38.7947,23.0383
155,40.4445,23.1506
156,42.2199,23.2729
157,41.5542,23.3893
158,42.4876,23.5102
159,41.2138,23.6215
160,39.1808,23.7188
161,38.3153,23.8094
162,38.2584,23.8986
163,35.1687,23.9678
164,33.5535,24.0262
165,32.9203,24.0801
166,31.9363,24.1274
167,31.0645,24.1690
168,30.7088,24.2079
169,29.7555,24.2407
170,29.2536,24.2702
171,29.1151,24.2986
172,29.1055,24.3265
173,29.5675,24.3568
174,30.0418,24.3895
175,30.0531,24.4218
176,30.6871,24.4574
177,30.8852,24.4937
178,30.8130,24.5292
179,30.7408,24.5639
180,30.8373,24.5988
181,31.3116,24.6359
182,31.3566,24.6728
183,32.1585,24.7137
184,31.1802,24.7489
185,31.2133,24.7838
186,30.6270,24.8152
187,30.3862,24.8450
188,30.4141,24.8746
189,30.3097,24.9034
190,25.0515,24.9042
191,24.8297,24.9038
192,30.0992,24.9308
193,37.8540,24.9978
194,45.1333,25.1016
195,38.6542,25.1711
196,33.2869,25.2125
197,30.3440,25.2385
198,28.5895,25.2555
199,27.5921,25.2672
200,29.1427,25.2866
201,29.5379,25.3077
202,30.4252,25.3331
203,36.0422,25.3858
204,46.1778,25.4877
205,61.7861,25.6648
206,77.7637,25.9177
207,83.5181,26.1960
208,82.9595,26.4689
209,84.2922,26.7456
210,83.7258,27.0169
211,94.2687,27.3356
212,80.1094,27.5845
213,73.1397,27.7984
214,73.7817,28.0133
215,84.6056,28.2765
216,86.0286,28.5439
217,100.3329,28.8747
218,87.9535,29.1457
219,81.9121,29.3867
220,84.2197,29.6359
221,76.5686,29.8483
222,68.8533,30.0240
223,69.2394,30.1998
224,62.2242,30.3428
225,64.2190,30.4933
