Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,75.2348,75.2348,75.3540,72.4440,75.9196,75.2348,75.2348,75.3540,72.4440,75.9196
2,75.2348,75.1617,75.3257,72.4730,75.9199,75.2348,75.1982,75.3399,72.4585,75.9197
3,79.0734,79.0055,79.1549,76.5082,76.5082,76.5143,76.4673,76.6115,73.8084,76.1159
4,79.0734,79.0055,79.1520,76.5082,76.5082,77.1541,77.1019,77.2466,74.4834,76.2140
5,78.8750,78.8071,78.9509,76.3081,76.3081,77.4983,77.4429,77.5875,74.8483,76.2328
6,78.8750,78.8071,78.9483,76.3081,76.3081,77.7277,77.6703,77.8143,75.0916,76.2454
7,78.3749,78.3073,78.4480,75.8218,75.8218,77.8202,77.7613,77.9048,75.1959,76.1848
8,79.6466,79.6310,80.4160,78.2591,78.2591,78.0485,77.9950,78.2187,75.5788,76.4441
9,102.9965,102.7105,82.8226,101.0659,103.9554,80.8205,80.7412,78.7303,78.4107,79.5009
10,102.9965,102.7105,86.3504,101.0659,103.9554,83.0381,82.9381,79.4923,80.6762,81.9464
11,103.5000,103.1961,91.3711,102.1268,103.9973,84.8983,84.7797,80.5722,82.6263,83.9510
12,100.7785,100.4125,96.0817,98.4463,103.0338,86.2216,86.0825,81.8646,83.9446,85.5413
13,100.4358,100.0364,101.2109,98.7560,98.7560,87.3150,87.1558,83.3528,85.0840,86.5578
14,100.8568,100.4828,101.1130,100.0664,100.0664,88.2823,88.1078,84.6214,86.1541,87.5227
15,95.9441,95.7353,100.2311,95.4703,95.4703,88.7931,88.6163,85.6620,86.7752,88.0525
16,96.7788,96.3959,97.5024,95.2049,96.1149,89.2922,89.1025,86.4021,87.3021,88.5564
17,100.9980,100.7145,98.0085,99.0459,99.8272,89.9808,89.7856,87.0848,87.9929,89.2194
18,102.4216,102.2679,99.2726,101.8843,102.0685,90.6719,90.4790,87.7619,88.7646,89.9332
19,105.2333,105.0749,101.5535,103.8392,103.8392,91.4383,91.2472,88.4878,89.5580,90.6651
20,105.2624,105.3623,103.1523,103.6680,105.1909,92.1295,91.9530,89.2210,90.2635,91.3914
