Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,57.0589,57.0260,57.7705,57.9121,59.5923,57.0589,57.0260,57.7705,57.9121,59.5923
2,57.0589,57.0260,57.7675,57.9121,59.5923,57.0589,57.0260,57.7690,57.9121,59.5923
3,56.3975,56.3652,57.1752,57.1631,57.1631,56.8384,56.8057,57.5711,57.6624,58.7825
4,57.7768,57.6602,59.0272,54.5502,54.5502,57.0730,57.0193,57.9351,56.8844,57.7245
5,50.3147,49.9972,58.4132,48.4374,48.4374,55.7213,55.6149,58.0307,55.1950,55.8670
6,57.3827,56.3771,61.2001,44.9320,44.9320,55.9982,55.7419,58.5589,53.4845,54.0445
7,53.0705,51.6110,51.4123,34.8805,34.8805,55.5800,55.1518,57.5380,50.8268,51.3068
8,48.7352,47.8881,43.2652,37.4179,37.4179,54.7244,54.2438,55.7539,49.1506,49.5707
9,79.1354,77.0000,38.3892,51.8129,51.8129,57.4367,56.7723,53.8245,49.4465,49.8198
10,48.3549,45.0026,37.6083,33.3718,33.3718,56.5285,55.5953,52.2029,47.8390,48.1750
11,51.3733,48.7958,36.9197,49.4451,49.4451,56.0599,54.9772,50.8135,47.9850,48.2905
12,72.4339,69.8991,38.9034,63.7699,68.3882,57.4244,56.2207,49.8210,49.3004,49.9653
13,75.0314,72.6788,48.3394,70.8604,70.8604,58.7788,57.4867,49.7070,50.9589,51.5726
14,55.1161,51.1365,48.6996,47.9247,47.9247,58.5171,57.0331,49.6351,50.7421,51.3121
15,45.2021,41.8323,44.3139,40.2079,40.2079,57.6295,56.0197,49.2803,50.0399,50.5718
16,45.9885,41.9897,46.1005,43.5502,44.9356,56.9019,55.1428,49.0816,49.6343,50.2195
17,40.4120,36.5797,39.5210,40.0032,40.7426,55.9319,54.0509,48.5192,49.0677,49.6621
18,38.3180,35.4313,34.4490,37.7994,40.6854,54.9534,53.0165,47.7375,48.4417,49.1633
19,37.3914,34.0985,33.5861,35.6418,36.5443,54.0291,52.0208,46.9927,47.7680,48.4992
20,38.2465,35.6879,34.0460,37.3948,41.6332,53.2399,51.2041,46.3454,47.2494,48.1559
21,38.9022,36.4376,34.7774,37.9650,43.0567,52.5572,50.5010,45.7945,46.8073,47.9131
22,39.1062,36.5084,36.2894,37.2967,43.1754,51.9458,49.8650,45.3625,46.3750,47.6977
23,36.7572,35.2111,36.3455,39.6755,43.3938,51.2854,49.2278,44.9704,46.0837,47.5106
24,40.8717,38.4188,36.7472,42.0859,46.0090,50.8515,48.7775,44.6278,45.9171,47.4480
25,39.5337,38.0249,36.1208,32.3971,32.3971,50.3988,48.3474,44.2875,45.3763,46.8460
26,37.4522,33.2860,34.7715,33.1026,33.1026,49.9008,47.7681,43.9215,44.9042,46.3174
27,26.8966,23.0305,30.4032,24.2777,24.2777,49.0488,46.8519,43.4208,44.1403,45.5011
28,19.6255,17.1525,24.6268,20.1747,23.8141,47.9980,45.7912,42.7496,43.2844,44.7266
29,16.2307,14.5664,18.6641,13.7483,22.9703,46.9026,44.7145,41.9191,42.2659,43.9764
30,13.2900,13.3341,13.2601,12.5440,23.6766,45.7821,43.6684,40.9638,41.2752,43.2997
31,14.5281,14.6776,12.0955,13.5928,24.2592,44.7740,42.7333,40.0325,40.3822,42.6855
32,16.7982,16.8911,13.0413,15.7362,26.2004,43.8997,41.9257,39.1891,39.6120,42.1703
