Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
1,68.7711,25.1349,68.7711,6.8156
2,68.7711,25.1349,68.7711,15.1686
3,68.7711,25.1349,68.7711,32.9567
4,68.7711,25.1349,68.7711,50.2604
5,68.7711,25.1349,68.7711,71.5154
6,68.7711,25.1349,68.7711,71.5154
7,68.7711,25.1349,68.7711,71.5154
8,68.7711,25.1349,68.7711,71.5154
9,68.7711,25.1349,68.7711,71.5154
10,68.7711,25.1349,68.7711,71.5154
11,68.7711,25.1349,68.7711,71.5154
12,68.7711,25.1349,68.7711,71.5154
13,68.7711,25.1349,68.7711,71.5154
14,68.7711,25.1349,68.7711,71.5154
