Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,77.8662,77.8662,78.2091,71.5394,81.0597,77.8662,77.8662,78.2091,71.5394,81.0597
2,78.1514,78.1514,78.4752,71.9533,71.9533,78.0088,78.0088,78.3422,71.7463,76.5065
3,77.8387,77.8387,78.1424,71.3155,71.3155,77.9521,77.9521,78.2756,71.6027,74.7762
4,77.9571,77.9571,78.2851,71.2420,71.2420,77.9534,77.9534,78.2779,71.5125,73.8926
5,79.0975,79.0975,79.5750,71.5427,71.5427,78.1822,78.1822,78.5374,71.5186,73.4226
6,79.7232,79.7232,80.4408,70.6475,70.6475,78.4390,78.4390,78.8546,71.3734,72.9601
7,80.7727,80.7727,81.3260,71.5835,71.5835,78.7724,78.7724,79.2077,71.4034,72.7635
8,80.5345,80.5345,81.6681,69.2433,69.2433,78.9927,78.9927,79.5152,71.1334,72.3234
9,81.9527,81.9527,82.8173,69.6106,69.6106,79.3216,79.3216,79.8821,70.9642,72.0220
10,86.3945,86.3945,88.2069,73.5154,73.5154,80.0289,80.0289,80.7146,71.2193,72.1713
11,85.6481,85.6481,89.5749,73.3023,73.3023,80.5397,80.5397,81.5201,71.4087,72.2742
12,93.6221,93.6221,93.9442,82.6656,82.6656,81.6299,81.6299,82.5554,72.3468,73.1401
13,97.4773,97.4773,98.4557,85.9341,85.9341,82.8489,82.8489,83.7785,73.3919,74.1243
14,105.4281,105.4281,104.7584,92.1079,92.1079,84.4617,84.4617,85.2771,74.7288,75.4088
15,113.0057,113.0057,111.5805,102.4217,102.4217,86.3647,86.3647,87.0306,76.5750,77.2097
16,114.4420,114.4420,114.3467,104.6608,104.6608,88.1195,88.1195,88.7379,78.3303,78.9254
17,112.5823,112.5823,117.4716,102.8411,102.8411,89.5585,89.5585,90.4281,79.7722,80.3322
18,76.5787,76.5787,101.9147,75.5495,75.5495,88.8374,88.8374,91.0663,79.5376,80.0665
19,60.8626,60.8626,81.8495,59.6511,59.6511,87.3650,87.3650,90.5812,78.4909,78.9920
20,28.0182,28.0182,54.2667,25.9661,32.4773,84.3977,84.3977,88.7654,75.8647,76.6662
21,27.7757,27.7757,40.0571,18.7511,18.7511,81.7014,81.7014,86.4460,73.1450,73.9084
22,56.0452,56.0452,34.6959,53.8285,61.2750,80.5352,80.5352,84.0937,72.2670,73.3341
23,51.2318,51.2318,32.3032,49.1140,57.9893,79.2611,79.2611,81.8420,71.2603,72.6670
24,50.6636,50.6636,36.2767,49.8481,53.0662,78.0696,78.0696,79.9434,70.3681,71.8503
25,55.9682,55.9682,45.0227,55.9946,57.5966,77.1855,77.1855,78.5466,69.7932,71.2801
26,57.3825,57.3825,55.4611,56.7935,65.8797,76.4239,76.4239,77.6587,69.2932,71.0724
