Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
65,57.7695,56.4610,57.5676,49.0366
66,66.2956,58.4071,64.7310,50.6750
67,67.2108,58.9685,65.1568,55.4147
68,50.4764,47.9088,50.2235,51.4808
69,60.6163,58.8044,60.4600,53.3902
70,65.1520,58.8320,64.9221,53.7314
71,60.2924,58.9651,60.2713,55.0645
72,76.7978,71.3621,75.6014,58.3516
73,75.3712,69.2227,74.2382,61.0575
74,58.4042,51.4220,57.9744,59.2026
75,61.5533,55.0756,61.2227,58.1890
76,58.6240,49.3684,57.7187,57.1019
77,50.1467,46.3116,49.6133,52.9274
78,65.4810,62.2960,64.9670,49.8863
79,50.0719,44.5368,48.3906,48.9774
80,49.0315,44.2435,47.4465,47.9796
81,46.3218,32.2372,41.3508,43.2257
82,46.2089,32.5483,36.4874,43.6126
83,45.0756,33.1199,37.9911,42.8312
84,64.3253,63.8057,64.3627,50.3473
85,75.7063,75.6603,76.3553,62.8504
86,69.7459,61.7020,65.6601,59.4266
87,30.0885,16.6182,17.7497,31.6323
88,22.7848,21.2955,17.1963,23.8293
89,22.4172,19.9771,16.3937,19.8896
90,24.1500,21.7472,18.9121,21.0798
91,24.2589,22.0062,19.4842,21.9639
92,24.3900,21.9261,19.9103,22.4311
93,24.9143,21.5406,20.0734,22.9907
94,26.2119,19.8096,20.0973,24.2918
95,26.1663,21.3141,20.0614,24.7909
96,24.6501,22.5898,21.6695,25.0116
97,25.5845,24.5481,23.2167,25.1244
98,27.2342,24.7661,22.2435,24.6730
99,27.7308,23.3573,21.2223,24.6093
100,26.0093,22.6520,23.2650,24.9032
101,24.4252,20.9765,21.7670,24.3014
102,28.0711,26.0440,24.1082,24.4863
103,27.9491,23.9079,22.0615,24.3436
104,27.2359,23.2377,21.3240,24.3442
105,29.8622,28.0847,25.3190,24.8185
106,30.0222,27.7184,26.8637,25.3124
107,28.5545,28.8174,25.2416,25.6962
108,30.3296,28.8934,27.8431,26.8069
109,32.5446,32.5619,30.6169,30.0565
110,27.2622,27.8096,28.7706,29.5063
111,30.1455,28.2444,26.1706,29.8203
112,57.5167,40.3152,45.1446,27.3872
113,47.4625,43.3670,47.7938,28.2972
114,57.2788,56.0776,58.3032,34.2576
115,57.3567,51.4180,58.4261,43.6932
116,55.3189,51.9103,54.8465,59.2438
117,46.6892,41.1431,44.8945,56.8705
118,43.7529,39.9557,41.5323,49.1659
119,51.0559,47.8621,49.4368,47.1899
120,52.0098,49.6771,52.0694,45.2589
121,40.3851,38.1096,40.0262,39.1351
122,43.0976,37.7527,40.1251,36.4930
123,41.0688,39.8557,40.7326,35.1711
124,31.9218,23.7475,30.2607,30.9642
125,25.6783,22.5861,26.1961,26.8361
126,25.7633,22.6182,26.4036,24.1121
127,16.6783,19.0209,18.9767,19.8097
128,23.0559,20.6870,21.5768,16.0274
129,21.3862,16.3959,15.6114,13.9840
130,22.8580,15.7820,16.7382,13.2377
131,22.1731,25.1133,26.1053,22.9055
132,21.6281,25.9848,27.2383,27.4460
133,21.5977,23.6617,28.8472,28.9376
134,21.4691,24.1517,25.6912,28.6711
135,21.9817,23.2147,23.6681,27.7323
136,21.5361,24.4633,24.8941,26.5522
137,21.5162,24.1102,24.2735,25.4451
138,23.1787,24.6422,24.6170,24.9878
139,19.5782,25.5279,25.3279,25.8113
140,19.6182,26.3830,26.0914,26.2843
141,18.9998,26.9968,26.1877,26.9711
142,18.4189,26.6462,26.0349,26.6343
143,15.3869,24.3947,27.6970,29.1740
144,15.4489,24.7728,27.4484,28.9324
145,16.0466,29.1627,32.0659,33.6159
146,15.1789,30.1746,33.0173,35.3905
147,13.1355,30.7018,36.0862,37.0638
148,12.5157,31.3189,38.9504,38.2268
149,21.4011,52.4633,54.7891,43.6371
150,33.2335,55.8268,57.6949,49.2572
151,38.3102,60.1110,63.4480,59.4565
152,41.0032,62.6167,67.1369,69.8034
153,43.3903,23.2800,35.1345,52.0145
154,47.4582,29.7872,39.5206,42.0259
155,50.1905,21.2941,35.6946,36.9145
156,53.2346,20.2929,36.3772,37.5437
157,54.9685,33.4478,48.7097,46.9553
158,54.8295,39.3270,50.7544,48.1408
159,57.4062,37.6694,51.9529,50.2238
160,59.9236,53.9945,58.6213,56.0178
161,53.7645,48.6444,57.0212,58.9749
162,56.3099,49.3643,58.1547,59.5180
163,57.8995,52.8731,58.5105,60.9425
164,58.4733,53.3374,58.3448,60.5877
165,57.6154,53.9329,57.1534,60.7895
166,57.7914,54.8550,58.1811,60.7843
167,60.0114,58.6706,58.9497,61.8036
168,63.8575,61.9441,63.5800,63.9376
169,63.1196,63.5191,65.2921,65.0814
170,63.9620,62.5512,64.6852,67.1007
171,65.2277,63.9004,65.6786,68.4569
172,68.9521,56.3417,68.9521,76.1298
173,56.4736,55.1521,56.4736,76.0012
174,56.7119,55.1969,56.7119,80.3660
175,47.0970,46.6804,47.0970,64.0235
176,29.3635,25.6015,29.3635,22.4414
177,32.2157,27.5270,32.2157,16.4956
178,33.8949,28.0097,33.8949,19.6813
179,17.3491,14.8023,17.3491,14.6142
180,14.7999,11.1537,14.7999,20.1105
181,14.2486,8.1203,14.2486,18.2276
182,5.9758,5.6524,5.9758,7.2767
183,5.9105,5.8222,5.9105,5.7103
184,7.2604,6.7466,7.3141,5.3808
185,8.3754,8.3754,8.3754,7.2298
186,7.1843,6.7845,7.3471,8.4502
