Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
93,59.0515,59.0958,59.2971,46.6611
94,61.8805,59.8446,59.9665,52.7350
95,61.8805,59.8446,59.9665,57.9982
96,63.5625,59.9774,59.9183,58.5337
97,24.8914,24.0645,24.6840,46.6749
98,24.9661,23.3145,23.5931,35.8028
99,21.9214,22.2280,22.4723,25.3498
100,24.3548,22.6959,21.6534,21.8980
101,27.4038,27.1923,27.1708,22.1376
102,28.0656,25.8257,26.1953,20.6841
103,21.5013,22.0568,22.1481,19.5879
104,21.6967,22.4724,24.4301,19.1922
105,20.7666,18.5189,21.3274,20.2672
106,22.0188,21.0869,22.0868,20.1929
107,30.9517,24.3534,31.2120,24.3172
108,39.1976,35.9320,38.4520,27.5305
109,38.8446,35.4426,37.8974,30.2293
110,38.3301,36.2112,38.5023,31.3959
111,21.7839,24.1039,22.4946,30.7716
112,22.4455,22.8896,22.6485,30.5781
113,41.7918,35.2627,37.6121,28.8965
114,41.6302,32.2827,36.5459,29.9453
115,17.5565,20.3139,18.8416,24.9030
116,38.3768,33.2564,35.7885,28.3025
117,41.4587,35.7203,39.7567,30.7820
118,33.4670,28.4189,30.7347,31.1235
119,36.7830,28.8398,31.9172,30.6478
120,34.6118,34.1786,32.5126,36.9495
121,35.3000,36.2228,34.5766,36.3176
122,34.0285,32.4040,29.4868,34.3430
123,30.6850,30.3796,28.5508,32.2272
124,23.0256,23.5137,22.0269,27.3110
125,27.3834,26.3995,25.3910,27.6514
126,28.1102,24.8944,24.5233,25.5799
127,28.6113,24.4763,28.5409,24.8727
128,32.1843,30.2108,32.4798,25.3026
129,28.0480,25.2816,25.6236,24.9055
130,28.6754,28.0938,24.8226,24.9443
131,20.7623,21.5556,19.4855,22.8440
132,19.5064,19.1339,17.8077,20.2916
133,23.6530,26.5492,22.7230,20.2530
134,23.2253,26.5175,23.0264,20.9215
135,22.5757,23.1224,21.9086,19.1398
136,22.4824,22.9310,20.0613,18.4404
137,22.5630,22.8447,19.8355,20.3398
138,23.4342,23.7739,20.6893,21.8888
139,17.4392,19.6786,18.1408,20.4194
140,18.0600,21.4542,19.6445,19.8073
141,24.2405,26.2693,23.5406,19.8727
142,19.7789,21.4910,21.2490,19.5138
143,18.5721,19.6322,18.4927,19.2459
144,20.2115,23.8388,21.9825,20.1136
145,22.1083,27.6191,25.6503,24.0826
146,21.9663,26.5362,24.9682,25.0655
147,23.8277,30.0244,29.6679,28.1196
148,41.0404,43.5335,44.9504,32.6940
149,41.8573,47.2018,47.5693,36.7549
150,33.5562,37.8094,37.6637,42.9399
151,33.5759,35.8452,37.7451,48.9519
152,41.9109,44.8241,48.8982,54.1923
153,40.4061,46.6061,51.1074,52.9165
154,39.4160,52.7990,54.3839,51.3215
155,61.1682,59.1017,70.5213,52.6014
156,57.7937,66.8770,73.0437,56.6613
157,58.9765,59.9979,69.4204,60.0083
158,54.2759,65.8951,70.2653,64.6692
159,56.9386,69.6317,71.9176,68.0854
160,57.2777,69.0800,72.4010,68.6131
161,57.8616,64.0109,68.9736,67.4043
162,55.8438,64.9512,65.2481,66.9567
163,52.0047,56.6601,59.4242,63.7907
164,63.7042,57.3168,65.6744,63.2284
165,50.6075,43.1171,53.7415,58.8952
166,74.7404,73.1458,75.0421,64.5462
167,63.0660,46.4676,61.6803,56.1478
168,90.4321,72.8084,89.0797,61.1193
169,111.2998,66.3495,109.4818,74.8314
170,32.9000,27.4182,29.6179,60.4556
171,30.4774,24.0935,27.7514,47.3669
172,55.0814,25.8716,51.0470,41.4335
173,104.6577,53.5271,96.5403,36.1420
174,111.0869,84.9879,106.0492,38.8203
175,57.4539,43.3189,57.4314,46.2974
176,56.6309,43.3022,56.6714,53.8038
177,60.5415,55.8128,59.7767,53.7029
178,60.1019,57.5669,58.7935,51.1160
179,47.0693,45.0620,48.8649,50.7632
180,51.8102,47.7514,51.5092,53.5385
181,22.7272,19.6926,22.2467,45.1848
182,18.3703,15.6618,18.1853,33.2160
183,53.1001,18.3140,21.7011,25.6393
184,54.7532,14.6781,29.3939,24.0620
185,15.1459,14.9976,16.4634,19.8940
186,19.6760,18.2563,20.4075,20.0505
187,21.2867,20.4233,22.3676,21.6322
188,26.2227,24.0399,26.7915,22.8929
