Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,62.8743,63.8073,62.9413,63.4601,63.8190,62.8743,63.8073,62.9413,63.4601,63.8190
2,72.5446,73.4079,72.7469,73.0867,73.0867,67.7094,68.6076,67.8441,68.2734,68.4528
3,74.2371,75.0580,74.5668,74.7525,74.7525,69.8853,70.7577,70.0850,70.4331,70.5527
4,87.7932,88.5224,88.3794,88.2510,88.2510,74.3623,75.1989,74.6586,74.8876,74.9773
5,88.1147,88.9420,88.9515,88.6785,88.6785,77.1128,77.9475,77.5172,77.6458,77.7175
6,89.4690,89.3724,89.4286,88.3528,90.0769,79.1721,79.8517,79.5024,79.4303,79.7774
7,80.8668,81.1201,81.2349,79.8604,81.9307,79.4142,80.0329,79.7499,79.4917,80.0850
8,80.7982,81.0377,81.2579,79.7259,81.8246,79.5872,80.1585,79.9384,79.5210,80.3025
9,82.9463,81.4044,82.0920,78.0265,78.0265,79.9604,80.2969,80.1777,79.3549,80.0496
10,84.7663,81.4681,82.1139,78.3132,78.3132,80.4410,80.4140,80.3713,79.2508,79.8760
11,85.7376,81.2830,82.1223,76.9892,76.9892,80.9225,80.4930,80.5305,79.0452,79.6135
12,83.9657,78.1270,79.2838,71.6182,71.7675,81.1761,80.2959,80.4266,78.4263,78.9597
13,90.9361,77.1159,79.2399,70.4044,70.6230,81.9269,80.0512,80.3353,77.8092,78.3184
14,73.0264,62.0240,63.0160,57.3273,58.6889,81.2912,78.7636,79.0982,76.3462,76.9163
15,64.8543,55.6941,56.6451,52.6849,53.0385,80.1954,77.2256,77.6013,74.7688,75.3244
16,59.1456,51.1406,52.0684,48.7351,48.7351,78.8797,75.5953,76.0055,73.1417,73.6626
17,58.8802,51.2282,51.8121,48.5332,48.5332,77.7033,74.1619,74.5824,71.6941,72.1844
18,53.6228,46.1682,47.4377,44.4607,48.1324,76.3655,72.6067,73.0743,70.1812,70.8482
19,53.6191,47.4923,47.6464,46.8624,49.2439,75.1683,71.2849,71.7360,68.9539,69.7111
20,49.5811,44.1707,44.3229,43.5691,45.6721,73.8890,69.9292,70.3654,67.6846,68.5092
21,47.7629,42.6806,42.8424,42.0984,44.0745,72.6449,68.6317,69.0548,66.4662,67.3456
22,47.8525,42.5848,43.0486,40.0000,43.0515,71.5179,67.4477,67.8727,65.2632,66.2413
23,44.6390,40.0387,40.6211,37.5164,40.1914,70.3493,66.2560,66.6878,64.0568,65.1087
24,43.6242,39.3446,40.0113,36.9665,39.4449,69.2357,65.1347,65.5763,62.9281,64.0394
25,43.7949,38.6993,40.0844,36.3500,39.3351,68.2181,64.0773,64.5566,61.8650,63.0512
26,43.0770,38.0078,39.3983,35.8156,35.8156,67.2511,63.0746,63.5890,60.8631,62.0037
27,41.3037,36.5051,37.6257,34.2912,34.2912,66.2901,62.0906,62.6274,59.8789,60.9773
28,39.8605,35.3508,36.2312,33.2604,33.2604,65.3462,61.1356,61.6847,58.9282,59.9874
29,37.6849,33.6675,34.2592,31.8461,31.8461,64.3924,60.1884,60.7390,57.9944,59.0170
30,37.6849,33.6675,34.2467,31.8461,31.8461,63.5021,59.3044,59.8559,57.1228,58.1113
31,37.8698,33.9188,34.6491,32.5215,32.5215,62.6753,58.4855,59.0428,56.3292,57.2859
32,37.8698,33.9188,34.6491,32.5215,32.5215,61.9001,57.7178,58.2805,55.5852,56.5120
33,41.6537,37.2999,38.3207,36.3881,36.3881,61.2866,57.0990,57.6756,55.0035,55.9022
34,41.6537,37.2999,38.2210,36.3881,36.3881,60.7091,56.5167,57.1034,54.4560,55.3282
35,43.1165,38.5670,39.6659,38.2856,38.3128,60.2065,56.0039,56.6052,53.9939,54.8421
36,43.1165,38.5670,39.6275,38.2856,38.3128,59.7318,55.5195,56.1336,53.5576,54.3829
37,43.4940,39.0642,40.5584,36.6837,39.5287,59.2929,55.0748,55.7127,53.1015,53.9815
38,43.8067,40.2595,41.5266,34.9448,40.6535,58.8854,54.6849,55.3393,52.6237,53.6307
39,43.8067,40.2595,41.7930,34.9448,40.6535,58.4987,54.3150,54.9920,52.1704,53.2980
40,43.8067,40.2595,41.9192,34.9448,40.6535,58.1314,53.9636,54.6652,51.7398,52.9819
41,42.6409,39.1123,40.9923,34.4241,39.5596,57.7536,53.6014,54.3317,51.3175,52.6545
42,40.0951,36.8217,38.6795,33.2667,37.0454,57.3332,53.2019,53.9590,50.8877,52.2828
43,40.0777,36.8630,38.7652,33.2076,37.0738,56.9319,52.8219,53.6057,50.4765,51.9291
44,38.7190,35.7013,37.5382,32.5192,36.0936,56.5180,52.4328,53.2405,50.0684,51.5692
45,37.2145,34.4209,36.6143,32.0908,36.6922,56.0890,52.0325,52.8710,49.6689,51.2386
46,34.7532,33.0094,34.0442,31.9408,36.3850,55.6252,51.6190,52.4617,49.2835,50.9157
47,34.9541,33.2311,33.9078,31.2260,36.3299,55.1854,51.2278,52.0670,48.8993,50.6054
48,34.4528,32.7068,33.5879,30.7249,36.1186,54.7534,50.8419,51.6820,48.5207,50.3036
49,31.5616,29.9982,31.4504,30.9376,34.8053,54.2801,50.4165,51.2691,48.1618,49.9873
50,22.4156,21.3782,27.7769,22.6433,24.3446,53.6428,49.8358,50.7993,47.6515,49.4744
51,22.4156,21.3782,25.4202,22.6433,24.3446,53.0305,49.2778,50.3016,47.1611,48.9817
52,28.9538,29.1804,24.4474,24.6261,33.4021,52.5675,48.8913,49.8044,46.7277,48.6821
53,21.7156,21.5057,23.1448,16.8351,24.3932,51.9854,48.3746,49.3014,46.1637,48.2238
54,21.8093,22.0838,24.5016,16.4611,23.6882,51.4266,47.8877,48.8422,45.6137,47.7694
55,21.5639,21.8909,25.0928,16.1951,23.3521,50.8836,47.4150,48.4104,45.0788,47.3255
56,22.4625,21.3362,25.8545,16.7758,19.6866,50.3761,46.9493,48.0076,44.5734,46.8319
57,22.3518,22.7939,26.3340,16.6126,25.0143,49.8845,46.5256,47.6273,44.0828,46.4492
58,22.6824,22.6981,26.4838,16.3578,25.2664,49.4155,46.1147,47.2628,43.6048,46.0840
59,24.2224,23.7954,26.3928,15.8259,25.5120,48.9885,45.7365,46.9091,43.1340,45.7353
60,22.6365,22.8251,24.7441,15.7397,23.2658,48.5493,45.3546,46.5397,42.6774,45.3608
61,24.3808,24.7534,26.3289,17.9152,17.9152,48.1531,45.0169,46.2083,42.2715,44.9109
62,20.8319,21.5119,26.3159,16.6657,17.7904,47.7124,44.6378,45.8875,41.8585,44.4734
63,20.6752,21.3922,26.4268,15.8205,17.7685,47.2832,44.2688,45.5786,41.4452,44.0495
64,19.5176,21.4178,24.2342,17.6825,18.1873,46.8494,43.9117,45.2451,41.0739,43.6455
65,18.7737,21.1351,23.5260,16.7143,17.7060,46.4175,43.5613,44.9109,40.6991,43.2464
66,19.2633,20.9944,22.9454,18.0677,18.0677,46.0060,43.2194,44.5781,40.3562,42.8649
67,17.6280,17.6169,22.0661,17.6953,17.6953,45.5825,42.8373,44.2421,40.0180,42.4892
68,17.8304,16.7480,21.5801,17.7068,17.7068,45.1744,42.4536,43.9089,39.6899,42.1248
69,19.6419,18.9306,20.7125,19.7678,21.6795,44.8043,42.1127,43.5727,39.4012,41.8285
70,20.3647,19.2108,19.7998,20.1405,20.8658,44.4552,41.7855,43.2331,39.1260,41.5290
71,23.4217,21.3697,21.6111,23.4469,23.4469,44.1589,41.4980,42.9285,38.9052,41.2743
72,24.6416,23.1539,23.2396,24.6797,25.4833,43.8879,41.2432,42.6551,38.7076,41.0550
73,26.7430,26.1533,25.2550,27.0142,27.0142,43.6530,41.0365,42.4167,38.5474,40.8627
74,27.5398,27.0983,26.8866,27.7761,27.7761,43.4353,40.8481,42.2069,38.4019,40.6858
75,29.1833,28.8302,28.3585,29.7811,29.7811,43.2452,40.6879,42.0222,38.2869,40.5404
76,28.9518,28.3068,28.8704,29.0356,29.0356,43.0572,40.5250,41.8492,38.1652,40.3890
77,28.3161,27.5057,28.5851,28.1958,29.2141,42.8657,40.3559,41.6769,38.0357,40.2439
78,30.0698,30.0954,28.5905,30.7870,30.7870,42.7017,40.2244,41.5091,37.9428,40.1227
79,31.8483,31.2989,29.4607,31.4713,32.5771,42.5643,40.1114,41.3566,37.8609,40.0272
80,35.8892,34.4622,30.5648,33.5038,36.2528,42.4808,40.0408,41.2217,37.8064,39.9800
81,34.0943,33.2381,31.0254,32.7432,32.7432,42.3773,39.9568,41.0958,37.7439,39.8906
82,29.4027,28.7583,28.5799,28.5873,32.3127,42.2191,39.8202,40.9432,37.6322,39.7982
83,27.5449,26.5737,27.4805,26.9573,28.5840,42.0423,39.6606,40.7810,37.5036,39.6631
