Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,16.9715,15.5834,16.7418,17.2772,17.8617,16.9715,15.5834,16.7418,17.2772,17.8617
2,17.0500,15.2969,16.1981,16.8902,16.8902,17.0108,15.4401,16.4699,17.0837,17.3760
3,16.8854,16.3149,16.2130,18.2495,18.2495,16.9690,15.7317,16.3843,17.4723,17.6672
4,16.6905,16.9369,16.8855,18.6502,19.1013,16.8994,16.0330,16.5096,17.7668,18.0257
5,16.5399,16.9352,17.7068,18.3049,19.1669,16.8275,16.2134,16.7490,17.8744,18.2539
6,16.5475,16.9385,17.7221,18.3352,19.1878,16.7808,16.3343,16.9112,17.9512,18.4096
7,16.9009,17.5162,18.3491,18.5025,19.9242,16.7980,16.5031,17.1166,18.0300,18.6260
8,17.7447,18.5995,18.7883,20.2852,20.2852,16.9163,16.7652,17.3256,18.3119,18.8334
9,18.7526,19.3821,18.8696,20.3948,20.9825,17.1203,17.0559,17.4971,18.5433,19.0722
10,18.6062,18.9408,18.5209,19.6972,20.1552,17.2689,17.2444,17.5995,18.6587,19.1805
11,16.4527,17.9601,18.5266,19.0675,20.0925,17.1947,17.3095,17.6838,18.6959,19.2634
12,16.2570,17.7571,18.5307,20.0310,20.3700,17.1166,17.3468,17.7544,18.8071,19.3556
13,16.9405,18.2132,18.8596,20.1258,21.0202,17.1030,17.4134,17.8394,18.9086,19.4836
14,16.5103,18.2026,19.0960,19.9825,20.5430,17.0607,17.4698,17.9291,18.9853,19.5593
15,15.6125,17.1399,18.7836,19.0857,20.8677,16.9641,17.4478,17.9861,18.9920,19.6465
16,13.7654,15.8551,18.4225,17.2152,17.9735,16.7642,17.3483,18.0134,18.8809,19.5420
17,14.3666,15.8791,18.2174,17.7366,19.8418,16.6232,17.2618,18.0254,18.8136,19.5596
18,14.7609,16.1087,17.5376,18.5484,20.7970,16.5197,17.1978,17.9983,18.7989,19.6283
19,13.9510,14.5069,16.8461,19.0115,20.4004,16.3845,17.0562,17.9376,18.8101,19.6690
20,14.0414,15.0982,16.0372,19.5575,21.5655,16.2674,16.9583,17.8426,18.8474,19.7638
21,14.0878,15.1118,15.3544,17.7853,22.1572,16.1636,16.8703,17.7241,18.7969,19.8778
22,13.6097,14.8437,14.6089,18.3478,21.6618,16.0475,16.7782,17.5825,18.7764,19.9589
23,13.3393,14.0160,13.5900,17.6077,21.6294,15.9298,16.6581,17.4089,18.7256,20.0315
24,13.7280,13.3095,12.8889,16.2075,22.7550,15.8380,16.5186,17.2206,18.6207,20.1450
25,13.7280,13.3095,12.7678,16.2075,22.7550,15.7536,16.3902,17.0425,18.5242,20.2494
26,13.2898,13.2811,12.5298,17.0403,22.2555,15.6588,16.2706,16.8689,18.4671,20.3265
27,16.9439,15.3370,13.1821,17.5982,18.2843,15.7064,16.2361,16.7324,18.4349,20.2509
28,17.8268,16.3846,14.8289,18.8035,19.3335,15.7822,16.2414,16.6644,18.4481,20.2181
29,17.1128,18.1998,14.6194,19.3612,19.9149,15.8281,16.3089,16.5939,18.4796,20.2077
30,17.0178,18.7916,14.7740,19.8103,19.8103,15.8677,16.3917,16.5332,18.5239,20.1944
31,20.1180,20.7856,15.4781,22.5699,22.5699,16.0048,16.5334,16.4992,18.6544,20.2711
32,20.6490,20.7840,17.5276,22.5941,22.5941,16.1499,16.6662,16.5313,18.7776,20.3437
33,21.0369,21.0961,19.8325,22.9629,22.9926,16.2980,16.8005,16.6314,18.9044,20.4239
34,20.5351,20.1554,20.6910,21.0523,21.0523,16.4227,16.8991,16.7508,18.9676,20.4424
35,22.2171,20.2984,20.6183,22.5000,23.4188,16.5882,16.9963,16.8613,19.0685,20.5275
36,21.5138,20.6411,20.1744,23.1282,24.1075,16.7250,17.0975,16.9533,19.1813,20.6269
37,19.1909,19.3721,19.6069,21.7929,23.0986,16.7917,17.1590,17.0250,19.2518,20.6937
38,18.9936,18.4499,19.0188,21.5926,22.5970,16.8496,17.1930,17.0775,19.3134,20.7438
39,19.6153,18.5960,19.1317,20.5587,22.5552,16.9205,17.2289,17.1301,19.3454,20.7902
40,19.6335,18.2566,18.9110,21.6118,22.4129,16.9884,17.2546,17.1747,19.4020,20.8308
41,18.4995,17.6123,18.5140,21.0904,21.9209,17.0252,17.2633,17.2073,19.4432,20.8574
42,19.0756,18.5089,18.3694,21.1283,22.5439,17.0740,17.2930,17.2350,19.4833,20.8975
43,20.0310,18.7410,18.4681,21.6164,23.2440,17.1428,17.3267,17.2637,19.5329,20.9521
44,19.2159,18.4122,18.4296,20.4675,23.1406,17.1899,17.3513,17.2902,19.5542,21.0019
45,18.5883,17.1174,18.2169,21.0528,21.4182,17.2210,17.3461,17.3108,19.5875,21.0111
46,19.5903,17.4341,18.0916,20.8065,21.8778,17.2725,17.3481,17.3277,19.6140,21.0299
47,18.0437,16.6420,17.4828,20.3043,21.2594,17.2889,17.3330,17.3310,19.6287,21.0348
48,18.0934,16.5573,17.0850,20.2076,21.0981,17.3057,17.3169,17.3259,19.6407,21.0361
49,18.0934,16.5573,16.7751,20.2076,21.0981,17.3217,17.3014,17.3147,19.6523,21.0374
50,18.1029,16.4639,16.7213,19.8785,21.4767,17.3374,17.2846,17.3028,19.6568,21.0462
51,18.1556,16.6689,17.0555,20.2281,21.7632,17.3534,17.2726,17.2980,19.6680,21.0603
52,18.6543,16.5797,17.1078,19.6252,21.2548,17.3784,17.2592,17.2943,19.6672,21.0640
53,19.2433,17.1149,17.3491,20.0091,22.5156,17.4136,17.2565,17.2953,19.6737,21.0914
54,18.8758,16.2226,16.9260,18.8523,21.9398,17.4407,17.2374,17.2885,19.6584,21.1071
55,17.1891,15.4343,15.5477,18.0386,18.5795,17.4361,17.2046,17.2568,19.6290,21.0611
56,19.2807,15.9322,14.3801,19.0172,19.7162,17.4691,17.1819,17.2055,19.6181,21.0371
57,18.1818,15.6349,14.6046,17.9235,18.5867,17.4816,17.1547,17.1598,19.5883,20.9941
58,17.5267,16.5916,15.3764,19.7600,19.7865,17.4823,17.1450,17.1291,19.5913,20.9733
59,17.4740,17.2386,16.6715,19.9433,20.0586,17.4822,17.1466,17.1213,19.5973,20.9578
60,15.1747,16.0986,17.1813,19.0290,19.1890,17.4437,17.1291,17.1223,19.5878,20.9283
61,17.4848,15.9066,17.0968,18.4013,18.4593,17.4444,17.1091,17.1219,19.5683,20.8879
62,15.8306,15.7793,17.0203,18.0922,18.0922,17.4184,17.0876,17.1203,19.5445,20.8428
63,14.7696,15.8697,17.4207,18.1219,18.1992,17.3763,17.0683,17.1250,19.5219,20.8008
64,15.1211,14.1495,16.4858,15.8954,15.8954,17.3411,17.0227,17.1151,19.4653,20.7242
65,10.8277,13.7028,16.2060,15.9123,16.6674,17.2409,16.9716,17.1011,19.4106,20.6617
66,13.1566,13.8868,15.5840,15.9216,16.5489,17.1790,16.9249,17.0781,19.3578,20.5994
67,14.9016,13.8435,15.3724,15.3694,15.7628,17.1450,16.8789,17.0526,19.2982,20.5272
68,15.5711,14.6895,14.7974,15.6534,16.1481,17.1219,16.8467,17.0195,19.2446,20.4628
69,15.3410,14.7070,14.2191,14.9358,15.4148,17.0961,16.8157,16.9789,19.1822,20.3897
70,15.2864,15.1996,14.6419,16.1853,17.3966,17.0702,16.7926,16.9455,19.1394,20.3469
