Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,78.7848,78.7848,79.9560,76.2931,91.5742,78.7848,78.7848,79.9560,76.2931,91.5742
2,78.7848,78.7848,79.9560,76.2931,91.5744,78.7848,78.7848,79.9560,76.2931,91.5743
3,77.7907,77.7907,78.9444,75.1949,75.1949,78.4534,78.4534,79.6188,75.9270,86.1145
4,77.8051,77.8051,78.9367,75.2147,75.2147,78.2913,78.2913,79.4483,75.7489,83.3895
5,79.3092,79.3092,80.3907,76.7581,76.7581,78.4949,78.4949,79.6368,75.9508,82.0632
6,80.0638,80.0638,82.3420,79.6018,80.5119,78.7564,78.7564,80.0877,76.5593,81.8047
7,81.1408,81.1408,82.9923,80.6359,82.4407,79.0970,79.0970,80.5026,77.1416,81.8955
8,81.8986,81.8986,83.7086,81.3299,83.2043,79.4472,79.4472,80.9034,77.6652,82.0591
9,82.5819,82.5819,84.4690,82.8585,82.8940,79.7955,79.7955,81.2995,78.2422,82.1519
10,84.6049,84.6049,86.4286,83.7649,83.9456,80.2765,80.2765,81.8124,78.7945,82.3313
11,86.9467,86.9467,88.3832,86.4616,86.5687,80.8828,80.8828,82.4098,79.4915,82.7165
12,87.1568,87.1567,88.0545,86.5025,86.5027,81.4057,81.4057,82.8802,80.0757,83.0320
13,88.8682,88.8682,88.8197,87.2534,87.2534,81.9797,81.9797,83.3371,80.6279,83.3567
14,39.4256,39.4256,69.0805,42.0598,52.1935,78.9401,78.9401,82.3187,77.8730,81.1308
15,45.3431,45.3431,53.7474,43.5845,49.1711,76.7003,76.7003,80.4140,75.5871,79.0001
16,44.6777,44.6777,38.5729,43.5554,43.5583,74.6989,74.6989,77.7989,73.5851,76.7850
17,43.9117,43.9117,34.9498,43.2624,43.8217,72.8879,72.8879,75.2784,71.8014,74.8460
18,28.3417,28.3417,31.0930,25.7935,31.8766,70.4131,70.4131,72.8236,69.2454,72.4588
19,36.7428,36.7428,31.0939,35.4716,36.4799,68.6410,68.6410,70.6273,67.4679,70.5652
20,36.8349,36.8349,26.7338,36.7807,36.9299,67.0507,67.0507,68.4327,65.9335,68.8834
21,35.6696,35.6696,23.5051,35.5392,35.8231,65.5564,65.5563,66.2932,64.4862,67.3091
22,37.5487,37.5487,25.4251,37.3206,37.4445,64.2833,64.2833,64.4356,63.2514,65.9516
23,37.0476,37.0476,31.4879,36.9570,36.9576,63.0991,63.0991,63.0031,62.1081,64.6910
24,37.6989,37.6989,37.6001,37.6644,37.8738,62.0408,62.0408,61.9446,61.0896,63.5736
25,38.5242,38.5242,38.4446,38.2674,38.6129,61.1001,61.1001,61.0046,60.1768,62.5752
26,39.0165,39.0165,38.9175,38.8620,38.8620,60.2507,60.2507,60.1551,59.3570,61.6632
27,39.5466,39.5466,39.2173,39.2291,39.6123,59.4839,59.4839,59.3797,58.6115,60.8465
28,38.5436,38.5433,38.1301,38.5569,38.7837,58.7361,58.7360,58.6207,57.8952,60.0585
29,61.3201,61.3202,38.3120,49.8937,57.9970,58.8252,58.8252,57.9204,57.6193,59.9874
30,63.7084,63.7086,42.7167,58.8530,58.8530,58.9879,58.9879,57.4137,57.6604,59.9496
31,35.1095,35.1095,39.4782,35.0887,35.3910,58.2177,58.2177,56.8351,56.9323,59.1574
32,36.0386,36.0386,38.7480,35.2397,35.2397,57.5246,57.5246,56.2699,56.2544,58.4100
