Frame,MSE_KF,Avg_MSE_KF
1,18.8025,18.8025
2,25.3074,22.0549
3,25.5342,23.2147
4,25.1800,23.7060
5,25.6630,24.0974
6,25.6112,24.3497
7,25.6693,24.5382
8,25.1642,24.6165
9,25.3831,24.7017
10,25.6048,24.7920
11,25.3247,24.8404
12,25.3656,24.8842
13,25.1748,24.9065
14,24.6860,24.8908
15,24.3245,24.8530
16,24.1245,24.8075
17,23.5557,24.7339
18,22.9775,24.6363
19,22.5264,24.5252
20,21.5176,24.3749
21,21.1552,24.2215
22,20.2341,24.0403
23,20.0531,23.8669
24,20.7925,23.7388
25,19.9534,23.5874
26,20.1755,23.4562
27,18.0557,23.2562
28,15.3510,22.9738
29,15.3650,22.7115
30,20.8894,22.6507
31,24.3979,22.7071
32,22.5787,22.7031
33,19.7044,22.6122
34,20.0720,22.5375
35,21.1550,22.4980
36,23.0321,22.5128
37,22.0057,22.4991
38,20.4186,22.4444
39,18.9612,22.3551
40,18.1893,22.2509
41,17.4367,22.1335
42,17.5004,22.0232
43,16.3418,21.8911
44,18.7906,21.8206
45,18.8683,21.7550
46,18.9911,21.6949
47,19.2651,21.6432
48,19.8169,21.6052
49,21.4933,21.6029
50,22.0501,21.6118
51,22.5457,21.6301
52,22.6222,21.6492
53,23.0092,21.6749
54,23.7505,21.7133
55,23.3851,21.7437
56,20.7613,21.7262
57,18.7728,21.6744
58,16.5244,21.5856
59,16.0579,21.4919
60,17.3373,21.4226
61,17.9662,21.3660
62,19.3308,21.3331
63,21.0427,21.3285
64,23.1810,21.3575
65,24.5877,21.4072
66,27.7681,21.5035
67,24.8043,21.5528
68,29.4544,21.6690
69,36.4856,21.8837
70,33.7072,22.0527
71,30.1676,22.1669
72,30.8793,22.2880
73,27.8617,22.3643
74,24.2208,22.3894
75,21.6800,22.3799
76,23.8023,22.3987
77,20.8255,22.3782
78,19.7771,22.3449
79,21.3951,22.3328
80,19.3023,22.2950
81,18.7838,22.2516
82,18.5299,22.2062
83,18.8332,22.1656
84,19.1320,22.1295
85,20.5220,22.1106
86,21.1049,22.0989
87,22.0700,22.0985
88,22.8425,22.1070
89,23.7679,22.1257
90,23.9681,22.1461
91,23.7322,22.1636
92,24.3398,22.1872
93,20.0519,22.1643
94,32.8629,22.2781
95,37.9528,22.4431
96,37.6293,22.6013
97,37.3356,22.7532
98,37.0642,22.8992
99,36.9225,23.0408
100,36.9183,23.1796
101,36.8796,23.3153
102,36.9962,23.4494
103,37.0307,23.5812
