Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
85,17.6616,17.6616,17.6616,17.5111
86,17.3573,17.3568,17.3573,17.3684
87,17.4944,17.4941,17.4944,17.4995
88,42.5038,42.3541,42.5965,42.6700
89,30.1274,29.9256,30.4562,30.7118
90,29.6379,29.4715,30.0102,30.2574
91,29.5515,29.3067,29.9075,30.1159
92,27.8050,27.4857,28.2081,28.3387
93,28.0322,27.7665,28.2626,28.4975
94,27.9043,27.7177,28.1136,28.4040
95,29.0940,28.8754,29.4131,29.1776
96,29.0940,28.8754,29.4333,29.1486
97,30.5994,30.5991,31.0437,31.0551
98,30.5971,30.5820,30.8422,31.1002
99,30.0266,30.0498,30.2696,30.6402
100,30.4991,30.3563,30.6668,30.8883
101,30.7711,30.6019,31.1699,31.1371
102,29.6773,29.3188,29.6427,30.2055
103,29.7966,29.7009,30.2316,30.0313
104,30.7118,30.6080,31.1493,30.9244
105,30.1662,29.6505,30.2152,30.5829
106,28.3225,27.8194,28.3975,28.6637
107,28.7060,29.0941,28.8073,29.7355
108,29.5673,29.1150,29.7861,29.8511
109,29.1242,28.5970,29.4715,29.5354
110,28.6338,27.7986,28.8599,29.0359
111,27.4243,27.1302,27.7378,28.1938
112,28.5820,28.4523,28.8412,29.0808
113,28.7882,28.7391,29.1290,29.2479
114,9.4747,9.4347,9.7208,12.0593
115,13.1771,13.3969,13.9874,14.4339
116,13.0619,11.9996,14.2475,14.5289
117,17.9344,17.3912,19.1641,16.1444
118,14.7536,13.3890,15.4298,15.5971
119,7.9487,6.8552,7.6462,9.7195
120,8.6903,7.6789,8.7233,9.6042
121,7.7066,7.1197,8.1485,9.2801
122,4.8343,4.6423,4.8353,5.9872
123,5.7476,5.1529,5.5444,6.5697
124,5.8831,5.2088,5.5092,5.7348
125,5.6136,5.5151,5.5006,5.4837
126,6.1066,5.5922,5.9303,5.7905
127,6.2576,5.5144,5.7915,5.5229
128,7.2616,6.8824,7.0940,5.6909
129,7.0603,7.0237,7.1499,6.3282
130,7.3566,6.8250,7.0482,6.7011
131,7.6077,7.1160,7.3664,7.1149
132,8.2388,7.7729,8.0219,8.0679
133,12.8499,12.0224,13.0834,9.9176
134,8.1908,8.1702,8.3069,8.9483
135,5.7437,4.6275,5.4381,6.0352
136,3.5341,3.1697,3.3055,3.3251
137,5.8765,5.3957,5.5322,3.7406
138,4.9250,4.5346,4.7922,3.5565
139,4.8835,5.1954,5.6268,4.6718
140,4.8778,5.2686,5.6608,5.2894
141,4.8762,5.2643,5.6603,5.8137
142,3.2775,3.8711,4.0999,4.0912
143,3.1863,3.5151,3.8446,3.9829
144,3.4890,3.2612,4.3480,3.8575
145,3.7143,3.9901,4.1433,3.4860
146,2.9993,3.6544,3.8967,3.5311
147,4.1214,4.6161,5.2040,4.5880
148,4.1488,4.6673,5.2671,4.8407
149,5.5911,5.7884,5.8855,5.3133
150,5.2005,5.6966,5.8898,5.4164
151,4.6771,5.2782,5.5242,4.9344
152,4.6718,5.2646,5.5242,5.0335
153,4.0844,4.2376,5.1286,5.1747
154,4.6207,4.6033,5.5275,5.7141
155,4.6190,4.6078,5.4392,5.7347
156,4.6274,4.6197,5.5363,5.6437
157,4.7511,5.0015,5.7778,5.6121
158,4.7591,5.4229,5.8872,5.7704
159,3.8408,3.8097,4.6694,4.8229
160,3.6568,3.5932,4.5673,4.3379
161,4.5001,4.8499,4.8538,4.0477
162,3.4547,3.4956,4.2635,4.0422
163,8.6258,10.6289,10.9984,7.1142
164,15.0336,16.9580,17.0113,12.7565
165,13.8322,15.8918,16.9474,14.0895
166,14.2889,16.3940,17.2880,15.6385
167,19.1498,22.6421,23.4837,25.3130
168,41.7153,41.6915,41.7153,41.1542
169,43.6650,43.3634,43.6651,40.6531
170,52.2971,51.7002,52.2971,47.3267
171,51.8826,50.6689,51.8820,47.9344
172,55.8269,55.4681,55.8294,48.4679
173,62.8262,62.3249,62.8253,56.2856
174,63.0021,62.6375,63.0001,59.1353
175,60.7991,60.4473,60.7972,58.6840
176,46.3105,44.3033,46.3111,50.6554
177,28.1155,25.3081,28.2323,30.3136
178,30.9694,28.3694,31.0479,32.5713
179,30.8576,28.2138,30.9315,31.9286
180,30.9103,28.2754,30.9841,31.3384
181,31.0188,28.4049,31.0958,31.2809
182,15.1679,13.5766,15.0705,15.0710
183,15.5329,13.5866,15.4182,15.1190
184,19.1781,18.1132,19.1047,19.2781
185,19.9103,18.6496,19.8458,19.9956
186,19.6670,18.5688,19.5810,19.7360
187,19.7283,18.6824,19.6431,19.7150
188,19.6086,18.3516,19.5452,19.3591
189,19.6933,18.8588,19.6484,19.7229
190,19.7338,19.0548,19.6919,19.7509
191,19.4328,18.9616,19.3859,19.5708
192,19.8298,19.2754,19.7877,19.4275
193,19.9460,19.3528,19.9046,19.3863
194,19.8436,19.4000,19.8091,19.4344
195,23.6305,23.1415,23.5930,23.4938
196,23.7149,23.1873,23.6741,23.6020
197,23.8718,23.1979,23.8279,23.6202
198,24.9103,24.2953,24.8677,24.7860
199,24.2514,23.5935,24.2151,24.0754
200,24.2144,23.6010,24.1640,24.0985
201,24.0585,23.5912,24.0216,23.9798
202,23.8029,23.4720,23.7671,23.6969
203,23.7774,23.5200,23.7470,23.6877
204,22.6732,22.4455,22.6228,22.7340
205,22.4300,22.1884,22.3598,22.3232
206,24.4442,22.5904,24.6930,22.5018
207,22.5364,22.3290,22.4042,22.4607
208,22.3953,22.1600,22.2473,22.2750
209,22.4040,22.1329,22.2477,22.2918
210,35.0536,33.2398,33.9516,23.5095
211,29.4841,27.4649,28.4141,21.3319
212,29.8559,27.9018,29.3389,21.7270
213,28.3360,26.4731,28.0064,23.0502
214,27.1708,25.1390,27.3332,26.1466
215,28.2547,25.8731,25.9300,27.5878
216,26.2781,25.2012,26.3134,27.8514
217,23.5766,22.8254,21.9202,23.4496
218,22.6422,22.7923,22.0956,21.9144
219,22.4335,23.5117,22.2628,15.4907
220,26.5273,26.5469,25.9658,11.3330
221,25.4806,25.1660,25.6560,15.3621
222,24.7259,24.0123,24.9157,18.9298
223,24.0702,23.8466,24.0275,22.8612
224,19.3581,20.8352,19.6244,20.5088
225,18.7729,19.3998,18.5184,19.1099
226,21.5401,22.9054,21.3671,18.5680
227,19.7503,20.7465,19.3067,18.5547
228,18.6586,20.1839,19.1320,19.8819
229,18.2297,19.3083,17.6279,17.6279
230,18.0819,18.6440,17.1800,17.1259
231,18.9104,18.6043,16.9326,17.4222
232,18.8920,18.5041,16.8541,19.6533
233,18.6662,18.3720,17.1121,24.5674
234,19.1512,18.4881,17.3535,24.3988
235,23.0009,21.9040,21.3380,24.2646
236,17.3588,17.0687,16.9305,26.3391
237,17.5862,18.0472,17.6281,26.4459
238,18.8732,22.5722,24.5647,29.3391
239,21.5086,27.1862,27.0461,27.1893
240,21.9279,28.0780,28.2188,26.5663
241,19.3851,27.4606,28.6750,27.2520
242,17.5674,29.1688,27.6625,27.4805
243,17.3270,26.4568,25.3454,27.9893
244,17.8978,26.8079,26.5354,27.6946
245,17.4601,26.5619,27.7006,27.8920
246,16.7355,27.1558,27.3596,27.5968
247,16.3919,27.9619,27.1562,27.5002
248,18.3653,31.2824,28.5595,28.6156
249,21.1056,31.5414,28.6438,28.6666
250,22.9329,29.6761,27.7680,28.4877
251,24.0275,30.1815,28.0820,28.3166
252,26.8309,32.2625,29.7230,29.4248
253,30.7874,31.6038,32.5027,31.0297
254,31.1030,27.7818,31.8531,33.6397
255,34.8677,29.3931,35.6437,39.1220
256,38.4600,29.8282,39.9702,43.0404
257,32.2815,23.3115,32.7855,43.9675
258,37.2783,25.9319,37.5175,43.9409
259,42.6339,28.5952,41.0867,43.7164
260,44.4345,46.7316,45.5543,43.2946
261,65.9408,65.0199,66.6739,56.9696
262,60.5180,53.6614,65.1739,59.5577
263,59.1073,59.0362,64.0879,63.6717
264,58.7892,52.0027,60.0747,65.9898
265,58.3353,53.6391,59.5221,68.6164
266,64.1329,57.4060,64.6905,70.3908
267,85.4667,80.2577,85.8776,73.7290
268,75.8338,69.5759,76.1425,77.5688
269,88.0632,86.2543,87.9781,80.5482
270,71.0493,66.0812,71.5929,81.1898
271,53.2794,47.5919,54.9978,74.1882
272,59.9125,57.8246,60.1898,66.1251
273,67.1652,66.1540,67.1154,58.7313
274,58.9151,57.9768,58.8443,51.7073
275,43.1042,41.6471,43.1042,50.8617
276,47.2348,30.4565,47.2348,51.8895
277,67.1542,64.8860,67.1622,49.1986
278,60.6719,58.5447,60.6806,47.2699
279,48.8213,48.5562,48.8081,44.5473
280,12.3259,12.0504,12.3408,24.3768
281,9.2968,8.4752,8.9121,17.9958
282,8.7606,8.3416,8.7452,13.1410
283,7.6271,7.4299,7.6001,9.3977
