Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,33.0344,33.0344,33.3514,34.3331,38.4612,33.0344,33.0344,33.3514,34.3331,38.4612
2,33.0344,33.0344,33.3514,34.3331,38.4612,33.0344,33.0344,33.3514,34.3331,38.4612
3,32.9439,32.9439,33.2600,34.2391,34.2391,33.0043,33.0043,33.3209,34.3018,37.0538
4,32.9439,32.9439,33.2600,34.2391,34.2391,32.9892,32.9892,33.3057,34.2861,36.3501
5,34.5176,34.5176,34.9005,35.1297,35.9447,33.2949,33.2949,33.6247,34.4548,36.2691
6,34.5176,34.5176,34.9005,35.1297,35.9447,33.4987,33.4987,33.8373,34.5673,36.2150
7,39.6495,39.6495,35.8917,39.1038,39.1038,34.3773,34.3773,34.1308,35.2153,36.6277
8,36.3296,36.3296,36.1807,36.3324,36.3324,34.6214,34.6214,34.3870,35.3550,36.5908
9,40.0680,40.0680,36.9343,40.5332,40.5332,35.2265,35.2265,34.6700,35.9303,37.0288
10,40.2412,40.2412,38.0378,40.9965,40.9965,35.7280,35.7280,35.0068,36.4369,37.4256
11,35.9393,35.9393,38.7616,37.0725,37.0725,35.7472,35.7472,35.3482,36.4947,37.3935
12,31.4932,31.4932,33.4642,33.9838,37.1884,35.3927,35.3927,35.1912,36.2855,37.3764
13,28.9763,28.9763,28.9012,31.4485,38.6133,34.8992,34.8992,34.7073,35.9134,37.4715
14,27.9110,27.9110,29.1418,31.7583,38.2598,34.4000,34.4000,34.3098,35.6166,37.5278
15,27.3712,27.3712,28.4890,31.1249,37.6225,33.9314,33.9314,33.9217,35.3172,37.5341
16,28.3800,28.3800,29.2026,32.9757,34.7669,33.5844,33.5844,33.6268,35.1708,37.3612
17,27.6968,27.6968,28.8091,31.5680,33.4557,33.2381,33.2381,33.3434,34.9589,37.1315
18,28.9871,28.9871,28.4907,31.8241,34.2787,33.0019,33.0019,33.0738,34.7847,36.9730
19,29.4188,29.4188,29.1648,33.2519,35.0315,32.8134,32.8134,32.8681,34.7041,36.8708
20,29.1359,29.1359,29.0223,32.9973,34.6887,32.6295,32.6295,32.6758,34.6187,36.7617
21,29.4169,29.4169,29.3824,32.2531,34.8940,32.4765,32.4765,32.5190,34.5061,36.6727
22,27.6500,27.6500,29.1263,29.9844,33.1426,32.2571,32.2571,32.3647,34.3005,36.5123
23,29.0261,29.0261,29.5485,31.1881,31.1881,32.1166,32.1166,32.2423,34.1652,36.2808
24,29.6456,29.6456,29.8910,31.6256,31.6256,32.0137,32.0137,32.1443,34.0594,36.0868
25,30.5269,30.5269,30.0787,32.2047,33.1705,31.9542,31.9542,32.0617,33.9852,35.9702
26,30.5960,30.5960,29.9819,32.1927,33.3982,31.9020,31.9020,31.9817,33.9163,35.8713
27,32.2696,32.2696,32.0499,31.4104,31.8485,31.9156,31.9156,31.9842,33.8235,35.7223
28,32.3599,32.3599,32.3064,31.5340,32.0178,31.9315,31.9315,31.9957,33.7417,35.5900
29,32.4026,32.4026,32.7148,31.2057,31.2057,31.9477,31.9477,32.0205,33.6542,35.4388
30,32.7067,32.7067,33.5434,31.3205,31.3205,31.9730,31.9730,32.0713,33.5765,35.3015
31,32.9496,32.9496,34.5900,31.4199,31.4199,32.0045,32.0045,32.1525,33.5069,35.1763
32,35.5313,35.5313,37.0452,35.5174,35.6070,32.1147,32.1147,32.3054,33.5697,35.1898
33,35.9066,35.9066,36.7075,34.7250,34.7250,32.2296,32.2296,32.4388,33.6047,35.1757
34,37.2583,37.2583,37.9170,34.9120,36.3392,32.3775,32.3775,32.6000,33.6432,35.2099
35,36.8730,36.8730,37.4911,34.6432,36.3396,32.5060,32.5060,32.7397,33.6717,35.2422
36,40.2537,40.2537,39.8052,38.8035,39.0075,32.7212,32.7212,32.9360,33.8143,35.3468
37,41.2385,41.2385,41.1401,39.3753,40.1493,32.9514,32.9514,33.1577,33.9646,35.4766
38,41.1088,41.1088,42.7427,35.8458,41.0910,33.1660,33.1660,33.4099,34.0141,35.6243
39,39.4713,39.4709,41.4895,37.0717,40.1322,33.3277,33.3277,33.6171,34.0925,35.7399
40,38.8079,38.8076,41.8767,37.3510,37.3679,33.4647,33.4647,33.8236,34.1740,35.7806
41,38.7764,38.7763,41.7026,37.2585,37.3773,33.5943,33.5943,34.0158,34.2492,35.8195
42,38.7599,38.7599,41.4907,37.6779,37.8801,33.7173,33.7173,34.1937,34.3308,35.8686
43,39.1772,39.1771,41.4236,36.5563,36.5563,33.8442,33.8442,34.3619,34.3826,35.8846
44,41.8308,41.8307,41.2258,43.0873,43.3416,34.0258,34.0257,34.5179,34.5804,36.0541
45,36.1921,36.1931,40.5996,37.4190,37.4190,34.0739,34.0739,34.6530,34.6435,36.0844
46,37.0973,37.0974,40.4950,36.4523,39.4462,34.1396,34.1396,34.7800,34.6828,36.1575
47,36.0256,36.0257,40.6143,34.2598,36.4790,34.1798,34.1798,34.9042,34.6738,36.1643
48,38.7955,38.7956,42.6347,39.1925,40.7937,34.2759,34.2759,35.0652,34.7680,36.2608
49,37.5967,37.5966,43.4132,36.3127,36.3127,34.3437,34.3437,35.2356,34.7995,36.2618
50,39.2499,39.2499,44.1300,39.2798,39.2798,34.4418,34.4418,35.4135,34.8891,36.3222
51,37.4277,37.4278,44.8278,36.6162,36.6162,34.5004,34.5004,35.5981,34.9230,36.3280
52,36.2487,36.2487,44.0174,35.7440,35.7440,34.5340,34.5340,35.7600,34.9387,36.3167
53,37.9276,37.9277,44.0989,37.1963,37.1963,34.5980,34.5980,35.9173,34.9813,36.3333
54,38.3984,38.3984,42.8130,38.1688,38.1688,34.6684,34.6684,36.0450,35.0404,36.3673
55,39.9820,39.9820,41.9877,39.5314,40.3165,34.7650,34.7650,36.1531,35.1220,36.4391
56,39.1731,39.1731,41.2119,39.0180,39.3686,34.8437,34.8437,36.2434,35.1916,36.4914
57,39.8597,39.8598,40.5637,39.8585,40.0021,34.9317,34.9317,36.3192,35.2735,36.5530
58,36.2943,36.2940,37.4030,36.1044,36.4357,34.9552,34.9552,36.3379,35.2878,36.5510
59,36.2890,36.2888,37.2612,36.3849,36.3849,34.9778,34.9778,36.3535,35.3064,36.5482
60,36.6053,36.6049,36.8161,36.4079,36.4079,35.0049,35.0049,36.3612,35.3248,36.5458
61,36.6679,36.6675,36.2858,36.3646,36.3646,35.0322,35.0322,36.3600,35.3418,36.5429
62,36.0277,36.0276,34.6548,36.2325,36.2325,35.0483,35.0482,36.3325,35.3562,36.5379
63,35.0108,35.0105,34.3420,35.7626,36.4233,35.0477,35.0476,36.3009,35.3626,36.5361
64,32.7306,32.7305,33.5493,33.0153,37.0680,35.0115,35.0114,36.2579,35.3259,36.5444
65,32.7306,32.7305,33.3234,33.0153,37.0680,34.9764,34.9763,36.2128,35.2904,36.5524
66,34.5277,34.5277,33.0919,35.6158,35.9546,34.9696,34.9695,36.1655,35.2953,36.5434
67,36.4991,36.4989,32.9623,33.6564,35.7200,34.9924,34.9924,36.1177,35.2709,36.5311
68,36.0623,36.0623,32.8783,37.2797,37.2797,35.0081,35.0081,36.0700,35.3004,36.5421
69,27.0458,27.0458,29.3179,29.6244,30.9789,34.8927,34.8927,35.9722,35.2181,36.4615
70,29.3221,29.3218,29.6034,30.4498,33.4816,34.8132,34.8131,35.8812,35.1500,36.4189
71,32.8976,32.8965,29.4078,33.2096,34.1986,34.7862,34.7861,35.7900,35.1227,36.3876
72,32.5519,32.5503,29.9983,33.8299,35.1603,34.7551,34.7551,35.7096,35.1047,36.3706
73,33.1804,33.1796,32.3822,33.1357,37.2409,34.7336,34.7335,35.6640,35.0778,36.3825
74,33.6534,33.6527,33.3082,35.1195,39.6795,34.7190,34.7189,35.6322,35.0783,36.4270
