Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
1,37.0104,34.6160,37.0104,37.1956
2,37.8075,35.8442,37.8075,37.9716
3,38.8651,36.6805,38.8651,39.0257
4,38.8651,36.6805,38.8651,39.0257
5,38.3153,37.3057,38.3153,39.3737
6,50.8175,49.9670,50.8175,40.1435
7,50.7368,50.0643,50.7368,40.2950
8,48.1529,44.7158,48.1529,42.5364
9,45.9674,43.8279,45.9674,43.7217
10,43.3869,42.8769,43.3869,45.4829
11,47.0004,40.5355,47.0004,45.4613
12,51.6557,50.9510,51.6557,46.8459
13,59.4419,55.9406,59.4419,50.5835
14,38.7647,37.9761,38.7647,46.3937
15,37.1048,36.0242,37.1048,43.9091
16,49.8446,44.5636,49.8446,43.7484
17,65.5759,56.0279,65.5759,43.5172
18,68.4564,60.0825,68.4564,43.5545
19,50.7258,48.7329,50.7258,49.3107
20,55.3683,49.5765,55.3683,57.0794
21,56.8057,56.6548,56.8057,61.0560
22,46.5664,46.0658,46.5664,55.3433
23,47.2102,47.8980,47.2102,51.9275
24,46.5727,47.6956,46.5727,49.9522
25,47.2242,47.0300,47.2242,48.5760
26,43.8825,46.0140,43.8825,45.5611
27,42.9478,43.5796,42.9478,44.3420
28,42.0213,43.7956,42.0213,42.8813
29,40.5473,43.2226,40.5473,42.2167
30,42.5209,37.8354,42.5209,44.0575
31,40.0878,36.2880,40.0887,43.9591
32,42.8347,36.3543,42.8343,44.3471
33,42.7088,36.1578,42.7084,44.7230
34,32.8334,29.4554,32.8263,38.7631
35,25.0210,26.2958,25.0504,29.5282
36,26.8335,29.1528,26.9872,27.7160
37,28.6819,30.8019,28.9465,28.2452
38,28.6936,30.6160,28.9362,28.6627
39,32.9412,30.3820,32.7445,31.4725
40,33.0081,26.9816,32.2754,33.3920
41,35.9032,30.8265,35.7668,33.6816
42,38.4129,31.2022,38.2993,34.1784
43,32.5794,29.6577,32.3694,32.3452
44,28.6129,30.0893,28.4187,27.8898
45,23.1616,23.1072,22.6720,23.9903
46,23.5894,24.0162,23.5203,21.8048
47,23.9092,24.9744,20.9618,20.9090
48,21.4048,20.6122,18.7107,20.4503
49,21.4549,22.3044,19.0702,21.1139
50,21.0471,22.4018,18.8140,21.5535
51,21.1448,22.3498,18.9465,22.0114
52,21.3274,22.6258,21.2845,22.5209
53,21.7267,22.6999,21.7048,22.2273
54,22.2406,23.0039,22.3717,22.0768
55,22.1941,22.8634,22.1566,21.9954
56,21.2682,22.7046,21.5388,21.4148
57,21.7913,22.5989,21.3062,21.7596
58,21.0722,22.3377,20.5295,21.2436
59,21.8262,22.7328,20.8960,21.6690
60,21.1257,22.9164,20.7756,21.7045
61,20.2267,22.6164,20.0322,21.4248
62,21.5626,23.3423,20.8086,21.0013
63,21.5461,22.5841,21.1432,20.7478
64,21.2314,22.3033,21.0379,21.1802
65,20.6698,21.2572,20.3188,20.6463
66,20.2753,22.0201,20.2594,20.6363
67,20.9697,23.1240,20.3671,21.4441
68,21.3001,23.7716,21.9701,17.9096
69,24.1703,24.3679,23.3123,15.4524
70,26.2280,27.2815,24.8012,16.7744
71,19.5997,19.7149,19.7298,18.4314
72,22.9526,25.3130,22.3241,18.1679
73,29.9914,27.2132,25.1260,19.0375
74,35.4258,33.8653,31.2464,22.5196
75,38.9229,42.1840,37.6120,24.4987
76,30.9289,28.9821,30.2700,24.1909
77,28.5914,26.4704,27.9594,23.7954
78,27.9327,24.5968,24.3487,22.5159
79,25.4002,23.8511,21.3254,24.0394
80,30.3013,28.1987,29.1511,26.2872
81,31.9710,30.5882,30.6401,26.3621
82,35.3772,33.1438,35.5930,26.9111
83,38.8503,39.5471,38.8632,29.8873
84,35.8385,38.3602,35.7857,33.5837
85,28.8347,28.3237,29.5909,33.7320
86,28.7436,27.8842,29.3344,33.5378
87,29.2558,30.6815,29.6173,32.7865
88,29.7435,30.8634,30.2503,32.6611
89,28.0822,29.9279,28.1078,29.3813
90,29.0255,28.1197,27.7467,26.9173
91,19.8527,21.8007,20.4531,23.0036
92,22.2052,21.9961,22.1735,21.6669
93,21.8032,24.4681,21.2103,21.7285
94,27.5171,27.9662,26.4812,22.6256
95,29.9041,30.2487,28.2770,23.0725
96,24.4207,23.4706,22.4961,19.8461
97,24.3631,24.9828,22.9732,20.1952
98,21.1184,19.2593,19.0903,20.7398
99,19.8545,19.6833,18.4766,21.0090
100,19.1824,18.3558,17.8119,22.2101
101,19.6996,15.8706,16.1868,23.1009
102,25.9879,20.4981,21.5334,26.7672
103,25.7849,20.2505,21.3758,26.5195
104,26.0327,23.1876,22.3889,26.4794
105,25.3412,22.8191,21.8426,25.2451
106,20.9606,19.2502,18.6278,23.4428
107,23.2957,21.6562,23.2612,18.4719
108,25.2156,25.4151,25.3620,16.9515
109,25.2933,24.2676,25.1181,19.3719
110,25.9551,25.6614,25.4155,23.1539
111,18.1130,15.5018,18.2049,23.6638
112,14.7280,15.8175,14.6779,20.7072
113,25.4522,24.0278,25.2838,15.9678
114,26.9871,27.0747,26.7511,16.6864
115,26.4859,25.6525,26.8144,21.8839
116,24.6402,24.3178,24.5513,24.4335
117,22.8832,22.4317,23.1651,23.3634
118,23.3729,22.5139,23.5459,22.8056
119,23.0733,23.1439,23.4802,22.7942
120,23.8693,23.4389,24.0941,23.8733
121,24.2316,24.3975,24.5037,24.9675
122,25.9167,22.8371,23.0050,24.7237
123,24.4620,20.9707,21.8736,22.1466
124,26.7890,23.4068,23.5086,23.3377
125,27.6582,23.9430,24.2770,24.4295
126,28.6031,25.5047,27.6609,25.4376
127,28.3169,25.2718,26.0187,25.6707
128,29.0300,26.7604,26.9644,26.2033
129,28.6664,26.0310,27.1392,25.9269
130,28.7840,26.2823,26.7993,25.6466
131,27.8112,26.1031,26.4548,25.5987
132,29.0642,26.2620,26.4447,25.7806
133,28.8952,26.0359,25.9444,24.9611
134,28.7949,27.6705,27.9827,25.1300
135,26.1653,23.0000,24.2383,25.0824
136,24.1477,17.6697,15.3559,20.9720
137,29.4195,18.8413,22.0441,19.1575
138,25.4598,19.0854,23.6241,18.9748
139,26.1711,17.5085,22.6405,20.7549
140,26.5617,18.2063,22.2349,23.0284
141,28.2994,21.0065,23.9856,25.3329
142,29.2802,21.6875,26.6862,26.8617
143,31.5167,27.3739,29.0964,27.9758
144,32.0197,28.5383,31.2682,29.4239
145,31.3424,28.4014,30.8559,29.8339
146,28.9348,19.6450,23.8085,25.8460
147,28.0018,25.5018,24.5075,24.3058
148,29.2644,26.5392,28.3132,22.7003
149,28.5341,23.4615,27.8785,22.5188
150,30.1838,30.7530,32.4130,24.4674
151,28.8219,29.2026,29.9899,27.1074
152,31.0426,36.9699,35.3900,30.1372
153,28.0364,32.3341,31.6629,30.7412
154,28.0287,31.0504,31.3982,31.7377
155,27.3677,32.6895,33.2916,32.3641
156,22.4335,23.2687,24.5762,28.8233
157,26.7022,30.4285,27.8370,24.8248
158,16.9558,24.6395,22.8132,22.2236
159,25.0754,30.9389,30.2991,21.6348
160,24.2871,21.5549,25.7852,19.8309
161,28.5667,28.4918,27.3794,18.4238
162,27.3314,27.1536,27.5290,19.5821
163,26.5247,25.1410,26.6783,23.1577
164,25.6530,25.6048,25.6198,22.7654
165,22.6197,22.5714,22.6461,22.7230
166,22.2479,22.2425,22.2587,22.5319
167,14.6188,14.5799,14.7376,18.2316
168,9.5267,9.5267,9.5267,10.1476
169,7.5255,7.5255,7.5255,7.7996
170,6.8412,6.8412,6.8412,6.7220
171,5.1646,5.1646,5.1646,5.1325
172,6.3341,6.3341,6.3341,6.3186
173,6.1360,6.1360,6.1360,6.1763
174,6.3281,6.3281,6.3281,6.2978
175,4.9533,4.9533,4.9533,4.9877
176,4.9107,4.9107,4.9107,4.8841
177,5.4109,5.4109,5.4109,5.4105
178,5.7213,5.7213,5.7213,5.7197
179,5.8307,5.8307,5.8307,5.8307
180,5.8904,5.8904,5.8904,5.8879
181,6.0714,6.0714,6.0714,6.0665
182,6.3899,6.3899,6.3899,6.3890
183,6.8316,6.8316,6.8316,6.8251
184,6.8316,6.8316,6.8316,6.8261
185,6.9875,6.9875,6.9875,6.9834
186,5.3493,5.3493,5.3493,5.3417
187,6.0732,6.0732,6.0732,6.0697
188,6.7897,6.7897,6.7897,6.7892
189,7.0282,7.0282,7.0282,7.0275
190,7.0282,7.0282,7.0282,7.0277
