Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,77.8661,77.8661,78.2075,71.5396,81.0596,77.8661,77.8661,78.2075,71.5396,81.0596
2,78.1514,78.1514,78.4737,71.9536,71.9536,78.0088,78.0088,78.3406,71.7466,76.5066
3,77.8387,77.8387,78.1408,71.3159,71.3159,77.9521,77.9521,78.2740,71.6031,74.7764
4,77.9570,77.9570,78.2835,71.2423,71.2423,77.9533,77.9533,78.2764,71.5129,73.8929
5,77.9570,77.9570,78.2835,71.2423,71.2423,77.9540,77.9540,78.2778,71.4588,73.3628
6,79.3327,79.3327,79.6828,72.2526,72.2526,78.1838,78.1838,78.5120,71.5911,73.1777
7,80.7708,80.7708,81.4533,71.5684,71.5684,78.5534,78.5534,78.9322,71.5878,72.9478
8,81.2848,81.2848,82.1218,71.7513,71.7513,78.8948,78.8948,79.3309,71.6082,72.7982
9,80.7692,80.7692,82.0060,69.2288,69.2288,79.1031,79.1031,79.6281,71.3439,72.4016
10,82.2822,82.2822,83.5823,71.1114,71.1114,79.4210,79.4210,80.0235,71.3206,72.2726
11,87.2124,87.2124,89.1491,73.7902,73.7902,80.1293,80.1293,80.8531,71.5451,72.4106
12,85.6485,85.6485,89.7017,73.2988,73.2988,80.5892,80.5892,81.5905,71.6913,72.4846
13,93.6205,93.6205,94.0006,82.6625,82.6625,81.5916,81.5916,82.5451,72.5352,73.2675
14,95.4494,95.4494,95.6731,85.5806,85.5806,82.5815,82.5815,83.4828,73.4670,74.1470
15,97.6699,97.6699,98.3027,86.2491,86.2491,83.5874,83.5874,84.4708,74.3192,74.9538
16,105.4281,105.4281,104.5326,92.1216,92.1216,84.9524,84.9524,85.7247,75.4318,76.0268
17,108.5246,108.5246,107.6663,98.3504,98.3504,86.3390,86.3390,87.0154,76.7800,77.3400
18,114.4704,114.4704,114.4474,104.6846,104.6846,87.9019,87.9019,88.5394,78.3302,78.8591
19,118.1814,118.1814,118.8065,102.6364,102.6364,89.4955,89.4955,90.1324,79.6095,80.1105
20,112.5883,112.5883,118.1270,102.8575,102.8575,90.6502,90.6502,91.5321,80.7719,81.2479
21,60.8633,60.8633,96.7006,59.6543,59.6543,89.2317,89.2317,91.7782,79.7663,80.2196
22,28.0166,28.0166,68.1892,25.9439,32.5051,86.4492,86.4492,90.7060,77.3198,78.0508
23,27.7677,27.7677,45.3852,18.7501,18.7501,83.8979,83.8979,88.7355,74.7733,75.4725
24,56.0717,56.0717,39.3624,53.8313,61.2730,82.7384,82.7384,86.6783,73.9007,74.8809
25,50.8960,50.8960,32.9674,48.7991,57.5953,81.4647,81.4647,84.5299,72.8967,74.1894
26,50.6642,50.6642,36.8457,49.8480,53.0758,80.2801,80.2801,82.6959,72.0102,73.3774
27,52.3588,52.3588,43.3820,52.1215,58.5422,79.2460,79.2460,81.2398,71.2736,72.8279
28,57.3849,57.3849,55.4857,56.7966,65.8871,78.4652,78.4652,80.3200,70.7565,72.5800
29,36.4696,36.4696,48.3652,35.9367,45.3060,77.0171,77.0171,79.2181,69.5558,71.6395
30,43.3591,43.3591,41.3704,44.7130,45.2895,75.8952,75.8952,77.9565,68.7278,70.7612
31,23.3866,23.3866,23.4920,20.4947,22.6343,74.2013,74.2013,76.1996,67.1718,69.2087
32,24.6941,24.6941,17.9841,21.0210,24.9016,72.6542,72.6542,74.3804,65.7296,67.8241
33,19.0116,19.0116,16.3198,17.9201,21.8974,71.0287,71.0287,72.6210,64.2809,66.4324
34,24.9775,24.9775,17.6764,18.6660,23.9929,69.6743,69.6743,71.0050,62.9392,65.1842
35,32.0167,32.0169,22.4483,27.4567,27.4567,68.5983,68.5983,69.6176,61.9255,64.1063
36,32.9758,32.9758,28.2309,32.3129,34.0344,67.6088,67.6088,68.4680,61.1029,63.2709
37,40.3313,40.3313,35.2909,40.1707,40.8068,66.8716,66.8716,67.5713,60.5372,62.6638
38,41.2392,41.2392,39.8832,40.5571,42.5177,66.1971,66.1971,66.8427,60.0114,62.1336
39,41.7701,41.7701,41.5829,40.9994,43.0278,65.5707,65.5707,66.1950,59.5239,61.6437
40,40.6428,40.6428,41.4367,40.2994,42.6375,64.9475,64.9475,65.5760,59.0433,61.1686
41,39.6439,39.6439,40.0438,39.3480,41.4741,64.3304,64.3304,64.9533,58.5629,60.6882
42,39.8948,39.8948,40.1376,39.7177,41.5568,63.7486,63.7486,64.3624,58.1142,60.2327
43,39.7368,39.7368,39.8033,39.5580,41.3129,63.1901,63.1901,63.7913,57.6827,59.7927
44,42.5821,42.5821,42.4864,42.4071,44.0805,62.7218,62.7218,63.3071,57.3355,59.4356
45,42.9104,42.9104,42.7746,42.7170,44.5969,62.2815,62.2815,62.8508,57.0106,59.1059
46,43.3012,43.5364,43.0912,43.0472,44.7794,61.8689,61.8740,62.4213,56.7071,58.7944
47,43.2964,43.4645,43.1385,43.1101,44.3513,61.4738,61.4823,62.0110,56.4178,58.4871
48,43.4447,43.5888,43.3538,43.2824,44.3533,61.0981,61.1096,61.6223,56.1441,58.1927
49,43.3638,43.5470,43.2419,43.1993,44.5038,60.7362,60.7511,61.2472,55.8799,57.9133
50,42.1174,42.4666,42.5607,41.5185,43.6664,60.3638,60.3854,60.8735,55.5927,57.6284
51,42.0947,42.1948,41.8556,42.0157,42.6283,60.0056,60.0288,60.5006,55.3265,57.3343
52,42.7701,42.5351,42.1447,42.5391,42.5391,59.6742,59.6923,60.1476,55.0806,57.0497
53,42.6766,42.3217,41.7539,42.2786,42.2786,59.3535,59.3646,59.8005,54.8390,56.7710
54,42.9554,42.3429,42.7645,42.2580,42.3132,59.0498,59.0494,59.4850,54.6061,56.5033
55,49.4930,50.9206,41.9747,48.0521,56.8332,58.8760,58.9016,59.1667,54.4869,56.5093
