Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
78,16.2689,15.8577,17.3280,18.4442,18.8593,20.0997,21.7561,21.8836,15.8244,17.8159,17.6069,18.8266,17.6004,18.6707,16.0594,18.1412,20.1086,20.4100,16.6182,18.3095,16.6246,18.2662,18.1622,19.4255,18.9199,21.0175,15.8770,17.9323,17.5482,18.7435,17.1124,18.3782,17.1821,18.3722
79,16.4748,15.8656,17.3377,18.4302,18.8744,20.0842,21.7714,21.8822,15.8276,17.7907,17.6157,18.8112,17.6098,18.6573,16.0704,18.1150,20.1216,20.4063,16.6305,18.2882,16.6365,18.2456,18.1729,19.4097,18.9333,20.9912,15.8855,17.9064,17.5572,18.7285,17.1237,18.3624,17.1929,18.3572
80,25.5331,15.9864,25.3912,18.5172,25.4408,20.1512,25.4614,21.9270,26.4495,17.8990,25.3474,18.8930,25.1615,18.7386,25.8471,18.2117,25.5741,20.4709,25.7691,18.3818,25.5360,18.3367,25.3640,19.4841,25.4101,21.0464,26.1939,18.0100,25.2517,18.8101,25.5851,18.4526,25.4682,18.4461
81,25.3920,16.1025,25.2498,18.6003,25.2991,20.2147,25.3195,21.9688,26.3021,18.0027,25.2062,18.9709,25.0213,18.8161,25.7031,18.3042,25.4317,20.5322,25.6255,18.4712,25.3937,18.4239,25.2227,19.5549,25.2686,21.0985,26.0480,18.1093,25.1110,18.8879,25.4425,18.5389,25.3263,18.5311
82,25.3932,16.2158,25.2498,18.6814,25.2991,20.2767,25.3195,22.0097,26.3021,18.1039,25.2062,19.0469,25.0213,18.8918,25.7031,18.3944,25.4317,20.5919,25.6255,18.5584,25.3937,18.5089,25.2227,19.6240,25.2686,21.1494,26.0480,18.2061,25.1110,18.9637,25.4425,18.6231,25.3263,18.6139
83,25.3604,16.3260,25.1567,18.7594,25.3554,20.3379,25.4336,22.0510,26.1375,18.2007,25.1631,19.1206,25.1994,18.9678,25.5477,18.4806,25.5268,20.6514,25.5195,18.6423,25.3255,18.5910,25.3046,19.6925,25.3401,21.1999,25.8360,18.2980,25.2312,19.0393,25.3632,18.7043,25.2739,18.6942
84,26.0102,16.4413,23.4727,18.8155,27.5721,20.4240,27.0503,22.1105,14.3737,18.1552,26.0612,19.2032,25.0966,19.0408,18.3321,18.4788,27.7991,20.7365,20.7303,18.6672,19.3021,18.5995,27.2367,19.7823,26.2752,21.2603,16.3998,18.2754,25.5867,19.1172,22.4791,18.7493,21.6124,18.7289
85,2.8521,16.2814,3.1324,18.6310,16.0200,20.3722,5.6108,21.9164,2.5232,17.9712,3.1547,19.0144,3.1330,18.8536,2.9623,18.2963,10.2625,20.6132,3.0866,18.4839,3.0296,18.4163,6.0403,19.6206,3.1058,21.0467,2.6850,18.0920,3.1069,18.9288,3.0988,18.5651,3.0997,18.5450
86,2.7067,16.1236,3.1157,18.4506,14.8401,20.3079,5.3619,21.7239,2.5314,17.7917,3.1436,18.8299,3.1182,18.6707,2.8148,18.1162,9.4780,20.4837,3.0521,18.3044,2.9922,18.2369,5.7060,19.4588,3.0945,20.8379,2.6625,17.9126,3.0983,18.7448,3.0845,18.3851,3.0838,18.3652
87,2.6538,15.9687,3.0957,18.2741,14.4864,20.2410,5.3415,21.5356,2.4656,17.6156,3.1318,18.6495,3.0869,18.4915,2.6722,17.9387,9.4470,20.3569,2.8332,18.1266,2.7542,18.0590,5.7381,19.3011,3.0819,20.6339,2.5441,17.7359,3.0738,18.5646,3.0457,18.2088,3.0011,18.1886
88,2.6393,15.8173,3.0997,18.1017,14.6552,20.1775,5.3979,21.3522,2.4769,17.4435,3.1472,18.4733,3.1111,18.3168,2.6412,17.7649,9.5727,20.2343,2.7875,17.9523,2.7183,17.8846,5.8378,19.1481,3.1115,20.4347,2.5361,17.5632,3.0935,18.3888,3.0068,18.0361,2.9656,18.0157
89,2.4703,15.6673,2.9990,17.9320,14.1776,20.1101,5.2222,21.1709,2.3965,17.2745,3.0450,18.2999,3.0100,18.1448,2.5554,17.5940,9.2609,20.1110,2.6970,17.7809,2.6300,17.7132,5.6477,18.9964,3.0104,20.2390,2.4537,17.3934,2.9930,18.2159,2.9091,17.8661,2.8692,17.8455
