Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
14,19.1124,15.3386,19.5331,17.3239,24.8049,20.6206,21.8076,22.5539,20.5667,17.4672,21.5038,17.9349,20.0053,17.5296,19.9849,17.3794,22.9815,20.7742,19.6807,17.2718,20.0054,17.3554,23.7115,19.5467,20.8049,21.0925,19.8836,17.3263,20.4835,17.7541,19.6283,17.2378,19.7508,17.4317
15,19.6114,15.6235,26.7373,17.9515,30.1540,21.2562,29.3824,23.0092,26.6684,18.0806,30.1528,18.7494,28.4624,18.2585,26.8664,18.0119,29.8940,21.3822,26.0147,17.8547,27.0073,17.9988,30.5768,20.2820,29.3467,21.6428,26.7666,17.9557,29.1349,18.5129,26.3213,17.8433,26.4224,18.0310
16,17.8080,15.7600,29.7183,18.6869,28.8953,21.7336,28.7153,23.3658,27.4447,18.6659,29.6033,19.4278,29.5781,18.9659,29.5942,18.7358,28.9666,21.8562,29.7323,18.5971,29.5130,18.7185,29.1469,20.8361,29.0846,22.1079,28.4556,18.6119,29.6236,19.2073,29.7538,18.5877,29.6716,18.7586
17,21.6461,16.1063,27.2347,19.1897,27.4756,22.0714,27.3235,23.5986,26.8674,19.1483,27.0114,19.8739,27.5650,19.4718,27.1402,19.2302,27.7096,22.2006,27.1071,19.0976,27.1175,19.2125,26.9795,21.1975,27.6517,22.4340,26.9879,19.1046,27.2368,19.6796,27.1628,19.0921,27.2470,19.2579
18,24.6109,16.5787,28.5420,19.7093,26.9004,22.3397,25.1544,23.6850,27.7976,19.6288,27.9231,20.3210,27.8755,19.9386,28.3132,19.7348,26.5311,22.4411,28.4154,19.6153,28.4675,19.7267,27.4274,21.5436,27.0380,22.6898,28.1936,19.6095,27.9661,20.1400,28.5813,19.6193,28.5907,19.7764
19,26.5232,17.1021,27.4670,20.1176,27.0207,22.5860,25.6617,23.7891,26.0918,19.9690,27.2647,20.6865,27.3771,20.3301,27.4173,20.1391,26.6180,22.6610,27.2266,20.0159,27.5539,20.1387,27.2576,21.8443,26.6992,22.9008,27.2583,20.0121,27.3692,20.5205,27.3289,20.0251,27.4702,20.1813
20,19.4506,17.2196,18.1917,20.0213,18.2104,22.3672,18.7169,23.5355,17.7466,19.8579,17.9977,20.5521,18.5039,20.2388,18.1803,20.0412,18.4445,22.4502,17.9674,19.9135,18.4834,20.0559,18.0922,21.6567,18.5703,22.6843,18.0839,19.9157,18.2810,20.4085,18.0567,19.9267,18.2955,20.0870
21,12.4262,16.9913,17.5628,19.9042,9.1772,21.7391,7.9960,22.7955,17.8303,19.7613,12.1144,20.1503,16.3592,20.0541,17.8673,19.9377,9.1772,21.8181,17.3898,19.7933,18.1939,19.9672,9.3420,21.0703,11.0741,22.1314,17.8093,19.8154,15.0860,20.1550,17.5745,19.8147,18.0249,19.9888
22,14.7712,16.8904,16.5803,19.7532,15.9124,21.4743,14.6616,22.4258,15.8264,19.5825,16.2024,19.9708,16.7765,19.9051,16.1615,19.7660,15.0049,21.5084,16.0169,19.6216,16.5734,19.8130,15.8959,20.8351,15.6347,21.8361,15.8937,19.6371,16.5092,19.9893,16.3544,19.6574,16.5684,19.8334
23,19.8583,17.0194,22.0845,19.8545,21.1095,21.4584,18.9637,22.2752,21.5442,19.6678,21.6601,20.0443,22.1492,20.0027,21.8112,19.8549,19.6867,21.4292,21.6593,19.7102,22.1281,19.9136,21.2497,20.8531,20.5387,21.7797,21.5973,19.7224,21.9325,20.0738,21.9164,19.7556,22.0951,19.9317
24,20.8984,17.1811,26.0918,20.1144,25.4191,21.6235,25.0627,22.3914,23.2220,19.8159,25.6639,20.2784,25.4865,20.2312,24.5828,20.0519,24.8151,21.5703,24.4464,19.9076,26.0458,20.1691,25.4885,21.0463,24.9819,21.9131,23.6232,19.8849,25.5848,20.3034,25.6934,20.0030,26.0735,20.1876
25,22.7317,17.4031,21.0846,20.1532,22.2528,21.6486,22.5015,22.3958,18.6088,19.7676,21.6910,20.3349,21.8255,20.2949,19.7879,20.0414,22.5948,21.6113,20.4140,19.9278,20.1319,20.1676,22.0416,21.0861,22.2264,21.9257,18.9925,19.8492,21.7724,20.3622,20.8074,20.0352,20.7487,20.2100
26,20.0837,17.5062,18.6282,20.0946,21.8937,21.6581,22.6372,22.4051,17.7885,19.6915,20.5842,20.3445,19.9192,20.2805,18.8541,19.9957,22.6624,21.6517,17.9500,19.8518,18.9128,20.1194,21.9170,21.1180,21.1192,21.8947,18.7269,19.8060,19.8981,20.3443,18.2356,19.9660,18.3256,20.1376
27,14.4701,17.3937,14.2442,19.8779,19.5332,21.5794,19.6591,22.3034,13.8174,19.4739,15.7572,20.1746,15.1405,20.0901,14.6036,19.7960,19.9310,21.5880,13.9538,19.6333,14.6480,19.9167,19.1099,21.0437,17.6463,21.7373,14.4678,19.6083,15.1498,20.1519,13.9801,19.7443,14.0799,19.9132
28,12.1667,17.2071,13.1682,19.6382,15.8972,21.3764,16.7344,22.1045,13.6946,19.2675,14.5623,19.9742,13.7480,19.8636,14.1209,19.5933,17.0151,21.4247,13.7454,19.4230,13.9611,19.7040,15.7750,20.8555,15.8468,21.5269,14.2221,19.4160,13.9460,19.9303,13.2165,19.5111,13.3858,19.6801
29,10.7313,16.9838,15.3437,19.4902,17.3350,21.2371,17.5849,21.9486,13.6805,19.0748,17.3070,19.8822,16.1270,19.7348,14.5366,19.4190,16.7029,21.2618,15.0973,19.2739,14.5843,19.5275,17.0465,20.7241,17.6159,21.3921,13.9770,19.2284,16.3496,19.8068,15.2066,19.3627,14.9282,19.5162
30,11.2366,16.7922,16.2168,19.3810,18.3255,21.1400,16.5823,21.7698,14.3498,18.9173,15.7338,19.7439,16.8359,19.6381,15.3583,19.2836,16.8316,21.1142,15.8365,19.1593,15.3983,19.3898,16.9165,20.5972,16.3008,21.2224,14.9873,19.0870,15.8494,19.6749,16.0161,19.2511,15.7527,19.3908
31,14.7003,16.7247,18.3895,19.3491,21.8392,21.1626,20.2604,21.7211,15.8156,18.8173,19.8136,19.7462,18.7789,19.6104,17.5471,19.2276,20.5944,21.0974,18.4064,19.1350,17.6045,19.3323,20.1826,20.5838,19.5087,21.1671,16.5110,19.0039,18.8290,19.6476,18.4220,19.2244,18.0701,19.3482
32,11.6992,16.5677,10.5117,19.0729,13.8759,20.9349,29.7694,21.9726,11.9564,18.6029,9.5732,19.4283,10.4365,19.3237,11.5707,18.9883,23.0898,21.1597,10.9516,18.8793,11.6425,19.0920,11.5238,20.3007,29.4141,21.4248,11.8543,18.7805,9.8989,19.3430,10.7111,18.9584,11.1581,19.0922
33,11.2857,16.4076,16.0057,18.9799,18.6196,20.8647,31.6435,22.2656,15.2832,18.5023,16.8978,19.3516,15.3014,19.2018,15.9607,18.8966,18.3574,21.0747,16.5053,18.8073,15.4154,18.9805,18.2518,20.2386,28.6293,21.6431,15.6799,18.6866,15.6613,19.2314,16.0297,18.8696,15.7630,18.9913
34,8.6265,16.1787,13.0924,18.8068,11.8675,20.6001,25.1912,22.3517,14.5548,18.3862,12.0736,19.1375,11.2903,18.9691,14.1119,18.7558,10.2526,20.7564,14.5899,18.6833,13.3247,18.8142,10.4496,19.9507,24.6729,21.7322,14.4474,18.5619,12.9305,19.0461,13.6544,18.7162,13.0450,18.8165
35,8.4854,15.9589,14.1694,18.6743,14.2042,20.4173,25.5832,22.4440,14.3843,18.2718,12.7483,18.9550,13.8671,18.8234,13.5531,18.6072,15.1437,20.5961,14.4604,18.5626,12.7473,18.6409,13.0800,19.7544,24.2809,21.8051,13.9567,18.4303,14.4240,18.9140,14.3038,18.5902,13.3963,18.6616
36,9.2811,15.7734,13.0693,18.5186,13.1239,20.2147,28.6610,22.6167,15.0031,18.1810,14.1524,18.8216,12.9299,18.6597,14.3047,18.4877,16.1757,20.4733,14.8375,18.4592,12.5413,18.4714,12.0569,19.5406,28.4848,21.9906,14.8614,18.3312,13.4139,18.7613,13.3588,18.4448,12.4715,18.4896
37,10.3476,15.6268,11.0297,18.3162,13.2401,20.0262,29.7152,22.8086,9.2547,17.9398,11.8118,18.6321,10.7988,18.4472,10.4500,18.2704,20.7573,20.4810,11.0689,18.2594,10.0286,18.2432,13.0335,19.3647,31.3099,22.2425,9.2752,18.0864,11.1117,18.5545,11.0608,18.2453,10.8198,18.2824
38,18.2110,15.6948,26.4277,18.5297,27.4079,20.2205,29.4009,22.9820,19.8332,17.9896,29.1628,18.9092,25.5828,18.6350,24.7150,18.4400,27.2350,20.6587,26.2565,18.4699,26.3525,18.4566,27.8430,19.5878,27.4277,22.3789,20.8564,18.1593,26.9895,18.7765,26.4599,18.4614,26.3736,18.4953
39,17.7722,15.7481,19.6624,18.5587,26.9706,20.3936,24.7501,23.0274,15.6210,17.9289,24.0607,19.0413,21.8410,18.7172,17.1261,18.4063,25.7003,20.7880,18.5806,18.4727,18.8516,18.4668,24.8366,19.7224,24.0363,22.4214,16.5762,18.1187,23.1798,18.8894,19.4739,18.4874,19.0999,18.5108
40,18.7998,15.8244,19.6624,18.5863,26.9706,20.5580,24.7501,23.0704,15.6210,17.8712,24.0607,19.1668,21.8410,18.7953,17.1261,18.3743,25.7003,20.9108,18.5806,18.4754,18.8516,18.4764,24.8366,19.8503,24.0363,22.4618,16.5762,18.0801,23.1798,18.9966,19.4739,18.5121,19.0999,18.5255
41,18.3522,15.8860,20.8689,18.6420,26.0325,20.6915,24.5691,23.1070,16.6421,17.8412,23.0881,19.2625,21.9859,18.8731,19.0070,18.3898,24.8823,21.0076,19.6450,18.5039,20.2779,18.5203,24.5892,19.9659,23.1175,22.4778,18.7103,18.0955,22.2162,19.0752,20.8401,18.5689,20.8172,18.5814
42,17.3413,15.9207,19.3504,18.6588,21.2544,20.7049,21.5293,23.0694,19.1969,17.8735,20.7193,19.2971,21.3329,18.9317,19.4200,18.4143,22.2298,21.0367,19.4218,18.5258,19.4329,18.5421,21.0234,19.9910,20.6504,22.4343,19.4164,18.1270,21.0452,19.1221,19.4346,18.5895,19.4447,18.6020
43,15.7278,15.9162,14.2145,18.5555,19.4917,20.6767,20.9255,23.0196,14.0370,17.7843,15.4710,19.2082,15.4139,18.8499,14.2747,18.3180,20.0709,21.0143,14.6164,18.4349,14.5126,18.4484,18.1794,19.9489,17.7198,22.3246,13.9946,18.0309,15.3282,19.0338,14.7238,18.4996,14.6556,18.5102
44,13.8294,15.8687,12.8199,18.4251,15.4515,20.5580,15.3065,22.8443,12.2237,17.6579,12.6875,19.0600,13.1067,18.7193,12.6835,18.1900,15.5840,20.8909,12.8689,18.3084,13.0662,18.3260,14.6957,19.8295,14.6497,22.1502,12.4312,17.9036,12.7025,18.8900,13.0084,18.3748,13.1828,18.3891
45,12.7159,15.7987,12.6170,18.2961,14.3096,20.4191,15.6856,22.6852,13.8279,17.5728,12.3776,18.9115,12.7772,18.5873,13.0813,18.0764,14.5418,20.7498,12.5673,18.1808,13.1901,18.2119,13.0753,19.6794,14.8003,21.9869,13.4647,17.8050,12.6031,18.7502,12.5933,18.2463,12.9073,18.2673
46,10.2529,15.6781,9.8444,18.1123,14.3597,20.2874,16.3169,22.5468,10.7169,17.4237,9.8375,18.7142,10.0129,18.4009,10.1699,17.9046,14.0583,20.6043,9.8072,17.9988,10.2135,18.0380,12.0410,19.5134,14.9740,21.8344,10.4411,17.6449,10.1392,18.5631,9.8296,18.0633,10.0060,18.0877
47,8.8975,15.5339,9.9239,17.9381,8.2084,20.0304,11.2880,22.3072,9.4803,17.2547,7.6283,18.4783,9.0546,18.2020,9.4657,17.7250,6.7065,20.3086,9.7506,17.8233,9.4054,17.8543,6.6741,19.2402,8.0045,21.5402,9.4104,17.4697,8.4621,18.3481,9.8965,17.8896,9.6907,17.9090
48,8.5264,15.3879,11.6577,17.8073,6.8671,19.7561,7.6784,22.0024,11.9623,17.1445,8.8502,18.2778,9.8623,18.0283,11.9159,17.6040,7.0180,20.0317,11.7500,17.6967,11.7674,17.7275,6.5674,18.9762,7.4152,21.2459,11.9443,17.3546,9.5952,18.1658,11.7125,17.7609,11.8064,17.7819
49,6.9102,15.2149,11.4104,17.6767,8.5465,19.5274,14.1648,21.8425,13.8031,17.0763,11.6249,18.1420,11.2874,17.8907,13.5426,17.5211,10.4609,19.8364,13.2556,17.6061,12.7457,17.6259,8.5912,18.7642,12.5595,21.0686,13.8271,17.2826,11.3102,18.0259,12.0351,17.6440,11.9387,17.6627
50,11.0911,15.1324,12.0337,17.5638,10.2999,19.3428,18.2768,21.7712,12.1524,16.9778,11.0965,18.0011,10.8408,17.7497,12.0445,17.4116,16.6110,19.7719,12.0648,17.4953,12.0325,17.5140,12.9195,18.6473,17.6090,20.9994,12.0660,17.1782,10.7670,17.8807,12.0409,17.5320,12.0321,17.5500
51,11.3885,15.0590,14.3962,17.5017,15.4792,19.2671,15.2785,21.6439,14.4230,16.9277,13.5928,17.9146,13.5769,17.6679,14.4306,17.3531,16.9686,19.7169,14.4350,17.4353,14.4103,17.4531,14.9645,18.5751,16.9338,20.9197,14.4511,17.1248,13.5017,17.7948,14.4013,17.4706,14.4015,17.4883
52,12.1812,15.0036,17.0469,17.4930,18.2612,19.2477,19.5122,21.6029,18.1249,16.9507,19.7249,17.9494,16.5972,17.6473,16.7016,17.3406,19.2605,19.7081,17.5061,17.4366,16.5575,17.4359,18.0858,18.5657,20.7864,20.9171,17.3038,17.1282,18.1683,17.8020,17.2622,17.4666,16.9234,17.4774
53,12.4409,14.9553,18.8161,17.5180,25.9337,19.3739,27.6258,21.7165,19.0414,16.9902,19.7547,17.9835,18.6742,17.6667,18.5140,17.3627,26.2817,19.8322,18.9718,17.4656,18.3344,17.4529,25.4316,18.6953,25.5540,21.0046,18.8194,17.1601,19.1761,17.8279,18.9333,17.4942,18.5589,17.4978
54,14.1655,14.9406,17.0294,17.5089,20.5679,19.3960,21.4818,21.7122,18.1392,17.0115,17.3325,17.9714,19.4200,17.6992,16.9282,17.3547,20.4936,19.8444,16.9578,17.4562,17.1359,17.4470,20.3293,18.7255,22.5327,21.0329,17.6578,17.1693,18.4053,17.8386,17.0056,17.4852,17.0323,17.4892
55,18.6030,15.0072,23.6551,17.6207,26.8168,19.5309,28.5352,21.8362,23.3738,17.1271,23.4779,18.0716,22.9233,17.7942,24.1064,17.4774,27.6761,19.9868,24.2916,17.5805,24.0674,17.5674,27.6098,18.8871,28.5170,21.1690,23.9500,17.2926,23.2823,17.9376,23.9823,17.6033,23.8997,17.6058
56,20.2386,15.1007,24.0314,17.7351,25.6011,19.6393,25.5375,21.9023,21.0990,17.1981,24.1568,18.1802,24.1761,17.9081,23.8627,17.5915,25.5372,20.0859,23.7918,17.6914,24.0889,17.6838,24.9891,18.9960,25.5828,21.2478,21.3865,17.3657,22.5517,18.0200,23.9525,17.7167,24.0729,17.7213
57,18.1899,15.1549,25.4216,17.8700,25.3704,19.7399,26.9746,21.9913,25.1741,17.3380,24.7013,18.2946,25.4347,18.0402,25.3172,17.7270,26.1967,20.1931,25.5238,17.8288,25.5331,17.8215,24.6396,19.0950,25.3037,21.3190,25.0194,17.5000,25.3936,18.1494,25.6418,17.8557,25.3097,17.8544
58,14.0775,15.1363,19.2438,17.8937,19.5183,19.7360,20.3007,21.9622,19.0144,17.3669,19.0860,18.3083,19.6505,18.0679,19.2371,17.7530,19.2655,20.1771,19.4269,17.8564,19.4304,17.8493,19.5318,19.1026,19.3377,21.2848,19.1778,17.5289,19.6396,18.1751,19.3498,17.8815,19.1519,17.8768
59,13.3865,15.1066,18.0588,17.8965,19.9231,19.7392,19.5394,21.9211,20.2472,17.4157,19.6738,18.3314,19.5096,18.0924,19.7688,17.7872,19.8172,20.1710,19.2946,17.8807,18.3647,17.8580,19.8976,19.1160,19.5397,21.2552,20.0597,17.5718,19.2353,18.1930,18.1341,17.8858,18.1654,17.8817
60,12.0722,15.0560,13.4913,17.8231,16.5423,19.6859,15.2309,21.8096,13.3343,17.3477,14.3026,18.2643,14.3409,18.0298,13.3210,17.7128,14.8425,20.0822,11.7781,17.7790,13.1803,17.7801,15.1692,19.0503,14.2031,21.1377,13.8083,17.5091,14.5648,18.1326,12.3295,17.7932,12.9860,17.8001
61,14.8458,15.0526,17.1318,17.8117,21.4657,19.7151,20.8942,21.7946,15.5017,17.3174,17.7109,18.2552,18.8885,18.0439,15.8194,17.6817,20.5676,20.0902,16.3529,17.7556,16.4079,17.7576,18.1686,19.0358,18.3351,21.0918,15.4362,17.4751,18.1478,18.1328,16.7968,17.7768,16.8101,17.7838
62,17.3668,15.0899,22.3761,17.8853,23.8759,19.7822,23.1368,21.8162,20.0584,17.3616,22.2539,18.3197,23.3519,18.1295,20.7742,17.7316,23.5135,20.1454,22.0415,17.8248,21.0489,17.8106,21.7171,19.0791,21.9000,21.1048,20.1887,17.5189,23.1188,18.2132,22.1765,17.8478,21.9660,17.8513
63,17.8787,15.1342,22.4633,17.9580,23.9353,19.8481,23.2835,21.8395,20.1392,17.4057,22.3440,18.3836,23.4538,18.2140,20.8721,17.7815,23.6894,20.2017,22.1398,17.8933,21.1475,17.8636,21.8229,19.1226,22.0108,21.1192,20.2687,17.5625,23.2215,18.2927,22.2636,17.9179,22.0807,17.9184
64,19.1692,15.1972,22.2737,18.0254,24.1124,19.9148,22.7512,21.8538,20.4289,17.4530,22.5031,18.4479,22.4339,18.2800,21.2904,17.8363,22.2960,20.2344,21.8977,17.9558,21.4188,17.9192,22.1187,19.1694,20.6607,21.1120,20.8079,17.6132,22.5837,18.3598,22.1188,17.9835,21.7307,17.9780
65,20.4461,15.2780,21.3342,18.0763,25.9100,20.0070,25.1763,21.9049,18.8398,17.4743,19.8674,18.4698,19.9672,18.3059,19.1714,17.8568,23.7433,20.2884,19.5364,17.9802,19.7466,17.9473,22.2361,19.2166,22.0865,21.1270,18.9364,17.6336,19.9891,18.3848,20.7768,18.0265,21.1384,18.0266
66,20.2401,15.3532,21.5359,18.1288,23.6115,20.0616,20.7690,21.8877,19.0979,17.4989,21.9268,18.5222,22.2481,18.3657,19.5867,17.8830,19.9143,20.2827,21.1741,18.0285,20.4034,17.9845,20.9828,19.2434,19.7534,21.1062,19.1772,17.6570,21.9283,18.4385,21.3617,18.0770,21.0467,18.0724
67,23.0630,15.4682,22.8643,18.1994,20.0567,20.0615,20.8712,21.8725,21.8816,17.5643,25.2909,18.6232,24.3073,18.4543,22.8629,17.9574,20.4747,20.2856,23.2345,18.1062,23.3071,18.0639,23.4747,19.3065,20.7691,21.1012,22.0879,17.7231,24.7607,18.5329,22.6803,18.1457,22.5230,18.1388
68,24.1987,15.5966,35.1465,18.4487,35.0648,20.2822,34.7281,22.0615,34.8879,17.8191,35.2105,18.8671,35.1460,18.6998,34.9799,18.2077,35.0970,20.5034,35.1208,18.3565,34.9338,18.3120,35.1725,19.5398,34.8540,21.3034,34.9253,17.9761,35.2091,18.7781,35.1311,18.3955,35.0617,18.3877
69,18.7955,15.6430,19.6160,18.4656,18.3068,20.2535,18.9880,22.0170,20.8796,17.8634,19.2314,18.8724,19.3780,18.7096,19.8454,18.2314,18.8580,20.4795,19.7410,18.3765,19.8746,18.3347,18.7955,19.5291,19.0594,21.2709,20.0541,18.0062,19.3693,18.7867,19.6722,18.4140,19.7178,18.4069
70,19.3739,15.6963,20.5407,18.4952,18.7990,20.2328,19.7897,21.9852,21.7432,17.9188,20.1222,18.8903,20.2174,18.7312,20.7819,18.2679,19.5781,20.4667,20.6366,18.4088,20.8180,18.3701,19.5678,19.5296,19.8490,21.2506,20.9674,18.0485,20.2467,18.8076,20.5966,18.4452,20.6519,18.4390
71,20.1633,15.7592,20.3946,18.5220,18.6802,20.2109,19.6754,21.9527,21.5106,17.9694,19.9643,18.9054,20.0649,18.7500,20.6598,18.3015,19.4595,20.4525,20.4916,18.4381,20.6734,18.4026,19.3955,19.5277,19.7126,21.2289,20.7786,18.0870,20.0890,18.8256,20.4487,18.4734,20.5021,18.4681
72,17.0711,15.7774,17.2075,18.5037,15.5231,20.1458,16.6073,21.8784,17.0922,17.9573,16.8558,18.8769,17.0854,18.7268,17.2160,18.2865,16.3466,20.3954,17.0711,18.4192,17.3004,18.3873,16.3303,19.4833,16.8035,21.1675,17.1890,18.0745,17.0355,18.8007,17.1763,18.4554,17.2600,18.4513
73,18.4812,15.8145,19.7935,18.5214,21.6608,20.1665,24.1560,21.9096,18.6334,17.9665,20.3677,18.8973,20.3359,18.7489,18.6029,18.2908,22.7942,20.4283,18.6117,18.4218,18.6187,18.3904,20.8846,19.5025,21.4915,21.1719,18.7052,18.0831,20.3273,18.8216,19.2291,18.4660,19.2716,18.4625
74,17.1185,15.8321,16.2867,18.4912,18.4399,20.1432,20.2979,21.8878,14.6218,17.9213,17.0169,18.8719,16.4507,18.7178,14.8539,18.2444,19.1816,20.4115,15.7012,18.3850,15.2523,18.3480,17.4894,19.4753,17.5821,21.1234,14.6981,18.0374,16.6423,18.7922,16.0521,18.4334,15.8738,18.4275
75,16.2786,15.8380,16.3998,18.4633,18.5821,20.1224,20.4184,21.8682,14.6127,17.8772,17.1035,18.8483,16.5351,18.6887,14.9160,18.2000,19.2957,20.3966,15.7976,18.3505,15.3667,18.3083,17.5942,19.4502,17.7186,21.0780,14.7038,17.9929,16.7322,18.7647,16.1747,18.4033,16.0220,18.3955
76,16.3820,15.8452,19.2414,18.4735,20.8787,20.1323,23.2934,21.8870,17.2011,17.8683,19.6330,18.8587,19.4601,18.6989,17.8988,18.1960,22.0160,20.4179,18.6139,18.3540,18.3959,18.3094,20.0988,19.4588,20.6790,21.0727,17.4989,17.9864,19.5451,18.7750,19.0323,18.4115,19.0035,18.4035
77,16.3999,15.8524,17.3280,18.4587,18.8593,20.1158,21.7561,21.8853,15.8244,17.8418,17.6069,18.8424,17.6004,18.6846,16.0594,18.1683,20.1086,20.4139,16.6182,18.3315,16.6246,18.2876,18.1622,19.4419,18.9199,21.0448,15.8770,17.9590,17.5482,18.7591,17.1124,18.3947,17.1821,18.3876
