Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
146,23.4113,20.3458,24.0490,26.7740
147,21.9880,20.4071,21.1106,23.3032
148,17.8351,17.2987,17.6231,20.2410
149,17.0200,16.9568,16.9368,17.3751
150,16.8995,16.8272,16.8038,17.1941
151,16.6884,16.9077,16.6339,17.5249
152,16.6747,16.8975,16.6455,17.4509
153,16.6648,16.7500,16.5805,17.5632
154,16.6536,16.8347,16.5359,17.5282
155,16.1868,14.9593,15.6067,17.1418
156,17.9358,16.5207,16.8525,20.2138
157,13.6553,14.0730,13.1498,16.7653
158,12.7073,13.7428,12.5648,14.1599
159,11.3157,11.6774,11.0109,12.4161
160,12.5127,12.1699,11.7608,12.3066
161,12.8644,12.2434,12.0695,12.4831
162,13.0532,12.4614,12.1515,12.8948
163,13.3082,12.7361,12.4161,13.0351
164,11.9437,12.3030,11.8014,12.3720
165,15.0548,12.8196,12.9236,15.0847
166,16.7019,11.3293,13.4655,14.1124
167,13.8973,9.4163,11.1167,12.8884
168,15.6875,9.4719,11.6042,11.8792
169,17.4911,10.7869,13.6005,12.9830
170,17.0852,10.0336,13.1259,13.0669
171,18.5108,11.7990,14.7205,14.4275
172,19.4242,12.2100,15.3774,16.3478
173,19.9858,12.6835,15.8866,17.7643
174,22.2234,16.7163,19.1505,21.3491
175,23.4165,17.7385,23.4184,22.2411
176,22.4565,21.7256,22.4567,25.2765
177,23.4563,23.0587,23.4563,25.0804
178,26.7539,26.4865,26.6454,27.4768
179,29.5018,28.6433,29.1797,29.9673
180,26.0957,21.8946,26.1615,29.6453
181,15.1069,14.3478,15.1413,25.5689
182,15.8396,14.4171,15.7284,22.3693
183,21.1130,16.9961,20.8845,25.0264
184,21.2789,17.0939,21.0563,23.6442
185,21.5404,17.2577,21.2660,23.1255
186,21.6059,17.2751,21.3211,22.9268
187,24.7037,20.9394,24.4598,25.7160
188,26.3850,22.7402,26.1488,27.2895
189,26.3850,22.7402,26.4971,27.2332
190,27.6284,24.0061,27.7383,28.4436
191,27.6284,24.0061,27.7383,28.4297
192,28.0281,24.4056,28.1203,28.7946
193,29.3750,25.6353,29.3099,29.9230
194,29.7057,25.9332,29.6907,30.1334
195,30.1585,26.3646,30.1788,30.4364
196,30.5923,27.1764,30.8187,30.7237
197,30.5509,27.5208,30.4798,30.2405
198,32.7253,32.7645,32.5782,31.2586
199,33.8330,33.3128,33.8668,33.2652
200,34.4671,30.1030,34.3939,33.9382
201,34.9574,29.5722,33.9797,33.9743
202,35.4336,29.8683,34.9877,34.4287
203,38.4412,37.6484,38.3858,36.2954
204,51.3423,49.3379,51.0028,38.2068
205,44.2390,42.0075,43.6130,40.3961
206,33.9425,28.5693,34.5513,37.9620
207,46.8709,36.7268,52.4260,38.2044
208,49.4101,41.3203,43.9381,40.8073
209,60.2661,57.5133,60.4712,28.9839
210,54.2899,53.1361,54.3885,26.7460
211,57.6634,57.3258,57.9296,29.5704
212,48.9817,46.2818,48.8721,37.7814
213,40.1549,39.6591,39.9784,45.3718
214,49.7269,48.7562,49.8477,50.3598
215,30.3776,29.3439,30.2884,37.5909
216,21.8521,21.8392,21.8480,25.2862
217,18.9379,17.9934,18.9278,18.4682
218,20.2955,20.2955,20.2954,20.3453
1,32.7918,32.6190,32.7918,32.9107
2,33.2327,33.4964,33.2327,33.6313
3,33.2006,33.4321,33.2006,33.6669
4,33.2327,33.4964,33.2327,33.7251
5,34.7697,33.5331,34.7697,33.8267
6,32.1554,32.4499,32.1554,32.5889
1,24.6692,24.5879,24.6692,24.7247
2,24.5173,24.0988,24.5173,24.6370
3,24.0980,24.4802,24.0980,24.5289
4,24.5639,23.6870,24.5639,24.6248
5,24.9537,24.1105,24.9537,25.2508
6,24.9537,24.1105,24.9537,25.4115
7,24.3991,24.5949,24.3991,24.9661
8,24.9459,24.6793,24.9459,24.7100
9,24.9459,24.6793,24.9459,24.8064
10,24.8452,24.9885,24.8452,25.0436
11,24.7655,24.8243,24.7655,25.1121
12,26.0047,26.0548,26.0047,25.2934
13,26.5892,26.0953,26.5892,25.4650
14,26.4048,26.0058,26.4048,25.6339
15,26.2735,25.9771,26.2735,25.9761
16,58.5247,57.9122,58.5247,15.4979
17,58.5247,57.9122,58.5247,24.7492
18,58.5247,57.9122,58.5247,33.2309
1,54.0639,51.5874,53.0308,52.0972
2,54.0639,52.9923,53.7389,52.2627
3,55.6183,54.5457,55.3083,54.0031
4,56.4609,55.4704,56.1566,55.1392
5,56.3350,55.7188,56.1782,55.2527
6,56.3759,56.0203,56.2338,55.7432
7,57.4628,54.7440,57.3390,55.1991
8,50.7625,50.1033,50.6598,49.2729
9,48.1071,48.5780,47.9520,47.0650
10,40.7068,38.7653,40.3738,42.3687
11,37.1104,37.7972,37.1099,43.1395
12,34.0035,34.0838,34.0025,39.2857
13,23.2962,22.7873,23.2962,33.7344
14,28.5220,25.9350,28.5195,26.1871
15,29.1334,27.8052,29.1330,22.5471
16,22.7191,22.4498,22.7156,21.7432
17,22.7560,21.8042,22.7501,20.8420
18,22.9994,22.2448,22.9952,23.2803
19,23.5986,24.4594,23.5906,23.3489
20,22.7951,23.4262,22.7929,24.4173
21,22.8140,23.1748,22.8113,25.4175
22,19.3666,19.1083,19.3683,23.9311
23,19.5876,18.9591,19.5895,23.4143
24,19.2684,18.5587,19.2678,22.7990
25,30.6834,30.8699,30.6798,32.4287
26,32.3883,32.2737,32.3879,31.6930
27,29.5772,29.7272,29.6130,30.5704
28,28.2672,28.8411,28.2887,30.4237
29,29.1790,29.9645,29.2267,30.1511
30,31.7013,32.7490,31.7341,31.1529
31,37.3525,37.6327,37.3929,32.2115
32,36.2717,36.0975,36.3023,33.9763
33,33.2101,32.1824,33.2267,33.1192
34,32.1848,32.7612,32.1887,32.4460
35,43.2552,42.0386,43.1964,31.7419
36,35.8375,36.9156,35.4770,33.2656
37,42.9848,39.0739,43.3880,35.0030
38,37.3167,37.1460,36.7122,37.7914
39,42.4737,42.0271,42.5262,43.0263
40,60.2242,59.2274,59.6425,49.6478
41,70.0844,68.9611,70.0780,59.1074
42,80.7027,70.4361,80.5387,71.4951
43,84.2764,74.5561,84.1219,80.2182
44,81.8082,72.0336,81.9501,85.2143
45,79.2267,66.2058,79.9883,82.6457
46,68.7901,60.0964,69.6511,71.5911
47,64.9796,57.8169,65.4673,70.2478
48,65.1582,57.8310,65.6691,68.9536
49,65.8261,57.9198,66.3375,68.3119
50,70.8007,62.3178,71.5924,68.6032
51,51.2161,47.4679,50.2784,53.4401
52,52.1342,47.6400,51.3195,51.5303
53,54.1855,49.5585,53.3051,51.0651
54,60.0356,55.2360,59.1138,52.7641
55,59.6343,52.9863,58.9027,51.3651
56,49.6976,45.0793,49.4178,46.9499
57,51.9516,47.9113,52.2822,49.1526
58,51.7293,47.6966,52.0126,49.6839
59,48.8216,44.8913,49.1265,46.9786
60,48.2018,41.7588,49.1121,46.8396
61,39.4312,32.7103,41.1933,42.8691
62,42.2375,31.7039,42.5926,41.7431
63,40.1959,33.9033,39.9931,38.9480
64,36.5448,30.9251,36.3217,36.6105
65,28.7460,24.3016,28.5940,28.8182
66,27.0278,26.5662,26.9888,26.7374
67,24.8188,23.7636,25.2025,24.0451
68,17.4517,16.6047,19.1356,20.2568
69,18.3154,14.2814,19.4447,17.6076
70,14.7525,12.8696,15.8431,14.4757
71,13.1084,10.5443,14.3824,13.2697
72,13.2264,11.1787,14.6285,13.3865
73,13.3604,11.2959,14.7677,14.1121
74,13.3481,11.4200,14.7163,13.8058
75,14.8765,15.2381,15.6788,14.9213
76,15.4024,15.8616,16.1753,14.8996
77,16.5721,16.3530,16.6777,14.8511
78,15.2827,14.9313,16.4788,14.6392
79,15.1752,15.1836,16.5366,14.8121
80,15.0506,14.8059,16.7373,14.9738
81,14.5103,14.0879,16.4542,14.6025
82,14.4975,13.9819,16.4414,14.2294
83,14.9942,13.7246,17.2993,14.8007
84,14.9421,14.4877,17.3733,15.6746
85,14.7975,14.2850,17.3549,16.4978
86,15.0486,14.8712,17.5414,18.5223
87,15.9656,15.6224,18.6246,19.9627
88,16.7066,15.8357,19.3700,19.2603
89,18.3372,16.5470,21.3023,19.7658
90,15.2552,14.0739,18.2058,16.2488
91,13.5894,11.5553,17.3641,13.0819
92,12.5923,13.6275,13.7152,11.4828
93,13.5562,12.3185,12.2063,11.5985
94,16.4318,16.1871,15.1479,16.4093
95,18.3938,18.0514,17.7918,18.2805
96,22.9089,23.3022,24.2281,23.8129
97,23.5109,23.7746,25.1530,26.9060
98,30.1351,27.8168,32.1238,35.4529
99,17.5774,15.0742,15.9999,25.9790
100,16.6471,11.7057,13.6026,19.1443
101,19.7635,11.0635,19.6905,16.6033
102,27.2975,16.0875,27.1720,21.4940
103,24.0622,23.6150,23.9118,25.9828
104,27.4486,26.7525,27.2967,28.5271
105,26.9468,25.1632,26.7902,27.7727
106,25.9022,24.1471,26.0139,25.4123
107,27.0094,25.3916,27.2350,25.7448
108,26.7506,25.1548,26.8046,25.0898
109,27.3646,26.7193,27.2153,26.2375
110,28.3465,27.4205,27.9936,27.9152
111,29.3694,28.4718,29.0437,28.7798
112,29.9634,28.9770,29.5792,29.0857
113,29.9846,28.9947,29.5978,29.3042
114,29.2781,28.3445,29.0789,28.8975
115,29.2198,28.2894,29.0831,28.8806
116,29.2876,28.3005,29.3420,28.9727
117,29.4795,28.4760,29.1448,29.1368
118,29.5481,28.5049,29.2004,29.1149
119,29.4549,28.4210,29.1159,29.0989
120,29.4502,28.4191,29.1106,29.0931
121,29.4529,28.4394,29.1151,29.1315
122,29.9491,28.6069,29.5519,29.2265
123,29.9448,28.6044,29.5497,29.3125
124,29.9474,28.5938,29.5527,29.4286
125,30.1848,28.7571,29.8253,29.7853
126,30.5658,28.1239,30.3253,31.3492
127,30.5854,28.9543,29.2358,30.9062
128,31.6611,30.8950,30.8679,31.9353
129,32.0944,30.4201,31.7245,33.0796
130,30.7677,29.4890,30.8858,34.4461
131,36.8434,30.0886,36.5331,39.5587
132,48.1286,41.7733,44.2631,41.1568
133,32.9395,31.8177,33.8459,39.0095
134,33.9184,33.1441,34.7114,38.3051
135,30.5652,29.0379,30.7356,33.9997
136,27.2725,27.1460,27.3341,31.1808
137,30.5502,30.5414,30.5643,30.1589
138,30.0062,29.3827,29.7078,28.6766
139,36.1312,32.9254,35.7418,30.7447
140,39.7301,36.9610,39.5161,34.0331
141,39.9935,37.9327,39.7677,36.6212
142,33.9834,32.3721,34.1670,37.0850
143,34.4213,32.5434,34.6120,36.8382
144,34.2905,32.4197,34.4806,35.5846
145,32.6507,30.7123,32.7296,32.9522
146,32.3044,30.6011,32.3517,32.1559
147,34.8356,32.1550,35.2274,32.6079
148,38.6825,36.2712,39.1159,34.2088
149,38.7055,36.1582,39.0310,35.6772
150,38.5612,35.8829,38.7139,36.8836
151,38.3844,34.0687,37.6888,37.3910
152,36.4158,30.3283,33.0429,35.8233
153,33.6765,28.3786,32.0304,33.5544
154,33.4826,27.8690,31.3095,32.8248
155,34.0330,29.9467,33.0403,32.1026
156,31.2183,27.7133,28.7413,31.1925
157,27.7232,24.9902,27.7147,29.9939
158,26.1711,23.6289,26.2152,28.7328
159,26.0970,23.7530,26.3118,27.8067
160,26.5712,23.7684,26.5516,26.8874
161,27.8351,26.8100,28.7412,25.8865
162,23.9278,21.6894,22.2102,22.8423
163,21.8120,21.8732,22.0382,21.0679
164,21.7422,23.5264,22.1222,20.5661
165,22.1124,23.9683,22.6106,20.9610
166,22.3964,23.5328,22.8309,22.3574
167,22.6562,23.6404,22.8479,22.4826
168,21.7273,21.1998,21.4641,21.8711
169,21.1990,20.1728,20.2222,21.5923
170,21.1172,20.0363,20.3477,21.0452
171,20.6219,20.9117,19.6986,20.5469
172,19.3225,20.8617,19.2642,18.9359
173,18.9612,20.7982,17.9563,18.5909
174,26.1851,27.1862,26.1209,18.4129
175,24.1528,26.0391,26.3462,20.0469
176,24.5224,26.9114,26.8892,22.3878
177,19.6802,20.3752,21.4938,22.2957
178,21.1276,23.3044,22.0777,22.1270
179,24.4468,26.4025,24.5749,19.4971
180,27.6499,28.4364,28.5789,20.6256
181,23.8508,26.5535,29.3403,28.7696
182,37.3491,34.5748,41.8542,37.2665
183,39.7093,39.2389,41.4702,40.5255
184,39.1090,33.6864,36.6184,42.1794
185,46.5284,37.8143,44.5247,42.9649
186,30.4694,28.9018,29.4991,38.3771
187,28.7504,29.7922,29.6938,34.5530
188,40.9464,41.0762,42.2199,44.8547
189,41.4341,40.9800,42.6148,43.6561
190,55.7178,51.7469,54.9047,55.4052
191,57.3331,51.8521,56.2110,56.9661
192,44.5007,52.4485,54.8339,54.0459
193,50.1985,51.0585,55.1366,55.3251
194,56.4273,50.2228,57.7364,56.2984
195,50.0880,44.8542,57.2716,56.0583
196,46.1118,50.3719,61.0891,57.8467
197,74.4727,78.6587,80.4968,62.6749
198,88.0350,90.4778,91.0225,78.6714
199,91.4209,92.3789,93.7080,81.3804
200,77.6915,44.4705,62.6564,76.9500
201,80.2972,46.9987,65.2218,79.5266
202,83.2339,52.0698,69.5535,77.0950
203,58.4723,41.1804,49.9232,52.4393
204,58.7823,41.3279,46.0556,51.7852
205,55.7661,40.7942,45.1598,50.2705
206,59.1549,58.3929,58.6392,51.3939
207,28.3738,24.6497,24.2017,40.4661
208,26.5339,23.7791,24.2178,29.0504
209,25.0210,22.8164,20.3689,23.3177
210,24.8119,23.0190,20.5582,22.2929
211,27.0225,25.2820,22.8446,24.0466
212,27.1801,24.8872,22.3359,24.1903
213,26.4280,25.4130,22.8706,23.8366
214,26.6468,25.4670,22.6406,23.7749
215,26.7810,25.1821,22.3167,23.3814
216,25.4160,25.0006,22.7138,23.1388
217,25.2922,25.1855,22.8838,22.9175
218,25.5457,25.2964,22.9751,23.2355
219,26.1333,25.4612,23.3556,23.6465
220,27.0913,27.1175,24.9170,25.3244
221,26.9102,26.4276,24.3301,25.6182
222,25.5911,26.0245,24.0777,26.8533
223,26.1285,27.0986,26.9010,27.8976
224,27.4657,29.1010,28.3499,29.6622
225,27.4181,29.7100,28.7725,31.5211
226,27.4230,27.8538,25.4322,32.7456
227,23.8916,41.0571,43.7319,32.9615
228,39.6967,47.5462,47.7385,40.5196
229,77.0146,70.4228,74.4025,75.5002
230,86.4451,86.0884,86.4532,74.8415
231,73.0880,72.9768,73.0580,67.5315
232,73.7705,73.6290,73.7651,68.7700
233,74.0585,73.8965,74.0514,70.7394
234,74.3963,74.3409,74.4020,74.2446
235,74.7853,74.7681,74.7984,74.8556
236,70.0031,69.4098,70.0313,74.3336
237,70.5528,69.6034,70.5382,72.8976
238,70.8347,70.0527,70.8399,71.9189
239,42.4403,20.6553,37.7355,59.3558
240,18.4525,18.8279,18.8302,37.5335
241,18.5233,18.2682,18.5256,25.4216
242,18.6528,18.5508,18.6548,14.5253
243,20.1569,19.8740,20.1647,17.7782
244,19.9703,19.3094,20.0158,21.1281
245,24.3600,23.9897,24.2591,24.9232
246,24.5161,24.2808,24.4107,25.0174
247,24.4593,24.0889,24.2792,24.8712
248,25.5965,25.2537,25.4174,26.0080
249,27.1740,26.8901,26.9647,27.2297
250,2.9788,1.0954,2.8321,11.2329
251,4.2732,3.6187,4.2230,9.2494
