Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
1,42.1521,40.4216,42.1409,42.4489
2,41.6534,39.9772,41.6423,41.9440
3,41.2640,39.5880,41.2531,41.5547
4,41.2640,39.5880,41.2531,41.5299
5,41.9436,39.2341,41.9797,42.0493
6,43.2768,41.0329,43.4256,42.0914
7,45.7603,43.6673,45.8535,40.1241
8,45.3243,42.3032,45.3952,41.0550
9,45.3673,45.1993,45.4882,42.8197
10,40.7969,40.9355,40.7334,43.0834
11,32.7816,31.0614,32.7821,41.1499
12,39.3997,38.4309,39.3997,47.0258
13,36.5316,35.2864,36.5316,45.0945
14,36.1943,36.8546,36.1943,47.3241
15,35.5157,35.5236,35.5157,42.7077
16,38.6844,38.4463,38.6844,39.8881
17,29.5537,29.5828,29.5537,31.8953
18,26.0028,24.5319,26.0028,27.4624
19,24.0794,22.3481,24.0794,26.5440
20,22.7433,19.6391,22.7433,26.0861
21,23.8548,20.8274,23.8548,25.8964
22,25.0701,21.8817,25.0701,26.2050
23,26.1736,22.6600,26.1736,26.4529
24,20.2919,19.2857,20.2919,23.8534
25,22.9222,20.6832,22.9222,22.9513
26,19.6330,19.3208,19.6330,21.1407
27,19.5218,19.7479,19.5218,19.5624
28,19.9827,20.1106,19.9827,19.6856
29,19.0303,19.1394,19.0303,19.5176
30,19.1274,19.1905,19.1274,19.5910
31,18.8194,19.0153,18.8194,19.4458
32,19.3189,19.4671,19.3189,19.7383
33,19.6889,19.8991,19.6889,20.1343
34,19.3120,18.5407,19.3120,18.9424
35,21.2798,19.2226,21.2798,18.6785
36,25.4594,20.7905,25.4594,20.3739
37,21.8209,19.9892,21.8209,22.0728
38,21.4266,21.4806,21.4266,23.3082
39,22.1320,22.3148,22.1873,22.9408
40,21.5832,21.3978,22.0004,23.0204
41,21.8306,21.6238,22.3072,23.0315
42,21.5840,21.3068,21.9806,22.5873
43,24.0887,24.4721,24.2072,23.8560
44,21.9848,22.3932,22.2184,22.7538
45,19.4722,19.9765,19.4893,19.9450
46,25.7049,23.9908,24.3074,21.3913
47,21.1523,20.8139,21.2288,21.0138
48,24.4248,24.3556,24.3972,23.9873
49,28.1720,28.1210,28.1720,27.9409
50,26.5468,26.4182,26.5468,27.5229
51,24.2829,23.9503,24.2829,24.4139
52,24.0689,23.7146,24.0970,24.2142
53,23.8766,23.5347,23.9059,24.3423
54,21.7504,21.3803,21.7781,22.3059
55,21.1900,20.7866,21.2176,21.4114
56,19.0773,18.6229,19.1143,19.5891
57,18.6631,18.0145,18.7134,19.0457
58,18.6539,17.9894,18.7073,18.8996
59,19.3184,18.5089,19.3870,18.6689
60,19.7957,19.0167,19.8606,19.0960
61,19.5945,18.5152,19.5945,19.3143
62,19.2290,18.2885,19.2290,19.3508
63,18.8853,18.0135,18.8853,18.9228
64,18.8098,17.9625,18.8098,18.5657
65,19.7015,18.8458,19.7811,18.4175
66,16.4672,15.6213,16.5726,16.3664
67,15.9920,15.1685,15.9920,15.9058
68,16.0902,15.3552,16.0902,15.7261
69,16.5049,15.7337,16.5049,15.8745
70,18.2906,17.4495,18.2906,16.4496
71,19.6838,18.9435,19.6838,18.2904
72,19.5932,18.8992,19.5932,18.7223
73,18.8853,18.7298,18.8853,19.0237
74,18.6210,18.5855,18.6210,18.6455
75,18.1548,18.1220,18.1548,18.0915
76,18.5106,18.4819,18.5106,18.4852
77,18.5106,18.4819,18.5106,18.4763
78,18.7984,18.7684,18.7984,18.7892
79,19.2531,19.2241,19.2531,19.2477
80,21.7109,21.6708,21.7109,21.3245
81,14.4295,14.4295,14.4295,12.9765
82,12.6423,12.6423,12.6423,11.9886
83,31.0539,31.0539,31.0539,30.9915
84,27.2471,27.2471,27.2470,27.2008
85,29.4090,29.1642,29.4032,29.3691
86,29.4851,29.4401,29.4866,29.4088
87,29.0842,28.7238,29.0386,29.1303
88,28.4681,28.2659,28.4463,28.3833
89,28.8000,28.6473,28.7923,28.7191
90,29.8405,29.4131,29.7740,29.9687
91,27.3262,27.2159,27.2863,27.2478
92,27.3262,27.2159,27.2863,27.2831
93,26.9516,26.8684,26.9220,26.8357
94,26.9390,26.8320,26.9390,26.8405
95,27.2952,26.9429,27.2952,27.3268
96,27.7496,27.5111,27.7496,27.7485
97,28.1047,27.8678,28.1047,28.1249
98,28.0791,27.7525,28.0791,28.1135
99,27.7654,27.6947,27.7654,27.7056
100,28.1436,28.0554,28.1436,28.1245
101,28.0864,27.7544,28.0864,28.1160
102,28.0540,27.6285,28.0540,28.1072
103,28.1324,27.9354,28.1324,28.1156
104,28.1306,27.9572,28.1306,28.1110
105,27.9382,26.8608,27.9382,28.5685
106,28.0226,26.9583,28.0226,28.4490
107,27.9124,26.9343,27.9124,28.3145
108,28.4124,27.5258,28.4124,28.2603
109,28.7321,28.4926,28.7321,28.2610
110,28.5680,27.7758,28.5680,28.3731
111,28.2993,27.3330,28.2993,28.4280
112,29.9569,29.8607,29.9569,29.8114
113,29.1688,22.9828,29.1688,36.1233
114,29.1850,22.9942,29.1850,36.1330
115,25.8776,21.6199,25.8776,32.8157
116,25.3057,23.5471,25.3057,30.2147
117,25.3056,23.5363,25.3057,30.1062
118,31.1394,27.5557,31.1394,36.4669
119,30.8893,27.2716,30.8894,36.3631
120,29.6769,26.0540,29.6769,34.6171
121,29.2663,25.7465,29.2664,34.8439
122,28.6625,25.4907,28.6625,34.6799
123,28.6562,25.4504,28.6562,34.5196
124,29.6992,26.1998,29.6992,34.4793
125,30.4188,27.0124,30.4188,34.4865
126,29.9259,26.4321,29.9259,34.3346
127,30.0351,26.5805,30.0351,34.4634
128,27.9035,24.5933,28.9705,32.9888
129,25.5604,21.9276,26.9580,31.3750
130,27.3736,26.2081,27.5344,31.4013
131,30.1050,29.5956,30.2266,33.8323
132,31.8582,30.9986,31.9599,34.9506
133,32.3985,31.4595,32.5367,35.4138
134,31.7017,31.1345,31.9386,35.1619
135,32.4106,31.6737,32.6236,35.2276
136,32.1341,31.5647,32.3761,34.8828
137,31.8711,31.2253,32.1748,34.4830
138,31.8711,31.2253,32.1748,34.2296
139,29.2056,27.9817,30.4743,33.1711
140,29.2056,27.9817,30.4743,33.1553
141,29.2056,27.9817,30.4743,33.1810
142,28.9724,27.9174,30.3095,32.9703
143,28.9724,27.9174,30.3095,32.9960
144,28.8489,27.8900,30.2921,32.7461
145,29.1464,28.0492,30.5297,32.5266
