Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,54.7387,54.7387,57.7042,45.6468,64.0060,54.7387,54.7387,57.7042,45.6468,64.0060
2,57.5909,57.5909,60.3757,49.6600,49.6600,56.1648,56.1648,59.0399,47.6534,56.8330
3,56.7309,56.7290,59.3276,49.9609,49.9609,56.3535,56.3529,59.1358,48.4226,54.5423
4,56.7309,56.7290,59.3270,49.9609,49.9609,56.4478,56.4469,59.1836,48.8072,53.3970
5,55.9039,55.9022,58.2850,50.3531,50.3531,56.3391,56.3380,59.0039,49.1164,52.7882
6,64.2693,64.2639,57.4611,48.7216,48.7216,57.6608,57.6590,58.7468,49.0506,52.1104
7,59.1909,59.1849,54.1768,44.1287,44.1287,57.8794,57.8770,58.0939,48.3474,50.9702
8,58.9555,58.5471,54.1212,43.8628,43.8628,58.0139,57.9607,57.5973,47.7869,50.0818
9,52.3228,51.1886,49.6934,43.3186,43.3186,57.3815,57.2083,56.7191,47.2904,49.3303
10,48.9454,47.5849,52.7501,40.1289,40.1289,56.5379,56.2459,56.3222,46.5742,48.4102
11,55.4486,55.0825,52.3256,46.1153,48.0285,56.4389,56.1402,55.9589,46.5325,48.3755
12,57.7887,56.9614,55.7119,49.1012,49.4128,56.5514,56.2086,55.9383,46.7466,48.4619
13,50.9586,49.4336,56.5258,43.3762,43.3762,56.1212,55.6874,55.9835,46.4873,48.0707
14,43.3599,42.2647,54.3849,35.9364,35.9364,55.2096,54.7287,55.8693,45.7337,47.2039
15,39.4501,38.4539,49.1513,30.3296,30.3296,54.1590,53.6437,55.4214,44.7067,46.0790
16,33.0313,32.2249,40.0900,33.9264,34.1030,52.8385,52.3050,54.4632,44.0330,45.3305
17,35.7928,35.0195,33.8574,35.2637,36.9889,51.8358,51.2882,53.2511,43.5171,44.8398
18,54.9267,54.6339,33.2338,51.6418,55.4453,52.0075,51.4741,52.1391,43.9685,45.4290
19,55.7137,55.2403,34.7270,53.6556,59.1494,52.2026,51.6723,51.2226,44.4783,46.1511
20,56.0711,55.7128,38.3201,54.0453,59.4666,52.3960,51.8743,50.5775,44.9567,46.8169
21,53.6734,53.7585,43.7549,51.0094,53.3581,52.4569,51.9641,50.2526,45.2449,47.1284
22,54.8690,54.3676,51.0639,50.9801,59.3101,52.5665,52.0733,50.2895,45.5056,47.6821
