Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,62.8767,63.8076,62.9424,63.4611,63.8181,62.8767,63.8076,62.9424,63.4611,63.8181
2,74.6472,75.4707,74.8392,75.1641,75.1641,68.7620,69.6391,68.8908,69.3126,69.4911
3,85.0039,85.7495,85.3026,85.4720,85.4720,74.1760,75.0093,74.3614,74.6990,74.8181
4,85.0039,85.7495,85.6032,85.4720,85.4720,76.8829,77.6943,77.1718,77.3923,77.4815
5,88.1152,88.9425,88.9517,88.6787,88.6787,79.1294,79.9440,79.5278,79.6496,79.7210
6,81.4221,81.9276,81.9747,81.0693,82.5173,79.5115,80.2746,79.9356,79.8862,80.1870
7,81.4221,81.9276,82.0051,81.0693,82.5173,79.7844,80.5107,80.2313,80.0552,80.5199
8,83.5423,81.9986,82.6132,78.5877,78.5877,80.2542,80.6967,80.5290,79.8718,80.2784
9,85.3924,82.0537,82.6953,78.8783,78.8783,80.8251,80.8475,80.7697,79.7614,80.1228
10,84.7846,81.4697,82.1285,78.3169,78.3169,81.2210,80.9097,80.9056,79.6169,79.9422
11,85.7555,81.2846,82.1374,76.9939,76.9939,81.6333,80.9438,81.0176,79.3785,79.6742
12,86.2061,80.8341,81.6093,75.1544,75.3382,82.0143,80.9347,81.0669,79.0265,79.3129
13,82.0908,76.0495,77.4619,69.2865,69.4009,82.0202,80.5589,80.7896,78.2772,78.5504
14,90.9548,77.1165,79.3234,70.4025,70.6219,82.6584,80.3130,80.6848,77.7148,77.9841
15,91.5229,78.1254,78.9612,71.4818,74.7194,83.2494,80.1672,80.5699,77.2992,77.7664
16,73.0279,62.0347,63.2861,57.3150,58.6849,82.6105,79.0339,79.4897,76.0502,76.5738
17,64.8556,55.7033,56.8028,52.6751,52.6751,81.5661,77.6615,78.1552,74.6752,75.1680
18,59.1467,51.1487,52.1552,48.7308,48.9667,80.3206,76.1886,76.7107,73.2339,73.7124
19,58.8820,51.2162,52.0042,48.5255,48.8377,79.1922,74.8742,75.4104,71.9334,72.4032
20,53.6247,46.1726,47.4353,44.4911,48.1360,77.9139,73.4391,74.0116,70.5613,71.1898
21,53.6201,47.4889,47.6441,46.8701,49.2351,76.7570,72.2034,72.7560,69.4331,70.1444
22,48.1133,42.9394,43.0787,42.3622,44.3584,75.4550,70.8732,71.4071,68.2026,68.9723
23,48.1133,42.9394,43.1082,42.3622,44.3584,74.2663,69.6587,70.1767,67.0791,67.9021
24,45.8181,40.9229,41.3336,38.5109,41.3436,73.0809,68.4614,68.9749,65.8888,66.7955
25,43.6966,39.1917,39.7899,36.7015,39.3059,71.9055,67.2906,67.8075,64.7213,65.6959
26,43.7956,38.6987,39.9205,36.3179,39.3377,70.8244,66.1909,66.7349,63.6289,64.6822
27,41.1186,36.5663,37.6204,34.4230,37.1218,69.7242,65.0937,65.6566,62.5472,63.6614
28,41.1388,36.4781,37.5397,34.4454,37.1214,68.7033,64.0717,64.6524,61.5435,62.7135
29,39.8613,35.3525,36.2456,33.2593,33.2593,67.7087,63.0814,63.6729,60.5682,61.6979
30,39.8613,35.3525,36.0966,33.2593,33.2593,66.7805,62.1571,62.7537,59.6579,60.7499
31,37.6855,33.6689,34.2585,31.8443,31.8443,65.8419,61.2381,61.8345,58.7607,59.8175
32,37.8716,33.9214,34.6492,32.5199,32.5199,64.9679,60.3845,60.9849,57.9407,58.9644
33,40.5427,36.1341,37.1627,35.1810,35.1810,64.2277,59.6496,60.2630,57.2510,58.2437
34,41.6536,37.3005,38.2205,36.3892,36.3892,63.5638,58.9923,59.6147,56.6374,57.6009
35,41.6536,37.3005,38.1231,36.3892,36.3892,62.9378,58.3725,59.0007,56.0589,56.9949
36,43.5332,38.9660,40.2160,37.6755,38.9853,62.3987,57.8335,58.4789,55.5482,56.4946
37,43.5332,38.9660,40.2540,37.6755,38.9853,61.8889,57.3235,57.9863,55.0652,56.0214
38,43.9122,39.5746,41.2945,36.1030,40.5182,61.4158,56.8565,57.5471,54.5662,55.6134
39,43.5822,39.9672,41.0891,35.2705,40.3229,60.9585,56.4234,57.1251,54.0714,55.2214
40,42.4676,39.0894,40.6199,34.2329,39.3725,60.4962,55.9900,56.7124,53.5755,54.8251
