Frame,MSE_KF,Avg_MSE_KF
1,19.4939,19.4939
2,21.6884,20.5911
3,23.2960,21.4927
4,23.9407,22.1047
5,23.8577,22.4553
6,23.5536,22.6384
7,23.7753,22.8008
8,23.2737,22.8599
9,23.8877,22.9741
10,23.0954,22.9862
11,23.7690,23.0574
12,23.9839,23.1346
13,25.4155,23.3101
14,26.0252,23.5040
15,26.5852,23.7094
16,26.9816,23.9139
17,27.6171,24.1318
18,27.4663,24.3170
19,27.3336,24.4758
20,27.8234,24.6432
21,27.4924,24.7788
22,27.7835,24.9154
23,28.0390,25.0512
24,26.6232,25.1167
25,25.3167,25.1247
26,23.5280,25.0633
27,22.6418,24.9736
28,23.0436,24.9047
29,22.8623,24.8343
30,22.7861,24.7660
31,20.1935,24.6185
32,19.2780,24.4516
33,17.1493,24.2303
34,15.6268,23.9773
35,14.0521,23.6937
36,13.7752,23.4182
37,15.9239,23.2156
38,16.6912,23.0439
39,17.2868,22.8963
40,16.8232,22.7445
41,20.6521,22.6935
42,20.3620,22.6379
43,22.7962,22.6416
44,21.0756,22.6060
45,22.6232,22.6064
46,22.4114,22.6022
47,22.3982,22.5978
48,22.0462,22.5863
49,21.0365,22.5547
50,20.2849,22.5093
51,16.2369,22.3863
52,14.9865,22.2440
53,13.7827,22.0844
54,13.8444,21.9318
55,14.4825,21.7963
56,16.7565,21.7063
57,18.1075,21.6432
58,20.5036,21.6236
59,21.2758,21.6177
60,22.2552,21.6283
61,23.7837,21.6636
62,23.0236,21.6856
63,23.2092,21.7097
64,23.6175,21.7396
65,25.9119,21.8037
66,25.7961,21.8642
67,24.4280,21.9025
68,24.7202,21.9439
69,20.6796,21.9256
70,18.2679,21.8734
71,18.5077,21.8260
72,20.6530,21.8097
73,23.8346,21.8374
74,23.3881,21.8584
75,21.5061,21.8537
76,20.6785,21.8382
77,22.7991,21.8507
78,23.7266,21.8747
79,25.7902,21.9243
80,29.9376,22.0245
81,33.0032,22.1600
82,34.5132,22.3106
83,37.4388,22.4929
84,33.3474,22.6221
85,30.1051,22.7102
86,29.1645,22.7852
87,32.4523,22.8963
88,27.0345,22.9434
89,28.5569,23.0064
90,30.9703,23.0949
91,30.5986,23.1774
92,29.0003,23.2407
93,24.5281,23.2545
94,22.3309,23.2447
95,23.9239,23.2518
96,24.5528,23.2654
97,28.2837,23.3171
98,28.1644,23.3666
99,26.7635,23.4009
100,31.0672,23.4776
101,30.5082,23.5472
102,27.6669,23.5876
103,27.4354,23.6249
104,27.2832,23.6601
105,27.1093,23.6929
106,26.6512,23.7209
107,26.6628,23.7483
108,27.1038,23.7794
109,27.1054,23.8099
110,27.1043,23.8399
111,27.1254,23.8695
112,26.8746,23.8963
113,26.8707,23.9226
114,26.5563,23.9457
115,25.6522,23.9606
116,23.7362,23.9586
117,24.8969,23.9667
118,25.8308,23.9825
119,25.0004,23.9910
120,27.5326,24.0205
121,27.9868,24.0533
122,29.8461,24.1008
123,30.1924,24.1503
124,30.3590,24.2004
125,30.4941,24.2507
126,30.3738,24.2993
127,30.6336,24.3492
128,30.3155,24.3958
129,30.5719,24.4437
130,30.5793,24.4909
131,30.0710,24.5335
132,25.6035,24.5416
133,23.3323,24.5325
134,21.9973,24.5136
135,26.9280,24.5315
136,29.3594,24.5670
137,30.6957,24.6117
138,31.4506,24.6613
139,34.7563,24.7339
140,36.7769,24.8199
141,39.0193,24.9206
142,38.0914,25.0134
143,36.4932,25.0936
144,36.0357,25.1696
145,36.1392,25.2453
146,35.9226,25.3184
147,36.3883,25.3937
148,28.9764,25.4179
149,24.1797,25.4096
150,26.2998,25.4155
151,32.1327,25.4600
152,37.8079,25.5413
153,38.8277,25.6281
154,39.4863,25.7181
155,39.0748,25.8043
156,46.4439,25.9366
157,46.7734,26.0693
158,45.3886,26.1916
159,40.6672,26.2826
160,35.8513,26.3424
161,32.0506,26.3779
162,29.3826,26.3964
163,27.5736,26.4036
164,28.0328,26.4136
165,27.8299,26.4222
166,26.1270,26.4204
167,26.5722,26.4213
168,25.5491,26.4161
169,26.0821,26.4141
170,26.8076,26.4164
171,27.7661,26.4243
172,28.2591,26.4350
173,29.7424,26.4541
174,28.0325,26.4632
175,27.5819,26.4696
176,26.4156,26.4693
177,20.0694,26.4331
