Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,81.0456,81.0456,82.2461,78.5285,94.1245,81.0456,81.0456,82.2461,78.5285,94.1245
2,78.7841,78.7841,79.9554,76.2931,76.2931,79.9148,79.9148,81.1007,77.4108,85.2088
3,77.7900,77.7900,78.9439,75.1949,75.1949,79.2065,79.2066,80.3818,76.6722,81.8708
4,78.2722,78.2722,79.3852,75.6839,75.6839,78.9730,78.9730,80.1326,76.4251,80.3241
5,78.2722,78.2722,79.3852,75.6839,75.6839,78.8328,78.8328,79.9831,76.2768,79.3961
6,78.8278,78.8278,81.1663,78.2389,79.3125,78.8320,78.8320,80.1803,76.6039,79.3821
7,81.1403,81.1403,82.9925,80.6359,82.4419,79.1617,79.1617,80.5821,77.1799,79.8192
8,81.8947,81.8947,83.7090,81.3299,83.2044,79.5034,79.5034,80.9729,77.6986,80.2424
9,82.9454,82.9454,84.8640,83.1157,83.1623,79.8858,79.8858,81.4053,78.3005,80.5668
10,83.1881,83.1881,85.0258,82.2283,82.4035,80.2160,80.2160,81.7673,78.6933,80.7505
11,85.4106,85.4106,86.8886,84.8243,84.9293,80.6883,80.6883,82.2329,79.2507,81.1304
12,86.6511,86.6511,87.5383,86.0440,86.0440,81.1852,81.1852,82.6750,79.8168,81.5398
13,87.7649,87.7649,88.3299,86.8588,86.8588,81.6913,81.6913,83.1100,80.3585,81.9490
14,88.8652,88.8652,88.7317,87.2525,87.2525,82.2037,82.2037,83.5116,80.8509,82.3278
15,39.4260,39.4260,69.0331,42.0508,52.1686,79.3519,79.3519,82.5463,78.2642,80.3172
16,45.3405,45.3405,53.9781,43.5807,49.1520,77.2262,77.2262,80.7608,76.0965,78.3694
17,44.6804,44.6804,38.5438,43.5554,43.5580,75.3117,75.3117,78.2775,74.1823,76.3216
18,28.3430,28.3429,28.7286,25.7720,31.8809,72.7023,72.7023,75.5247,71.4929,73.8527
19,36.6479,36.6479,28.9744,35.4284,36.4673,70.8047,70.8047,73.0747,69.5947,71.8851
20,37.6571,37.6571,24.7668,37.6170,37.7266,69.1474,69.1474,70.6593,67.9958,70.1771
21,35.6698,35.6698,23.5548,35.5407,35.8223,67.5532,67.5532,68.4163,66.4504,68.5412
22,37.5499,37.5499,25.4466,37.3209,37.4443,66.1894,66.1894,66.4631,65.1263,67.1277
23,37.2131,37.2131,31.6332,37.0700,37.3012,64.9296,64.9296,64.9488,63.9065,65.8309
24,37.2968,37.2968,37.2825,37.1821,37.3938,63.7782,63.7782,63.7960,62.7929,64.6460
25,37.6982,37.6982,37.7815,37.6646,37.8770,62.7350,62.7350,62.7554,61.7878,63.5753
26,38.5236,38.5236,38.4620,38.2652,38.6131,61.8038,61.8038,61.8210,60.8831,62.6152
27,39.5450,39.5450,39.2070,39.2271,39.6109,60.9794,60.9794,60.9835,60.0810,61.7632
28,53.5729,53.5728,38.6643,42.1699,45.9050,60.7149,60.7149,60.1864,59.4413,61.1968
29,60.8987,60.8988,38.6312,49.6084,49.6084,60.7212,60.7212,59.4431,59.1023,60.7972
30,62.1510,62.1511,44.8962,57.4855,57.4855,60.7689,60.7689,58.9582,59.0484,60.6868
31,38.0707,38.0707,46.3908,37.9856,38.2964,60.0367,60.0367,58.5528,58.3689,59.9645
32,39.0208,39.0208,45.3883,38.2174,38.2174,59.3799,59.3799,58.1414,57.7392,59.2849
33,39.3974,39.3974,42.5842,39.3380,39.6653,58.7744,58.7744,57.6700,57.1816,58.6904
34,40.3799,40.3799,40.5526,40.2343,41.1069,58.2334,58.2334,57.1665,56.6831,58.1732
35,62.3925,62.3925,40.9410,59.6341,59.6341,58.3522,58.3522,56.7029,56.7675,58.2150
36,67.2575,67.2564,43.0460,61.7391,61.7391,58.5996,58.5996,56.3236,56.9056,58.3129
37,81.3715,81.2098,52.7465,77.8249,77.8249,59.2150,59.2106,56.2269,57.4709,58.8402
38,83.0036,82.8247,63.7463,80.5235,81.0773,59.8411,59.8321,56.4248,58.0776,59.4254
39,82.3735,82.3734,76.3578,79.5644,80.5671,60.4188,60.4100,56.9359,58.6285,59.9675
40,70.4630,70.0479,76.2081,65.0441,65.8868,60.6699,60.6510,57.4177,58.7889,60.1155
41,73.9953,73.1576,76.5154,65.9979,67.0674,60.9949,60.9560,57.8835,58.9648,60.2851
42,75.4965,74.5949,75.5238,66.7478,67.5864,61.3402,61.2808,58.3035,59.1501,60.4589
43,77.7709,76.7235,77.0212,68.1669,68.1669,61.7223,61.6399,58.7388,59.3598,60.6381
44,77.9471,75.8175,77.1142,68.1314,68.1314,62.0911,61.9621,59.1564,59.5591,60.8085
45,79.3534,76.1877,78.8317,65.1793,65.1793,62.4747,62.2782,59.5936,59.6840,60.9056
46,82.3993,80.8665,77.4391,77.3327,77.3327,62.9078,62.6823,59.9816,60.0677,61.2627
47,88.9988,87.0070,80.4327,81.8471,84.5995,63.4629,63.1999,60.4167,60.5311,61.7592
48,91.8477,90.6321,85.0770,87.8513,88.0686,64.0543,63.7714,60.9305,61.1002,62.3073
49,90.3566,90.1887,87.7377,89.3727,90.1246,64.5911,64.3105,61.4776,61.6772,62.8750
50,90.8603,90.8430,88.7983,90.1444,90.8606,65.1164,64.8412,62.0240,62.2466,63.4347
51,90.4767,90.3076,88.6933,89.5965,89.5965,65.6137,65.3405,62.5469,62.7828,63.9477
52,37.2316,35.5396,68.8181,32.8272,35.1514,65.0679,64.7674,62.6675,62.2068,63.3939
53,29.8619,23.6006,53.0665,25.4330,26.4607,64.4036,63.9907,62.4864,61.5129,62.6971
54,37.4961,30.4007,43.0117,30.6506,35.6048,63.9053,63.3686,62.1257,60.9414,62.1954
55,37.0065,34.4723,33.8562,27.2498,34.6167,63.4163,62.8433,61.6117,60.3288,61.6939
56,33.3683,32.4757,25.8823,30.1676,33.1665,62.8797,62.3010,60.9737,59.7902,61.1845
57,28.6208,29.9738,23.2662,29.4022,30.5912,62.2787,61.7338,60.3122,59.2571,60.6478
58,29.1533,30.0276,23.8706,30.0690,34.2082,61.7075,61.1872,59.6839,58.7539,60.1919
59,27.9935,29.1849,26.7150,31.2619,33.0234,61.1361,60.6448,59.1251,58.2879,59.7315
60,29.9983,31.3572,28.7766,30.6735,38.2524,60.6172,60.1566,58.6193,57.8277,59.3735
61,35.6635,37.3198,33.7096,36.0737,42.6873,60.2081,59.7823,58.2109,57.4710,59.0999
62,28.7720,26.9212,31.1130,26.9495,27.6562,59.7010,59.2522,57.7738,56.9788,58.5928
63,28.7720,26.9212,29.0597,26.9495,27.6562,59.2101,58.7391,57.3181,56.5021,58.1017
64,31.8608,29.7131,31.6082,30.7032,30.9920,58.7828,58.2855,56.9163,56.0990,57.6781
65,32.6725,30.7575,30.4393,29.8525,32.7938,58.3811,57.8620,56.5090,55.6952,57.2953
66,32.4248,31.6351,30.8880,32.1294,33.6333,57.9878,57.4646,56.1208,55.3381,56.9368
67,34.2025,32.2227,31.3787,31.9790,35.4455,57.6328,57.0879,55.7515,54.9895,56.6160
68,34.1177,30.5754,31.6028,29.6563,33.4492,57.2870,56.6980,55.3964,54.6170,56.2753
69,34.7931,29.4245,31.4286,32.3064,32.8551,56.9610,56.3027,55.0490,54.2936,55.9359
70,34.6994,32.0100,30.2857,31.3000,31.4717,56.6430,55.9557,54.6953,53.9651,55.5864
71,34.1751,30.8698,30.4015,29.7556,30.7832,56.3265,55.6024,54.3531,53.6242,55.2371
72,33.0080,29.8145,29.5614,27.5782,30.5578,56.0026,55.2442,54.0088,53.2624,54.8943
73,34.0086,28.3597,30.2249,27.8145,27.8145,55.7014,54.8759,53.6830,52.9138,54.5234
74,36.3828,30.1266,31.9244,31.0477,31.0477,55.4403,54.5415,53.3889,52.6183,54.2061
75,38.5870,34.2597,31.8976,35.8434,37.8213,55.2156,54.2711,53.1024,52.3946,53.9876
76,39.6940,33.7980,34.5245,36.6447,36.6447,55.0114,54.0017,52.8579,52.1874,53.7595
77,39.6590,33.3444,36.1013,35.7788,35.9352,54.8120,53.7334,52.6403,51.9743,53.5280
78,37.5932,31.8817,37.1539,34.8122,35.8582,54.5912,53.4532,52.4418,51.7543,53.3014
79,38.2673,31.1529,37.9489,32.9861,33.3732,54.3846,53.1710,52.2583,51.5167,53.0492
80,39.7263,35.1311,38.1261,33.7019,33.9597,54.2014,52.9455,52.0817,51.2940,52.8106
81,41.8013,36.4846,40.1170,32.3701,32.3701,54.0483,52.7422,51.9340,51.0604,52.5582
82,42.8927,36.5298,41.5424,33.5796,33.5796,53.9122,52.5445,51.8072,50.8472,52.3268
83,45.2638,38.8193,43.8700,36.9887,36.9887,53.8080,52.3792,51.7116,50.6802,52.1420
84,47.9362,39.9240,45.9420,36.8933,36.8933,53.7381,52.2309,51.6429,50.5161,51.9604
85,48.9932,40.0627,47.1191,35.6665,35.6665,53.6823,52.0877,51.5897,50.3414,51.7687
86,48.3971,40.3178,46.1967,34.9741,34.9741,53.6208,51.9509,51.5270,50.1627,51.5735
87,48.2716,38.7415,43.9389,33.5442,33.5442,53.5594,51.7990,51.4398,49.9717,51.3662
88,43.4125,34.9146,39.7033,30.1556,30.1556,53.4441,51.6072,51.3064,49.7465,51.1252
89,43.1621,35.7422,39.4020,32.3320,32.3320,53.3285,51.4289,51.1726,49.5509,50.9140
90,43.1021,35.9757,39.2483,32.0917,32.0917,53.2149,51.2572,51.0401,49.3569,50.7049
91,44.6601,34.6758,40.3624,28.5392,28.5392,53.1209,51.0750,50.9228,49.1281,50.4613
92,40.9865,30.3980,37.4219,28.0712,28.1677,52.9890,50.8503,50.7761,48.8992,50.2190
93,18.4814,17.6164,28.2956,18.4455,20.4207,52.6179,50.4929,50.5343,48.5718,49.8986
94,22.7615,22.8082,24.3909,22.7604,22.7604,52.3003,50.1984,50.2562,48.2972,49.6099
95,23.0551,22.5851,20.7328,20.6448,20.6448,51.9925,49.9077,49.9454,48.0061,49.3050
96,20.0929,19.5743,19.1517,18.6556,23.1095,51.6602,49.5917,49.6247,47.7004,49.0321
97,20.7721,20.7218,19.3385,20.4120,23.5151,51.3418,49.2941,49.3124,47.4190,48.7690
98,24.3927,24.9265,22.7047,24.7496,25.5428,51.0668,49.0455,49.0409,47.1877,48.5320
99,24.1265,24.1029,22.4124,24.4957,24.6252,50.7946,48.7935,48.7720,46.9585,48.2906
100,24.6133,23.8442,19.8691,23.5481,23.5857,50.5328,48.5440,48.4829,46.7244,48.0435
101,20.5325,20.5955,18.5716,20.7076,21.0730,50.2358,48.2673,48.1868,46.4668,47.7765
102,17.8576,18.3566,17.1014,17.3681,17.3681,49.9184,47.9741,47.8820,46.1815,47.4784
103,19.3801,19.8961,15.6497,19.4517,20.4379,49.6219,47.7015,47.5691,45.9220,47.2158
104,14.7548,15.1168,15.1365,14.7883,14.7883,49.2866,47.3881,47.2572,45.6227,46.9040
105,14.9994,15.1475,15.8847,14.0329,14.0329,48.9601,47.0811,46.9584,45.3218,46.5910
106,16.3646,17.8008,16.1830,16.0241,17.3515,48.6526,46.8049,46.6681,45.0454,46.3151
107,18.4033,17.3372,16.1634,16.5206,18.8780,48.3699,46.5295,46.3830,44.7788,46.0587
108,17.6231,17.3616,16.0377,17.4112,18.5801,48.0852,46.2594,46.1020,44.5254,45.8043
109,18.5482,17.7876,16.0653,17.2573,17.5287,47.8142,45.9982,45.8265,44.2752,45.5449
110,18.8623,17.8381,17.4359,18.1150,18.1150,47.5510,45.7422,45.5684,44.0374,45.2955
111,20.7716,19.6960,17.8486,18.7033,19.0429,47.3097,45.5075,45.3187,43.8092,45.0590
112,17.3126,15.5303,16.6994,15.0739,15.0739,47.0419,45.2399,45.0631,43.5526,44.7913
113,18.3463,15.7354,17.4524,16.0703,16.2165,46.7880,44.9788,44.8188,43.3094,44.5384
114,10.5071,8.9586,13.5749,8.8910,11.0377,46.4697,44.6628,44.5447,43.0075,44.2445
115,15.3937,11.8280,12.7612,12.7136,13.1297,46.1995,44.3773,44.2683,42.7441,43.9740
116,13.2731,9.3040,10.2111,9.8862,10.4568,45.9156,44.0749,43.9747,42.4608,43.6850
