Frame,MSE_KF,Avg_MSE_KF
1,19.9323,19.9323
2,19.3371,19.6347
3,19.1710,19.4801
4,18.7014,19.2854
5,18.8156,19.1915
6,18.6046,19.0937
7,17.9530,18.9307
8,18.5242,18.8799
9,19.5031,18.9491
10,19.8647,19.0407
11,18.8407,19.0225
12,20.0093,19.1048
13,21.9565,19.3241
14,21.4955,19.4792
15,20.2491,19.5305
16,18.2510,19.4506
17,16.9092,19.3011
18,16.1782,19.1276
19,15.2986,18.9261
20,15.3161,18.7456
21,15.8763,18.6089
22,16.5327,18.5146
23,17.5540,18.4728
24,16.7725,18.4020
25,17.3513,18.3599
26,16.9920,18.3073
27,17.5001,18.2774
28,16.5263,18.2149
29,15.6025,18.1248
30,14.6730,18.0097
31,12.7459,17.8399
32,11.7033,17.6482
33,14.7082,17.5591
34,14.1695,17.4594
35,14.5067,17.3750
36,16.0345,17.3378
37,16.2212,17.3076
38,17.5404,17.3137
39,17.5781,17.3205
40,18.4983,17.3500
41,17.2490,17.3475
42,16.7390,17.3330
43,16.1260,17.3049
44,20.2465,17.3718
45,25.4088,17.5504
46,29.2183,17.8040
47,35.6843,18.1845
48,36.4521,18.5650
49,41.5800,19.0347
50,43.3113,19.5203
51,42.9802,19.9803
52,44.6148,20.4540
53,49.8424,21.0085
54,49.1806,21.5302
55,55.4560,22.1470
56,57.0391,22.7701
57,42.9147,23.1235
58,36.4443,23.3532
59,29.6629,23.4601
60,21.2032,23.4225
61,16.1303,23.3030
62,14.1512,23.1554
63,17.6887,23.0686
64,19.0139,23.0052
65,20.8214,22.9716
66,23.6901,22.9825
67,24.4231,23.0040
68,25.0147,23.0336
69,25.5913,23.0707
70,23.4587,23.0762
71,21.1139,23.0486
72,20.6324,23.0150
73,19.9998,22.9737
74,21.5702,22.9547
75,20.3847,22.9205
76,19.6161,22.8770
77,20.2399,22.8428
78,20.7233,22.8156
79,23.9633,22.8301
80,28.8295,22.9051
81,23.6202,22.9139
82,26.6411,22.9594
83,28.9398,23.0314
84,30.0411,23.1149
85,31.4087,23.2125
86,34.1358,23.3395
87,34.8607,23.4719
88,35.2706,23.6060
89,35.3250,23.7377
90,35.4284,23.8676
91,30.4845,23.9403
92,28.8794,23.9940
93,30.3558,24.0624
94,30.2096,24.1278
95,30.5782,24.1957
96,30.4385,24.2607
97,32.0838,24.3413
98,32.4852,24.4244
99,33.4445,24.5155
100,35.1906,24.6223
101,30.6938,24.6824
102,26.4005,24.6993
103,28.1516,24.7328
104,34.0124,24.8220
105,41.9593,24.9852
106,46.6418,25.1895
107,39.4059,25.3224
108,31.0692,25.3756
109,26.6297,25.3871
110,24.8709,25.3824
111,33.7280,25.4576
112,32.8046,25.5232
113,30.9092,25.5709
114,31.5168,25.6230
115,30.8676,25.6686
116,29.3343,25.7002
117,30.0664,25.7375
118,30.7162,25.7797
119,30.2778,25.8175
120,30.4959,25.8565
121,30.4959,25.8949
122,30.3337,25.9312
123,30.3337,25.9670
124,30.3337,26.0022
125,30.3337,26.0369
126,30.3061,26.0708
127,30.6250,26.1066
128,30.5337,26.1412
129,30.4476,26.1746
130,30.9528,26.2114
131,30.7415,26.2459
132,31.8454,26.2884
133,29.4971,26.3125
134,30.7015,26.3452
135,30.0199,26.3725
136,29.3073,26.3940
137,30.4893,26.4239
138,34.6293,26.4834
139,59.8561,26.7235
140,30.6861,26.7518
141,33.8839,26.8024
142,34.7090,26.8581
143,50.1193,27.0207
144,53.8179,27.2068
145,45.5556,27.3334
146,46.9449,27.4677
147,35.4790,27.5222
148,32.9980,27.5592
149,26.4893,27.5520
150,28.7384,27.5599
151,19.2518,27.5049
152,18.0683,27.4428
153,17.7944,27.3797
154,25.9308,27.3703
155,26.3478,27.3637
156,27.9755,27.3677
157,28.1540,27.3727
158,29.1134,27.3837
159,49.2433,27.5212
160,49.6830,27.6597
161,49.8882,27.7977
162,51.9998,27.9471
163,51.9619,28.0945
164,53.1264,28.2471
165,71.3774,28.5085
166,71.7488,28.7690
167,71.8316,29.0268
168,69.6952,29.2689
169,55.3793,29.4234
170,55.3884,29.5761
171,58.4503,29.7450
172,58.1043,29.9099
173,57.0102,30.0665
174,53.3586,30.2004
175,53.5869,30.3340
176,54.3105,30.4703
177,54.1593,30.6041
178,54.4128,30.7379
179,56.1158,30.8796
180,56.9331,31.0244
