Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,43.7205,43.7205,44.5614,37.3124,47.2977,43.7205,43.7205,44.5614,37.3124,47.2977
2,43.4494,43.4494,44.2903,37.0414,37.0414,43.5849,43.5849,44.4258,37.1769,42.1696
3,43.4494,43.4494,44.2903,37.0414,37.0414,43.5397,43.5397,44.3806,37.1317,40.4602
4,40.3031,40.3031,41.1091,35.0998,35.0998,42.7306,42.7306,43.5628,36.6238,39.1201
5,40.3031,40.3031,41.1091,35.0998,35.0998,42.2451,42.2451,43.0720,36.3190,38.3160
6,42.3324,42.3324,41.5931,39.1690,39.1690,42.2596,42.2596,42.8255,36.7940,38.4582
7,34.6955,34.6955,36.0396,34.7015,34.7672,41.1791,41.1791,41.8561,36.4951,37.9309
8,33.8280,33.8280,32.6966,34.2012,34.8196,40.2602,40.2602,40.7112,36.2083,37.5420
9,39.2126,39.2126,32.5665,34.8638,35.3419,40.1438,40.1438,39.8062,36.0589,37.2975
10,35.0197,35.0197,29.5710,34.9907,34.9907,39.6314,39.6314,38.7827,35.9521,37.0669
11,35.2843,35.2843,31.7077,35.2397,35.2397,39.2362,39.2362,38.1395,35.8874,36.9008
12,35.2325,35.2325,31.6979,35.1941,35.2154,38.9026,38.9026,37.6027,35.8296,36.7603
13,32.2402,32.2402,31.2151,33.4021,34.2746,38.3901,38.3901,37.1114,35.6429,36.5691
14,30.4984,30.4984,32.6800,31.4531,33.5978,37.8264,37.8264,36.7948,35.3436,36.3569
15,33.4816,33.4816,31.6160,32.3063,33.4883,37.5367,37.5367,36.4496,35.1411,36.1656
16,36.8655,36.8655,30.8574,35.0774,36.8349,37.4948,37.4948,36.1001,35.1371,36.2075
17,38.9955,38.9955,31.8618,38.3439,38.8622,37.5830,37.5830,35.8508,35.3258,36.3636
18,38.5820,38.5820,35.1508,35.9036,41.0199,37.6385,37.6385,35.8119,35.3579,36.6223
19,33.4295,33.4295,34.1360,30.7884,35.2777,37.4170,37.4170,35.7237,35.1174,36.5515
20,33.6476,33.6476,36.8354,33.0633,33.5159,37.2285,37.2285,35.7793,35.0147,36.3997
