Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
1,54.7376,45.6466,54.7376,57.7038
2,57.5899,49.6598,57.5899,60.3754
3,56.7300,49.9608,56.7282,59.3274
4,64.2705,48.7234,64.2651,57.4621
5,59.1907,44.1280,59.1847,54.1779
6,53.3354,44.8779,52.1378,48.6432
7,55.4480,46.1162,55.0819,48.1491
8,43.4792,35.9565,42.3883,48.3411
9,41.1086,36.7680,40.2189,43.3772
10,35.7927,35.2626,35.0194,36.0211
11,54.8228,50.9699,54.3401,35.6967
12,54.7155,52.4040,54.4508,35.3002
13,54.8688,50.9803,54.3672,35.9166
14,52.9794,52.4328,52.5377,38.7896
15,47.0214,44.2754,46.2754,43.8627
16,45.7380,46.6771,45.0096,38.8785
17,45.2302,43.3481,43.9203,37.2799
18,44.7843,43.4132,43.5765,37.6406
19,43.3559,41.2500,43.1039,39.5921
20,43.5846,44.5686,43.3046,43.4115
21,44.6737,47.0533,45.0950,44.8413
22,45.1035,47.9721,45.5753,45.1973
23,36.3001,35.1391,37.8412,42.4584
24,42.0529,43.8775,42.5261,42.0528
25,40.4774,42.4885,41.3505,41.6808
26,26.2128,27.9512,27.8432,35.7291
27,25.6514,26.6270,26.8442,30.7850
28,24.7529,26.0449,25.5826,26.7160
29,24.3742,26.5087,24.8976,25.7580
30,22.3853,24.3104,22.3983,24.0960
31,21.6195,24.0105,22.2119,23.8992
32,24.3916,25.9022,24.7399,26.1559
33,22.5233,26.2683,25.0239,25.7529
34,22.5114,24.3613,24.9751,25.3914
35,26.4706,28.4180,28.0815,25.3291
36,27.9011,29.5496,28.5070,26.6467
37,26.3928,29.9284,30.7640,25.6604
38,27.7657,31.8365,30.7816,27.1530
39,37.2878,39.6684,40.3097,31.7233
40,32.8247,33.0588,35.6700,30.8106
41,30.2526,31.8726,32.8794,30.1998
42,30.4891,31.8835,31.2583,31.7081
43,26.8227,21.9862,24.8539,30.9437
44,20.3413,20.7735,18.2942,24.2339
45,26.7455,26.5723,26.3323,22.7567
46,24.9016,22.8262,23.1236,20.8601
47,25.5880,23.9523,25.9175,20.4527
48,25.9131,24.3715,25.5329,20.2975
49,26.1706,24.4627,25.7038,22.3854
50,28.0725,26.7961,28.0266,23.4970
51,28.5385,28.1974,28.5235,24.3899
52,29.2440,28.6635,28.6746,26.0160
53,29.8570,28.5243,28.6554,26.6651
54,29.6930,27.0144,28.3863,26.7784
55,29.2939,27.6770,28.3436,26.7326
56,30.9930,30.9393,30.3905,27.7493
57,30.7520,31.5176,30.6383,28.8835
58,38.5375,35.5995,37.5362,32.0754
59,41.5103,40.1052,40.7557,35.7233
60,32.9165,25.8079,30.1506,36.9970
61,35.3800,31.9401,34.3853,39.3681
62,35.1011,30.8018,34.8807,40.3310
63,36.4446,32.3646,36.7607,37.6521
64,35.1135,28.4263,34.3965,38.8707
65,46.2036,37.2120,45.0348,44.9563
66,47.2693,38.9481,46.5763,46.1963
67,40.2483,36.2368,39.2919,43.7885
68,39.6131,36.7473,38.8482,41.6870
69,46.5036,42.2534,44.5088,41.4585
70,66.2776,59.3733,65.0612,50.1769
71,57.3100,47.7699,55.7386,47.6746
72,58.8484,47.4962,55.9805,50.3515
73,60.5622,48.8059,57.9250,56.4128
74,52.4223,50.0223,52.1866,57.9598
75,52.7365,50.6850,52.5508,53.8609
76,69.6057,65.2125,68.6268,56.5949
77,58.8708,54.2636,59.0536,55.9984
78,61.6466,53.7819,61.6591,58.2272
79,70.6470,66.5035,68.3301,62.9562
80,70.7868,66.1839,70.2083,67.3598
81,84.8639,84.6646,83.6806,69.5785
82,65.7448,65.0842,65.2433,66.3461
83,65.6183,60.5978,64.0783,65.7326
84,69.2524,55.7482,58.8712,66.3697
85,65.9059,54.9498,57.5678,64.8376
86,61.4401,41.7242,48.7550,58.8959
87,56.0435,41.1121,49.3577,57.1660
88,58.1686,61.7350,62.6559,55.9821
89,58.6457,62.5194,63.7199,56.8213
90,56.2506,60.4953,63.1822,56.0380
91,26.0134,16.2456,17.3054,33.5851
92,26.0433,16.1965,16.8289,30.5788
93,27.5084,16.6515,16.5155,23.9892
94,29.6150,18.6321,17.7050,21.7385
95,29.6150,18.6321,17.7050,21.2432
96,30.5665,19.2335,17.7068,19.3659
97,33.5180,20.7507,19.6975,19.4536
98,33.4649,20.3246,19.7918,19.8604
99,30.0446,17.8726,17.3020,19.4389
100,34.7505,20.3005,18.1962,20.5015
101,31.1028,19.5475,19.1677,22.2838
102,31.3585,18.7893,18.1631,20.9959
103,35.2629,21.0886,19.5471,20.4650
104,33.6524,19.9726,19.3413,20.1428
105,34.2048,19.4571,19.6342,19.4900
106,35.1985,21.7490,22.1533,20.7448
107,34.6845,21.9481,22.8476,21.1411
108,35.0887,21.6926,22.7814,21.4116
109,33.1762,18.6856,21.7457,20.1463
110,33.2737,19.4479,21.1429,20.2887
111,38.1854,25.7256,29.4388,20.4968
112,49.0298,27.9246,33.9671,21.0257
113,52.7585,40.8687,43.3420,20.7508
114,61.3666,59.2044,61.5201,26.6487
115,69.6394,65.9332,65.3920,36.6217
116,49.1629,41.2769,44.0355,41.6444
117,53.8168,43.9083,46.5865,49.8346
118,46.0456,34.6878,39.5175,47.7361
119,35.2894,36.6727,35.8754,37.6626
120,36.7163,37.1768,37.7504,31.1892
121,33.4816,33.1764,35.2206,29.5762
122,35.9952,36.1131,35.9670,32.1275
123,44.8023,44.6815,44.7933,34.2867
124,35.0233,32.6085,33.5955,35.3814
125,26.6297,25.4484,25.5340,31.6141
126,23.1808,21.1296,21.2059,25.8242
127,23.2862,21.2646,21.3386,22.6558
128,25.9516,20.3492,21.0865,20.0850
129,32.7238,18.0817,21.7683,15.3923
130,36.8755,19.9172,24.8173,16.8162
131,46.1508,23.4593,34.1282,18.7324
132,43.3991,22.3258,33.1827,18.9707
133,20.6849,19.3654,20.3821,19.1744
134,20.1768,18.4752,19.6382,19.3786
135,21.4033,19.4006,21.3053,21.1880
136,21.3673,19.4882,21.2580,20.7890
137,18.9268,17.3312,19.1585,19.3310
138,20.0245,18.7379,20.4675,20.5143
139,21.9537,19.7364,21.8392,20.9226
140,22.0772,14.1795,16.1505,16.5092
141,22.1729,13.7049,15.8716,15.8987
142,21.7201,19.6886,18.4357,19.4283
143,20.0787,17.0288,19.2141,23.9028
144,16.2052,11.6900,13.1294,22.0492
145,16.3356,11.1571,13.5583,20.4123
146,16.2745,11.9416,14.7178,20.8229
147,16.1834,12.1109,15.2800,21.1163
148,15.7221,12.2843,15.6903,22.7408
149,15.5916,13.0529,16.8578,23.6871
150,15.9877,17.3263,20.8909,25.1990
151,16.4072,19.9783,23.5708,26.6311
152,16.1741,19.4550,25.4983,27.2742
153,16.0341,20.3621,26.1854,28.3373
154,15.9113,20.4168,27.4786,29.2820
155,15.2036,25.1768,25.1094,31.9060
156,14.6741,19.3278,22.8355,32.2593
157,12.8732,18.4122,23.8258,33.7982
158,13.1336,19.9036,26.1093,37.9998
159,14.5576,21.4511,22.7321,39.6409
160,10.9753,22.1696,26.8434,41.4730
161,17.1664,60.2836,60.9364,58.9220
162,43.7201,65.4859,66.2911,63.0452
163,60.4251,83.9898,88.5116,89.1387
164,63.0163,83.5992,95.4640,96.8876
165,51.9203,79.1165,80.7197,92.7587
166,58.2858,90.4871,96.8488,92.1707
167,56.5465,78.7512,81.5532,85.5695
168,57.8913,77.5457,81.4882,84.0422
169,56.3849,75.4479,79.3149,82.1179
170,56.5822,75.5647,79.4147,82.4557
171,57.9571,76.5032,80.9406,82.2611
172,57.4002,70.5772,78.8448,81.4628
173,59.0187,71.3961,79.8798,81.3609
174,58.8224,72.2943,80.1712,81.0540
175,60.6342,72.1777,80.3829,80.7879
176,61.2613,78.7094,84.5716,81.7160
177,62.2520,77.3647,82.2595,80.0916
178,60.5823,71.0689,77.2142,79.3216
179,59.0325,54.0432,59.7098,73.2717
180,57.0694,36.7722,45.9195,64.2555
181,61.9821,42.1132,49.1632,56.9579
182,53.3476,35.3855,42.3440,49.2252
183,49.9939,48.9982,50.9404,46.7695
184,37.9379,27.0850,36.9972,46.4126
185,50.3985,39.0079,42.3667,49.2804
186,40.1284,37.8367,38.1575,45.5207
187,16.4740,16.1433,17.4557,16.3547
188,12.8428,12.9870,13.1029,13.5329
189,25.1100,27.1403,27.8922,13.6214
190,15.0715,15.5676,16.0982,14.5704
191,15.2715,15.3072,15.9980,14.8810
192,12.3643,12.2071,12.6437,12.0116
193,11.8812,10.8093,11.4816,11.0166
194,13.0132,10.4625,13.9003,10.3988
195,14.3727,11.7634,14.1364,9.2446
196,14.0899,11.6422,13.8622,10.9374
197,17.7149,12.2409,16.3430,10.7975
198,12.9075,11.4700,11.6284,11.7172
199,26.8808,21.3478,25.2567,1.9701
