Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
1,37.8526,35.5807,37.5663,39.0048
2,39.5103,37.6603,39.2864,40.5334
3,39.5103,37.6603,39.2864,40.4889
4,42.7844,41.4051,42.6535,43.7158
5,41.9408,41.4266,41.5902,43.5626
6,54.3718,53.2235,54.3389,43.0602
7,54.3718,53.2235,54.3389,43.2563
8,55.0976,54.7268,55.2684,46.1148
9,54.7035,54.5207,54.7607,49.5868
10,52.2797,51.8823,51.6594,53.2527
11,42.5006,23.9973,39.0835,49.5838
12,48.8223,31.3271,45.0513,47.9974
13,47.0405,29.4510,41.7970,46.1742
14,45.6724,27.6329,40.6450,45.9970
15,40.0819,36.1683,38.5159,42.2511
16,38.1912,34.7238,36.1972,37.4321
17,48.5358,41.7013,44.9048,31.9435
18,51.0741,44.4382,48.1244,30.0454
19,59.0596,52.4186,55.2273,31.7291
20,59.2705,50.1389,56.8233,38.4524
21,41.7388,40.0719,39.3521,42.9089
22,39.3545,33.4752,34.4888,41.9190
23,36.4945,31.8093,32.6836,36.6957
24,32.4962,25.1636,26.7350,29.8897
25,32.5319,25.1198,26.6592,26.6356
26,34.4176,25.0260,28.3120,25.1422
27,32.9230,26.1997,28.9161,27.6686
28,33.3676,24.8064,28.4732,29.6239
29,37.4794,30.1622,30.9553,30.7402
30,41.0478,32.3220,33.7692,33.4397
31,39.9755,29.0034,31.7777,33.6154
32,37.9994,28.0533,30.5414,34.5830
33,39.4967,22.2495,29.0739,35.9730
34,41.0406,26.3834,30.5261,32.9965
35,45.9505,27.9326,31.2850,30.8113
36,38.1386,27.1833,26.1230,24.3758
37,29.9422,26.3355,25.6353,24.2926
38,39.6787,28.4462,28.9096,24.4098
39,37.0091,30.7750,29.2357,22.4072
40,38.2989,28.9348,31.6431,23.4277
41,22.1990,20.3910,21.5773,21.3143
42,22.2011,20.3849,21.5892,20.4247
43,27.4042,30.3518,28.2492,21.2518
44,29.0087,28.9972,28.4760,21.7980
45,21.9647,22.1024,21.0352,21.7702
46,21.7394,22.4228,21.2828,21.9925
47,20.3740,21.8038,21.5286,22.1701
48,20.8004,22.4419,21.7055,22.4662
49,22.0678,23.0680,22.2615,22.4501
50,21.3803,21.9469,21.9461,22.6854
51,20.7788,22.1255,21.3343,22.2274
52,21.9263,23.0542,22.1831,22.4150
53,21.9166,23.0906,22.7661,22.7608
54,21.9840,23.2937,23.0694,23.0108
55,21.7642,23.1570,22.9066,23.1030
56,21.8542,23.3033,23.0844,23.1955
57,22.3869,23.5065,23.4965,23.5776
58,20.5014,22.1963,20.0505,21.1175
59,20.4932,22.3047,20.3562,21.0711
60,19.6476,20.6903,19.4848,20.6531
61,22.4243,22.4464,18.7820,17.1565
62,23.9744,26.1419,23.9382,14.0683
63,24.7777,27.8986,24.8509,16.0746
64,15.1464,15.5171,12.7579,15.6241
65,25.7131,26.8381,24.9302,20.3625
66,15.8903,16.4746,13.8884,17.9110
67,20.9565,20.0358,17.8634,15.4341
68,22.8477,21.7970,21.0830,16.1600
69,27.8775,29.5411,27.3574,19.8567
70,20.1740,23.8395,21.8738,21.5118
71,25.0739,23.2686,22.5329,22.4442
72,22.2810,23.8962,22.5047,22.0155
73,21.5851,20.6428,22.5481,21.8573
74,26.2041,27.7533,27.4938,21.7447
75,32.0074,32.8788,36.0763,22.3702
76,25.3664,28.4590,28.6439,22.1312
77,29.7410,26.6999,27.5450,23.3841
78,24.1139,24.1234,25.5999,22.4871
79,22.1470,23.7036,26.4473,23.2276
80,22.7508,18.3417,22.6376,22.5925
81,21.5229,15.8881,23.6639,23.2365
82,22.4923,13.7648,22.6522,21.6970
83,33.1816,25.9565,35.8625,23.0361
84,33.2259,25.6698,36.2779,25.5033
85,35.2833,28.4274,38.6405,30.7992
86,36.7974,29.8633,40.1111,35.2495
87,39.8357,34.8048,44.2032,41.7799
88,42.1497,36.8902,47.4732,45.8865
89,33.3513,24.6612,42.2096,44.5028
90,33.3256,34.3844,46.3787,42.4664
91,34.5255,34.4972,46.8147,43.1794
92,25.6645,37.4959,41.2630,42.1970
93,28.8260,24.1192,36.4292,41.4349
94,25.0107,31.0990,39.9901,39.4324
95,37.9901,24.6988,45.4373,37.5116
96,30.4106,36.0835,44.1938,36.2195
97,33.7039,24.7529,27.3771,31.5715
98,32.6162,21.8918,22.9534,24.4175
99,26.4962,24.5952,24.6287,18.4148
100,25.9932,24.2288,24.3689,19.8450
101,25.9213,24.5300,24.5122,19.5451
102,25.1890,24.0536,24.0321,20.9876
103,23.5203,21.9532,22.6801,22.9947
104,23.0255,22.1500,22.0267,22.7728
105,18.3955,16.8412,17.2783,20.7385
106,24.1497,24.4471,26.2287,20.3375
107,27.1600,25.9112,27.9468,19.6784
108,30.3539,30.3740,31.1383,21.5495
109,21.6060,23.0786,22.6500,22.1172
110,27.1202,28.2960,28.1149,25.1303
111,26.8368,28.2240,28.3405,24.8551
112,21.4610,20.8407,21.5900,22.7806
113,20.0182,21.9224,20.9378,22.8484
114,20.2271,22.7607,22.0851,23.4214
115,19.5184,22.2883,21.2945,22.1623
116,19.5343,18.4930,20.4096,20.2716
117,18.6854,17.3215,19.5516,19.0207
118,18.8021,17.6387,19.8852,19.8519
119,19.5623,18.4987,20.6193,21.5406
120,19.0372,17.9808,19.0145,21.9171
121,19.3174,18.3128,19.3427,22.1329
122,18.8397,17.6206,18.6184,21.0774
123,19.3237,18.0914,19.0549,21.2416
124,19.1622,17.8436,19.0743,21.0139
125,18.5220,17.3050,19.1486,18.9760
126,17.9368,16.7235,18.7238,17.6820
127,18.3876,17.0104,19.0241,17.3209
128,18.3373,17.0229,18.9615,16.9600
129,18.4954,17.0205,18.9090,17.0224
130,18.3276,16.8954,18.3854,16.6786
