Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
131,13.8879,12.9362,13.0734,17.2205
132,17.9611,16.3566,17.3421,19.9806
133,18.2765,16.8426,17.5198,19.2884
134,15.2356,14.8424,14.9910,16.7589
135,16.1160,15.7586,15.9753,16.8637
136,22.6004,22.5333,22.8089,23.3565
137,23.2813,23.7366,24.0150,24.4376
138,22.1613,22.3154,22.4935,23.3993
139,22.1258,22.0871,22.3649,23.0197
140,22.1867,22.2059,22.3404,22.9219
141,22.0844,21.8951,22.0293,22.4351
142,22.1014,21.5090,21.6199,21.8847
143,22.8793,22.0219,22.0700,22.2885
144,24.8111,23.5148,23.5627,23.7841
145,25.9577,24.1216,24.3331,24.1249
146,26.5855,24.4214,24.4956,24.4659
147,27.4080,25.1049,25.1766,25.3993
148,26.7446,23.7264,24.0776,24.4439
149,27.5622,24.1488,24.4186,24.6769
150,26.8445,23.2208,23.4246,23.7107
151,26.7725,22.9647,23.1336,23.4159
152,27.2918,22.9089,23.3591,23.0969
153,25.9179,21.6008,21.7248,22.2620
154,27.9400,23.7565,24.3693,22.7556
155,25.2187,20.6081,21.1189,20.9104
156,26.5811,21.1073,22.1575,21.8937
157,26.4843,20.5357,21.8908,22.3837
158,26.6960,21.5791,22.3302,22.5855
159,19.9272,17.6863,17.7975,20.8551
160,20.7416,13.6020,14.1963,15.2171
161,14.0846,11.2212,12.2834,13.6147
162,14.0591,13.5998,12.3592,13.4287
163,19.8868,19.8657,25.3829,13.5253
164,25.8628,26.3989,29.0653,13.9921
165,20.3165,17.3094,18.2412,14.7588
166,23.2535,18.9830,19.3656,17.4129
167,26.9744,21.2448,21.3886,19.6848
168,28.7127,22.5903,22.2979,21.2604
169,34.4278,26.3312,26.4177,23.9551
170,38.0326,29.8878,30.5995,28.8267
171,36.4839,29.4483,29.8634,29.6336
172,30.3236,26.7809,27.6463,29.0659
173,31.6279,27.8173,28.9973,29.7429
174,33.3152,29.4631,29.9813,29.3995
175,35.9520,28.2328,28.9680,28.5112
176,33.0264,25.5207,26.0338,26.5715
177,33.5603,25.8634,27.2883,26.8386
178,32.5157,25.9631,28.1974,27.5382
179,35.9454,26.5371,28.1151,28.1341
180,35.1343,28.7580,29.0655,28.7994
181,36.2969,28.8071,29.0240,29.0078
182,32.5584,29.1393,28.7174,28.5443
183,29.8520,27.2014,26.5509,27.5041
184,27.8610,23.7308,24.1777,25.5344
185,23.6208,25.2141,24.9972,25.1441
186,23.8315,24.3692,22.6621,24.4914
187,22.0409,21.5875,22.4494,23.4318
188,21.3221,21.3387,21.3927,22.7667
189,22.4702,22.3427,22.6525,22.0786
190,19.3656,18.9890,19.3312,19.0965
191,19.5233,19.9661,19.9000,17.7494
192,16.6431,15.9372,16.2748,16.1194
193,15.3119,14.5793,15.3420,13.4884
194,13.9868,12.9687,14.1810,13.4445
195,11.6424,10.1098,12.0870,12.7223
196,13.8451,12.7566,14.4608,13.2486
197,12.3575,11.5654,12.8761,13.5001
198,12.7277,11.8009,13.2547,13.7347
199,11.2589,10.2745,11.6568,12.6382
200,11.7322,10.6397,12.0172,12.7325
201,12.7977,11.6427,13.1042,13.0080
202,14.8134,13.5122,15.1299,14.6608
203,14.7972,13.5534,15.1147,15.0134
204,14.3477,13.3962,14.6791,14.8786
205,14.0016,13.1460,14.2399,14.3886
206,13.7766,12.7890,13.9754,13.8631
207,14.3850,13.5753,14.5452,13.8379
208,15.8246,14.7013,15.7038,13.9769
209,15.3606,14.3838,15.2930,14.2128
210,15.3463,14.4453,15.3003,14.5351
211,14.0701,13.5358,13.8337,15.2298
212,14.6043,14.3245,14.4475,15.3929
213,15.4539,14.8017,15.1468,15.0954
214,20.2200,18.5486,19.7091,17.3095
215,21.7588,20.8366,21.2149,18.6729
216,22.1742,22.0703,22.2428,19.8803
217,22.4953,22.1461,22.2814,21.1760
218,22.5768,21.1805,21.7654,21.6094
219,22.2381,21.2807,21.6046,21.7668
220,21.5663,20.8122,20.9899,21.9864
221,21.8719,21.2566,21.2311,22.2129
222,22.9593,22.2301,22.3164,22.4265
223,22.5193,21.6263,21.8390,22.2728
224,17.7914,17.8936,18.6136,21.3126
225,15.8614,16.3795,16.2077,19.3583
226,19.2304,17.7267,19.8058,18.4771
227,18.5246,16.9846,19.2249,17.3363
228,16.0000,15.8417,16.2409,16.3858
229,16.9770,16.5881,17.2230,16.1627
230,15.8962,16.0107,16.4047,16.0541
231,11.8244,11.1750,12.5963,13.9334
232,8.9577,8.8494,9.0375,11.2682
233,7.7247,7.5031,7.6124,7.1055
234,6.3242,6.2764,6.6773,7.0993
235,5.3722,3.7969,5.0846,5.4844
236,23.4212,15.2848,28.9666,3.4258
