Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
1,9.3429,9.3429,11.9145,11.9145,9.2885,9.2885,25.6969,25.6969,13.4056,13.4056,10.6739,10.6739,10.5434,10.5434,13.0059,13.0059,9.7153,9.7153,12.7235,12.7235,12.9043,12.9043,9.1752,9.1752,22.2073,22.2073,13.3266,13.3266,10.7883,10.7883,12.2155,12.2155,12.7694,12.7694
2,8.8306,9.0868,18.8245,15.3695,22.9193,16.1039,29.8418,27.7693,21.4542,17.4299,17.7057,14.1898,16.3116,13.4275,21.3062,17.1560,23.6868,16.7011,19.3718,16.0476,21.3291,17.1167,21.0611,15.1181,27.5419,24.8746,21.5311,17.4289,16.5304,13.6594,19.2481,15.7318,21.3454,17.0574
3,8.5134,8.8956,20.1347,16.9579,23.0792,18.4290,30.4902,28.6763,20.7770,18.5456,17.7730,15.3842,17.2657,14.7069,20.8781,18.3967,27.1463,20.1828,20.7746,17.6233,20.6911,18.3081,19.8632,16.6998,27.0540,25.6011,21.0188,18.6255,15.5108,14.2765,20.6889,17.3842,20.6028,18.2392
4,10.9832,9.4175,23.2725,18.5366,22.7062,19.4983,30.4235,29.1131,23.0766,19.6783,20.7674,16.7300,22.9012,16.7555,23.0176,19.5519,25.0032,21.3879,23.1655,19.0088,22.9332,19.4644,21.2916,17.8478,29.6888,26.6230,23.0506,19.7318,22.7840,16.4034,23.2772,18.8574,23.0943,19.4530
5,14.2223,10.3785,22.6327,19.3558,19.6875,19.5362,33.0837,29.9072,22.5918,20.2610,21.5772,17.6995,22.4553,17.8954,22.6482,20.1712,23.2739,21.7651,22.6265,19.7324,22.5536,20.0822,19.3475,18.1477,30.0906,27.3165,22.7868,20.3428,22.5123,17.6252,22.6308,19.6121,22.6101,20.0844
6,17.2684,11.5268,20.6109,19.5650,22.0885,19.9615,33.4800,30.5027,19.4233,20.1214,20.9098,18.2345,20.1036,18.2635,20.4291,20.2142,25.5217,22.3912,20.6464,19.8847,20.3367,20.1247,20.8214,18.5933,29.2673,27.6417,20.2483,20.3270,20.9740,18.1833,20.6417,19.7837,20.4832,20.1509
7,15.4440,12.0864,18.9336,19.4748,23.1816,20.4215,29.7365,30.3932,18.9222,19.9501,22.1200,18.7896,21.7943,18.7679,19.2557,20.0773,23.4583,22.5436,19.7903,19.8712,18.1457,19.8419,22.1907,19.1072,29.8097,27.9514,19.1238,20.1552,20.0337,18.4476,19.5602,19.7518,18.3973,19.9004
8,21.6843,13.2861,22.6413,19.8706,28.1465,21.3872,28.7941,30.1933,20.4886,20.0174,25.7752,19.6628,24.4607,19.4795,20.8532,20.1742,27.9307,23.2170,21.7305,20.1036,21.5969,20.0613,27.7978,20.1936,28.0341,27.9617,20.5656,20.2065,24.2268,19.1700,22.4658,20.0910,22.3547,20.2071
9,21.4059,14.1883,22.8337,20.1998,27.8121,22.1010,28.8380,30.0427,20.6658,20.0895,25.0709,20.2637,24.7326,20.0632,21.3382,20.3036,28.2750,23.7790,22.1617,20.3323,22.0653,20.2840,27.2638,20.9791,26.7305,27.8249,20.9997,20.2946,24.2349,19.7328,22.5703,20.3665,22.4817,20.4599
10,21.1982,14.8893,21.9428,20.3741,27.1011,22.6011,27.9172,29.8302,21.1272,20.1932,24.4153,20.6789,24.0275,20.4596,21.6783,20.4411,27.3304,24.1342,21.7077,20.4698,21.6905,20.4246,26.5773,21.5390,25.9890,27.6413,21.5225,20.4174,23.5405,20.1136,21.7421,20.5041,21.6688,20.5808
11,24.0328,15.7205,29.1352,21.1706,29.7753,23.2533,32.4588,30.0691,28.3111,20.9312,29.9716,21.5236,30.0929,21.3353,28.3914,21.1638,31.3513,24.7903,28.3605,21.1872,28.8463,21.1902,29.3629,22.2502,29.9647,27.8525,28.2412,21.1286,30.1485,21.0258,28.8078,21.2589,29.0956,21.3548
12,20.1521,16.0898,21.4311,21.1923,21.9182,23.1420,21.9567,29.3931,22.3365,21.0483,21.7938,21.5462,21.5626,21.3543,21.0933,21.1579,22.1501,24.5703,21.4192,21.2065,20.9650,21.1715,21.3524,22.1754,21.8187,27.3497,20.9963,21.1176,21.6842,21.0807,21.4079,21.2714,21.1287,21.3360
13,20.1118,16.3992,23.4410,21.3653,22.6024,23.1005,23.2881,28.9235,20.6573,21.0182,23.6557,21.7084,23.5300,21.5216,20.6319,21.1175,23.0578,24.4539,23.1719,21.3577,21.5454,21.2002,23.1591,22.2511,23.7078,27.0696,20.5006,21.0701,23.4921,21.2662,23.4185,21.4365,23.3496,21.4909
14,20.6107,16.7000,24.0824,21.5593,25.3221,23.2592,26.3140,28.7371,21.9705,21.0863,24.8939,21.9360,24.5738,21.7397,22.1429,21.1907,26.0061,24.5648,23.3232,21.4981,22.7966,21.3143,25.1652,22.4592,26.2032,27.0077,21.1761,21.0777,24.5793,21.5029,23.7764,21.6037,23.3351,21.6226
15,20.3559,16.9438,24.0908,21.7281,25.4345,23.4042,26.4630,28.5855,21.4188,21.1084,25.0222,22.1417,24.6814,21.9358,22.0335,21.2469,26.1613,24.6712,23.2355,21.6139,22.7625,21.4108,25.2964,22.6484,26.3362,26.9629,20.9124,21.0667,24.6955,21.7157,23.6880,21.7426,23.2415,21.7305
16,21.0291,17.1991,24.2018,21.8827,25.4868,23.5344,26.4589,28.4526,21.9595,21.1616,25.0658,22.3245,24.7437,22.1113,22.4761,21.3237,26.1154,24.7615,23.3769,21.7241,23.2744,21.5273,25.3261,22.8157,26.3542,26.9249,21.4003,21.0875,24.7476,21.9052,23.8126,21.8720,23.3713,21.8331
