Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
17,20.9429,17.4193,24.2225,22.0203,25.4948,23.6497,26.4653,28.3357,21.9734,21.2094,25.0725,22.4861,24.7536,22.2667,22.5618,21.3966,26.1290,24.8419,23.4085,21.8232,23.3743,21.6359,25.3335,22.9638,26.3631,26.8918,21.4911,21.1113,24.7544,22.0728,23.8393,21.9877,23.4037,21.9255
18,20.9401,17.6149,24.1280,22.1374,25.3856,23.7461,26.3566,28.2257,21.6684,21.2349,24.9805,22.6247,24.6679,22.4001,22.5229,21.4591,26.0458,24.9088,23.2968,21.9050,23.3088,21.7289,25.2566,23.0912,26.2689,26.8572,21.3743,21.1259,24.6588,22.2165,23.7195,22.0839,23.2845,22.0010
19,20.7585,17.7804,17.1530,21.8751,15.4774,23.3109,15.4546,27.5536,18.0106,21.0652,15.6255,22.2563,16.0869,22.0678,18.4800,21.3023,15.4072,24.4087,17.5039,21.6734,18.2049,21.5434,15.6760,22.7009,14.7159,26.2182,18.3161,20.9780,15.5792,21.8671,17.2727,21.8307,17.3655,21.7570
20,21.8524,17.9840,23.4925,21.9560,22.6046,23.2756,23.1434,27.3331,23.4919,21.1865,22.6015,22.2736,22.6149,22.0952,23.4920,21.4118,22.5796,24.3173,23.4919,21.7643,23.4944,21.6409,22.6045,22.6961,22.5445,26.0345,23.4919,21.1037,22.5938,21.9035,23.4919,21.9138,23.4932,21.8438
21,28.3551,18.4778,31.6924,22.4196,32.9028,23.7340,32.1916,27.5644,28.8825,21.5530,31.2831,22.7026,32.2871,22.5805,31.1503,21.8756,31.8853,24.6776,31.7224,22.2385,31.7197,22.1209,31.1616,23.0992,31.8366,26.3108,30.4983,21.5511,32.0697,22.3876,31.6653,22.3781,31.6630,22.3114
22,29.0175,18.9569,32.9357,22.8976,34.0450,24.2027,33.3931,27.8294,29.3806,21.9088,32.5605,23.1507,33.4807,23.0760,31.6814,22.3213,33.1124,25.0610,32.5788,22.7085,32.5994,22.5972,32.4491,23.5242,33.0677,26.6179,30.8549,21.9740,33.2814,22.8827,32.8792,22.8554,32.8793,22.7918
23,28.9065,19.3895,32.9011,23.3325,33.9955,24.6285,33.3525,28.0695,29.2585,22.2283,32.5312,23.5585,33.4388,23.5265,31.5276,22.7216,33.0755,25.4095,32.4129,23.1305,32.4340,23.0249,32.4213,23.9111,33.0315,26.8968,30.7126,22.3539,33.2422,23.3332,32.7809,23.2870,32.7830,23.2262
24,28.8154,19.7823,32.9572,23.7336,34.0499,25.0211,33.4148,28.2922,29.1552,22.5170,32.6034,23.9354,33.5000,23.9421,31.3968,23.0830,33.1411,25.7316,32.2714,23.5113,32.2923,23.4110,32.4948,24.2687,33.0976,27.1552,30.5917,22.6971,33.3058,23.7487,32.6837,23.6785,32.6881,23.6204
25,27.9122,20.1074,30.5866,24.0077,30.8244,25.2532,30.5211,28.3814,27.7765,22.7273,28.2796,24.1092,29.7952,24.1762,28.2866,23.2912,30.4835,25.9217,28.9786,23.7300,29.1064,23.6388,29.9624,24.4965,29.0766,27.2320,27.4390,22.8868,28.6607,23.9452,29.9527,23.9295,30.1631,23.8821
26,22.4922,20.1992,29.3557,24.2134,31.5360,25.4948,32.3640,28.5345,23.1105,22.7421,30.4958,24.3548,30.7475,24.4290,26.1911,23.4027,32.0477,26.1573,27.2728,23.8663,27.5740,23.7902,31.1065,24.7507,31.8876,27.4111,24.8565,22.9626,30.6279,24.2022,28.6181,24.1098,28.6409,24.0651
27,24.9951,20.3768,51.5057,25.2242,40.9493,26.0672,38.3156,28.8968,49.7326,23.7417,49.1521,25.2732,50.3403,25.3886,51.4206,24.4404,38.9863,26.6325,51.3409,24.8839,51.4666,24.8152,45.9541,25.5360,43.8574,28.0202,50.6593,23.9884,50.2311,25.1662,51.4185,25.1212,51.4385,25.0790
28,19.8060,20.3564,41.1870,25.7943,33.2820,26.3249,30.8627,28.9670,36.1601,24.1852,37.6464,25.7151,38.0592,25.8412,39.7578,24.9875,31.4350,26.8040,41.0732,25.4621,40.0197,25.3583,32.1436,25.7720,30.4920,28.1085,37.5025,24.4710,38.8188,25.6538,41.2262,25.6964,40.9704,25.6465
29,7.7360,19.9212,9.1759,25.2213,11.7311,25.8217,8.3836,28.2572,1.2492,23.3943,11.8177,25.2359,10.3654,25.3075,3.4711,24.2455,10.2340,26.2326,6.8552,24.8204,4.2740,24.6312,11.9703,25.2961,9.0683,27.4519,1.5920,23.6821,11.2071,25.1557,8.3362,25.0978,7.1405,25.0084
30,7.7600,19.5159,7.8112,24.6409,10.2229,25.3017,10.9311,27.6797,9.4447,22.9294,9.5317,24.7124,7.9002,24.7273,7.9802,23.7033,10.3776,25.7041,7.8399,24.2544,7.8845,24.0730,9.3352,24.7640,8.2577,26.8121,8.1918,23.1658,8.0228,24.5846,7.8131,24.5216,7.8191,24.4354
31,7.2730,19.1209,9.3341,24.1472,9.5589,24.7939,23.8772,27.5570,9.4491,22.4945,8.6493,24.1943,8.5874,24.2066,9.4347,23.2431,11.8032,25.2557,9.1298,23.7665,9.4295,23.6006,9.9231,24.2853,18.0134,26.5283,9.4307,22.7227,8.2009,24.0561,9.2844,24.0301,9.4424,23.9518
32,6.9477,18.7405,12.3047,23.7771,11.3263,24.3730,27.3129,27.5494,12.5312,22.1832,11.5577,23.7994,12.2493,23.8330,12.3657,22.9031,15.9409,24.9646,12.2669,23.4072,12.3599,23.2493,10.9803,23.8695,28.1463,26.5789,12.4612,22.4020,11.9217,23.6769,12.3178,23.6641,12.3300,23.5886
33,7.1108,18.3881,9.6150,23.3479,7.0338,23.8476,26.2330,27.5095,10.8033,21.8383,7.4710,23.3046,8.3119,23.3626,10.4362,22.5254,8.0873,24.4532,10.4628,23.0149,9.7140,22.8392,6.7398,23.3504,18.9686,26.3482,10.6702,22.0465,9.5101,23.2476,10.2433,23.2574,9.6923,23.1675
34,7.8659,18.0786,9.8135,22.9499,10.7725,23.4630,31.0540,27.6138,10.7245,21.5114,10.5586,22.9297,8.6932,22.9312,10.0917,22.1597,16.5040,24.2194,10.5373,22.6479,9.8741,22.4579,10.4744,22.9717,24.5519,26.2954,10.5676,21.7089,10.3155,22.8672,9.9872,22.8671,9.8438,22.7756
35,9.5623,17.8353,9.2168,22.5575,14.4581,23.2057,30.1225,27.6855,9.4038,21.1655,11.1735,22.5938,9.2734,22.5409,9.2176,21.7899,14.6703,23.9466,9.2182,22.2642,9.2168,22.0795,13.6699,22.7060,22.9837,26.2008,9.3012,21.3544,9.2018,22.4768,9.2168,22.4771,9.2168,22.3882
36,22.0474,17.9523,24.2486,22.6045,27.8905,23.3359,29.4920,27.7356,21.5005,21.1748,25.5452,22.6758,24.9771,22.6086,21.9765,21.7951,29.2238,24.0931,22.2232,22.2631,22.0218,22.0779,28.5012,22.8669,27.1992,26.2285,21.8334,21.3677,24.9654,22.5459,23.1243,22.4951,23.0875,22.4076
37,22.0729,18.0637,24.2782,22.6497,28.2245,23.4680,28.7590,27.7633,21.5240,21.1842,25.7699,22.7594,25.0356,22.6742,22.0010,21.8006,28.7946,24.2202,22.1308,22.2595,22.0367,22.0768,28.1542,23.0098,26.9913,26.2491,21.8143,21.3798,25.0231,22.6128,23.1455,22.5127,23.0904,22.4261
38,22.5868,18.1827,22.8235,22.6543,29.3760,23.6235,28.8140,27.7909,22.1319,21.2092,26.5979,22.8604,25.6956,22.7537,22.5824,21.8212,26.7871,24.2878,22.7172,22.2716,22.6484,22.0919,27.3482,23.1240,26.9786,26.2683,22.3458,21.4052,25.2094,22.6812,22.7872,22.5199,22.7372,22.4343
39,18.8105,18.1988,21.0695,22.6136,21.6185,23.5721,27.6425,27.7871,19.5903,21.1677,19.4453,22.7729,21.9052,22.7320,19.9568,21.7734,23.3198,24.2629,20.2963,22.2209,20.4145,22.0489,19.4231,23.0291,26.3907,26.2715,19.7262,21.3621,21.7651,22.6577,20.6371,22.4716,20.7076,22.3900
40,18.4401,18.2048,25.4741,22.6851,26.5146,23.6456,26.9976,27.7674,23.5794,21.2280,24.8973,22.8260,24.8313,22.7845,24.2356,21.8350,26.3479,24.3151,24.7323,22.2837,24.3093,22.1054,25.7242,23.0965,25.8115,26.2600,23.8725,21.4249,25.9067,22.7389,25.0150,22.5352,24.7362,22.4487
41,19.6513,18.2401,26.6239,22.7812,27.5934,23.7419,26.7490,27.7426,24.7780,21.3146,26.0086,22.9036,25.6279,22.8538,25.4264,21.9226,26.2550,24.3624,25.9233,22.3725,25.5030,22.1882,26.8281,23.1875,25.6514,26.2451,25.0607,21.5136,27.0450,22.8439,26.1939,22.6244,25.9301,22.5336
42,27.6171,18.4634,33.1561,23.0282,30.8724,23.9117,31.3479,27.8284,31.8968,21.5665,33.9188,23.1659,34.2722,23.1257,32.2468,22.1684,32.4470,24.5549,32.3381,22.6097,32.3893,22.4311,31.4174,23.3835,31.9925,26.3820,32.1004,21.7656,34.0722,23.1113,32.6541,22.8632,32.6000,22.7732
43,10.2499,18.2724,10.9978,22.7485,12.6540,23.6499,23.8216,27.7352,10.4096,21.3071,12.2319,22.9116,11.7621,22.8614,10.1915,21.8898,18.8210,24.4215,10.4727,22.3275,10.1939,22.1465,13.8771,23.1624,24.3596,26.3349,10.2853,21.4986,11.7806,22.8478,10.8409,22.5836,10.3989,22.4855
44,9.0847,18.0635,10.5135,22.4704,8.2070,23.2989,16.6335,27.4829,9.6905,21.0430,8.1274,22.5756,6.9166,22.4990,10.1885,21.6239,5.9239,24.0011,10.6520,22.0621,8.6536,21.8399,8.0536,22.8190,12.0226,26.0097,9.8418,21.2337,8.3976,22.5194,10.6343,22.3121,9.4904,22.1901
45,7.4594,17.8279,11.0945,22.2176,8.9788,22.9807,19.6223,27.3082,12.3771,20.8505,9.6345,22.2880,11.3510,22.2513,11.4354,21.3975,7.7586,23.6402,11.3771,21.8247,11.1970,21.6034,8.3720,22.4980,19.3281,25.8612,12.0554,21.0298,11.6672,22.2782,11.2442,22.0661,11.1541,21.9449
46,7.8275,17.6105,12.7746,22.0123,10.8800,22.7176,26.7134,27.2953,14.5825,20.7142,12.2600,22.0700,10.0169,21.9853,13.9142,21.2348,15.0011,23.4524,14.1139,21.6571,12.3698,21.4026,10.1577,22.2297,27.1335,25.8888,14.4021,20.8857,11.7478,22.0493,13.5839,21.8817,12.7799,21.7456
47,18.5751,17.6310,20.7977,21.9865,25.7564,22.7823,26.4364,27.2770,19.2998,20.6841,23.6307,22.1032,21.2633,21.9700,20.1555,21.2118,26.1334,23.5094,20.7078,21.6369,20.1529,21.3760,25.8039,22.3057,26.7417,25.9070,19.7714,20.8620,21.5358,22.0384,20.7195,21.8570,20.4908,21.7189
48,15.9077,17.5951,16.4989,21.8721,21.5744,22.7571,23.1431,27.1909,15.3672,20.5733,17.3952,22.0051,17.2869,21.8724,15.7912,21.0989,21.4559,23.4666,16.1164,21.5219,15.7975,21.2598,20.8854,22.2761,22.0220,25.8260,15.4947,20.7502,17.3527,21.9407,16.3133,21.7415,16.0850,21.6016
49,15.9084,17.5607,16.6082,21.7647,21.4901,22.7312,23.1564,27.1086,15.5432,20.4707,17.5715,21.9146,17.4521,21.7822,15.9544,20.9939,21.4436,23.4253,16.2453,21.4142,15.9689,21.1518,20.9175,22.2484,22.3351,25.7548,15.6996,20.6471,17.5082,21.8503,16.4104,21.6327,16.2083,21.4915
50,17.3613,17.5567,18.6351,21.7021,23.0064,22.7368,22.7980,27.0224,16.8527,20.3983,19.1931,21.8602,19.0452,21.7274,17.4083,20.9222,21.9303,23.3954,18.1143,21.3482,17.7495,21.0838,21.2595,22.2286,20.9199,25.6581,16.9361,20.5729,19.0982,21.7952,18.4198,21.5684,18.2318,21.4263
51,12.1220,17.4501,13.8864,21.5489,18.3299,22.6503,19.3801,26.8725,11.6463,20.2267,14.5614,21.7171,14.0923,21.5777,13.0210,20.7673,17.8248,23.2862,13.3150,21.1907,13.4203,20.9335,17.5826,22.1375,17.6291,25.5007,12.2257,20.4092,14.0844,21.6440,13.5261,21.4107,13.6519,21.2739
52,15.0340,17.4037,17.0684,21.4627,20.7335,22.6135,20.5162,26.7503,15.8128,20.1418,17.8893,21.6435,17.1669,21.4929,16.6963,20.6890,21.0145,23.2425,16.9046,21.1082,17.0183,20.8582,19.4846,22.0865,18.4563,25.3652,16.0223,20.3248,17.6275,21.5668,17.0648,21.3272,17.0675,21.1930
53,17.6488,17.4083,19.0874,21.4179,22.6265,22.6137,23.0344,26.6802,17.3174,20.0885,20.8273,21.6281,20.5809,21.4757,18.3125,20.6442,22.3898,23.2264,18.6933,21.0627,18.6582,20.8167,22.3304,22.0911,20.6501,25.2762,17.6579,20.2745,20.8036,21.5524,18.9779,21.2828,18.8654,21.1491
54,23.9364,17.5292,30.9971,21.5953,32.4052,22.7950,33.6116,26.8085,30.1053,20.2740,32.5072,21.8296,32.6427,21.6825,29.7841,20.8134,32.5835,23.3997,30.2378,21.2326,30.2796,20.9920,33.9990,22.3116,33.8995,25.4359,29.6544,20.4482,32.4217,21.7537,30.7178,21.4576,30.4429,21.3212
55,24.0732,17.6482,22.3691,21.6094,22.7152,22.7936,22.8924,26.7373,23.2803,20.3287,22.9427,21.8498,22.8198,21.7032,23.4629,20.8616,22.9790,23.3921,22.3219,21.2524,23.2882,21.0337,22.7678,22.3199,22.6575,25.3854,23.2002,20.4982,22.9307,21.7751,22.2953,21.4728,22.2154,21.3374
56,23.0932,17.7454,22.3969,21.6234,22.6834,22.7916,22.8972,26.6687,23.2187,20.3803,22.9243,21.8690,22.8370,21.7234,23.4608,20.9080,22.9519,23.3842,22.3918,21.2727,23.3437,21.0750,22.7413,22.3275,22.6561,25.3367,23.1384,20.5454,22.9324,21.7958,22.3436,21.4883,22.2829,21.3543
57,22.3994,17.8271,22.4341,21.6376,22.7143,22.7903,22.9093,26.6028,23.2317,20.4303,22.9661,21.8882,22.8828,21.7438,23.4776,20.9531,22.9827,23.3772,22.4333,21.2931,23.3628,21.1151,22.7662,22.3352,22.7206,25.2908,23.1569,20.5912,22.9731,21.8164,22.3865,21.5041,22.3333,21.3715
58,27.2177,17.9890,29.6075,21.7750,24.8135,22.8252,28.1143,26.6288,26.0214,20.5267,28.1611,21.9964,29.0569,21.8699,28.0052,21.0747,25.7688,23.4184,29.1124,21.4279,28.5133,21.2427,25.3944,22.3879,28.6368,25.3485,26.5884,20.6946,28.6333,21.9339,29.5239,21.6424,29.5973,21.5133
59,30.1490,18.1951,23.0678,21.7970,22.2100,22.8147,25.5753,26.6110,22.7992,20.5652,23.0421,22.0141,23.0395,21.8897,23.0121,21.1075,22.1262,23.3965,23.0232,21.4549,22.9830,21.2722,21.3533,22.3704,23.1547,25.3113,22.8634,20.7314,23.0878,21.9535,23.0581,21.6664,23.0726,21.5397
60,26.4186,18.3321,34.1528,22.0029,34.8001,23.0145,35.6938,26.7624,33.4971,20.7808,34.0115,22.2141,33.8602,22.0892,33.7405,21.3181,34.4747,23.5811,34.1545,21.6666,33.8400,21.4816,33.1714,22.5504,34.2901,25.4609,33.5218,20.9445,33.8788,22.1523,34.1683,21.8747,34.0830,21.7488
61,16.3796,18.3001,16.1674,21.9072,16.5433,22.9084,18.0659,26.6198,17.8700,20.7331,13.9449,22.0785,14.5904,21.9663,17.1611,21.2499,17.6110,23.4833,16.9722,21.5896,16.8672,21.4060,15.5656,22.4359,14.6665,25.2840,17.1359,20.8821,14.5126,22.0270,16.6925,21.7898,16.8362,21.6683
62,16.9510,18.2784,17.6831,21.8391,18.0868,22.8306,19.6098,26.5067,18.6802,20.6999,15.9424,21.9795,16.4380,21.8771,18.1419,21.1998,19.1306,23.4131,18.0868,21.5332,17.9308,21.3499,17.1208,22.3501,17.7575,25.1626,17.3095,20.8245,15.9686,21.9293,17.9549,21.7279,17.8827,21.6072
63,17.4645,18.2654,18.1239,21.7801,18.5334,22.7624,20.2115,26.4068,19.4927,20.6808,16.2144,21.8880,16.7863,21.7963,18.6696,21.1596,19.6331,23.3531,18.7312,21.4887,18.5553,21.3056,17.4677,22.2727,17.9386,25.0479,17.7774,20.7761,16.5970,21.8447,18.4495,21.6759,18.5354,21.5584
64,18.4865,18.2689,16.3579,21.6954,24.0284,22.7822,23.6662,26.3640,18.8658,20.6524,22.9218,21.9042,22.5323,21.8078,18.8670,21.1238,23.0798,23.3488,18.8549,21.4475,16.2511,21.2266,23.5206,22.2922,23.1720,25.0186,18.8662,20.7463,22.9756,21.8623,16.2982,21.5919,16.3794,21.4775
65,20.1649,18.2981,20.9838,21.6845,27.5130,22.8550,27.2273,26.3773,22.0152,20.6734,24.2171,21.9398,23.2407,21.8298,19.3418,21.0964,28.1774,23.4231,19.5534,21.4184,20.5403,21.2160,27.2254,22.3680,27.2183,25.0524,20.6220,20.7444,23.8896,21.8935,20.0490,21.5681,20.4782,21.4621
66,19.9075,18.3225,21.0685,21.6751,27.5332,22.9259,27.2252,26.3901,22.0366,20.6940,24.2259,21.9744,23.2360,21.8511,19.3715,21.0702,28.2188,23.4957,19.5739,21.3904,20.5375,21.2058,27.3299,22.4432,27.2565,25.0858,20.4982,20.7406,23.8896,21.9238,20.1581,21.5468,20.5164,21.4478
67,26.1717,18.4396,21.5452,21.6732,24.4925,22.9493,29.6046,26.4381,28.9261,20.8169,22.8271,21.9871,21.1288,21.8404,27.1935,21.1616,29.2584,23.5818,25.5818,21.4530,20.3967,21.1937,23.6230,22.4608,25.4967,25.0920,28.8631,20.8619,22.5877,21.9337,22.5741,21.5621,20.9740,21.4407
68,26.5364,18.5587,27.0765,21.7526,26.0450,22.9948,20.4509,26.3501,28.9267,20.9362,26.8027,22.0579,22.3984,21.8486,28.3930,21.2680,23.8948,23.5864,28.2335,21.5527,27.6977,21.2893,26.3806,22.5185,18.9557,25.0017,28.7644,20.9781,25.8432,21.9912,27.7915,21.6537,27.3863,21.5282
69,24.0225,18.6379,18.6666,21.7079,24.4186,23.0154,25.7311,26.3411,23.7185,20.9765,21.5501,22.0506,19.2014,21.8102,18.2026,21.2236,29.8292,23.6768,20.9484,21.5439,17.9881,21.2415,23.6863,22.5354,25.7184,25.0121,21.4488,20.9849,19.5374,21.9556,18.4177,21.6068,18.2922,21.4813
70,22.1215,18.6876,20.9743,21.6974,24.8388,23.0415,27.2877,26.3546,21.7714,20.9879,24.6565,22.0878,21.7300,21.8091,18.7713,21.1885,32.1373,23.7977,21.9601,21.5499,18.3053,21.1995,25.4880,22.5776,28.2796,25.0588,20.0476,20.9715,23.3055,21.9749,21.0275,21.5985,19.6757,21.4555
71,10.1451,18.5673,11.6694,21.5562,19.1063,22.9860,23.9864,26.3213,10.0354,20.8336,12.9535,21.9592,12.3278,21.6755,10.1458,21.0330,18.3263,23.7206,10.2792,21.3912,10.2509,21.0453,18.7731,22.5240,19.3131,24.9779,10.0616,20.8178,11.6192,21.8290,11.1080,21.4508,10.7524,21.3047
72,15.7484,18.5282,21.4010,21.5540,21.1860,22.9610,20.8328,26.2450,19.9223,20.8209,20.3425,21.9367,21.6872,21.6757,20.9444,21.0318,20.8871,23.6813,20.4975,21.3787,20.5168,21.0380,19.2010,22.4778,20.3055,24.9130,20.1587,20.8087,21.6540,21.8266,21.2249,21.4476,21.1767,21.3030
73,16.7967,18.5044,20.9201,21.5454,21.6779,22.9435,21.4985,26.1800,19.6477,20.8049,20.2071,21.9130,21.4844,21.6731,20.2922,21.0216,21.1931,23.6472,19.7328,21.3562,19.9348,21.0229,19.8925,22.4424,20.5663,24.8534,19.9514,20.7969,21.5089,21.8222,20.7560,21.4382,20.4183,21.2908
74,16.3713,18.4756,19.4086,21.5165,19.1508,22.8922,19.8667,26.0947,19.8254,20.7916,18.3555,21.8649,18.9003,21.6356,18.9670,20.9939,19.6564,23.5933,18.9488,21.3237,19.5381,21.0028,18.6604,22.3913,19.3207,24.7787,19.5618,20.7803,18.9571,21.7835,19.0939,21.4065,19.4861,21.2665
75,18.9358,18.4817,21.0884,21.5108,23.4386,22.8995,22.3647,26.0450,21.0409,20.7950,21.8899,21.8653,21.0413,21.6277,21.3320,20.9984,22.2342,23.5751,21.0154,21.3196,21.0488,21.0034,22.9818,22.3992,21.9261,24.7406,21.5814,20.7909,21.2679,21.7767,21.0824,21.4022,21.0328,21.2633
76,22.7322,18.5377,24.1576,21.5456,22.6044,22.8956,22.9054,26.0036,21.4499,20.8036,23.4090,21.8856,24.8415,21.6700,22.9540,21.0241,22.0146,23.5546,22.8702,21.3400,24.2262,21.0458,22.1928,22.3965,23.3033,24.7217,21.9108,20.8057,24.4092,21.8113,23.7548,21.4331,24.2683,21.3029
77,24.3788,18.6135,25.3838,21.5954,23.7792,22.9071,27.6049,26.0244,25.3347,20.8624,24.1665,21.9152,24.3843,21.7052,25.5920,21.0834,24.0740,23.5614,25.5839,21.3951,26.2208,21.1130,23.9608,22.4168,25.7232,24.7347,25.3883,20.8652,24.1090,21.8411,25.5582,21.4867,25.8626,21.3621
