Frame,MSE_KF,Avg_MSE_KF
1,16.7673,16.7673
2,16.2833,16.5253
3,16.3169,16.4558
4,16.2302,16.3994
5,16.0636,16.3322
6,13.9018,15.9272
7,14.5978,15.7373
8,15.7622,15.7404
9,15.6208,15.7271
10,15.4794,15.7023
11,15.4088,15.6756
12,18.6445,15.9230
13,18.5140,16.1223
14,18.2920,16.2773
15,17.8433,16.3817
16,17.2109,16.4335
17,16.4467,16.4343
18,17.3170,16.4834
19,17.3761,16.5303
20,17.3313,16.5704
21,17.6525,16.6219
22,17.8475,16.6776
23,18.3159,16.7489
24,18.3360,16.8150
25,18.5370,16.8839
26,19.2961,16.9766
27,18.7268,17.0415
28,17.4564,17.0563
29,17.1024,17.0579
30,16.6191,17.0432
31,16.3466,17.0208
32,16.1858,16.9947
33,15.7727,16.9577
34,15.8987,16.9265
35,15.9406,16.8983
36,17.1003,16.9039
37,16.9002,16.9038
38,16.4246,16.8912
39,16.1237,16.8716
40,16.0474,16.8510
41,16.5816,16.8444
42,16.8963,16.8456
43,17.3941,16.8584
44,16.2920,16.8455
45,14.1511,16.7856
46,10.9322,16.6584
47,10.3086,16.5233
48,10.1403,16.3903
49,10.5963,16.2720
50,10.9233,16.1651
51,11.8192,16.0799
52,11.7773,15.9971
53,11.6665,15.9154
54,12.2795,15.8481
55,12.9790,15.7959
56,14.0869,15.7654
57,13.8189,15.7312
58,15.7857,15.7322
59,20.7341,15.8170
60,24.0468,15.9541
61,24.2830,16.0907
62,26.9144,16.2652
63,27.7489,16.4475
64,29.2091,16.6469
65,29.5873,16.8460
66,29.5969,17.0392
67,30.7245,17.2435
68,32.3215,17.4652
69,32.2646,17.6797
70,33.6687,17.9081
71,36.2314,18.1662
72,39.2055,18.4584
73,43.1021,18.7960
74,49.0673,19.2050
75,44.5401,19.5428
76,38.5370,19.7928
77,25.7068,19.8696
78,20.2659,19.8747
79,17.0893,19.8394
80,14.2911,19.7700
81,13.7857,19.6962
82,13.1248,19.6160
83,15.1838,19.5626
84,13.7536,19.4935
85,12.0299,19.4057
86,12.9716,19.3308
87,13.4523,19.2633
88,15.7045,19.2228
89,18.2294,19.2117
90,19.4373,19.2142
91,19.6030,19.2185
92,21.9355,19.2480
93,21.8147,19.2756
94,18.7022,19.2695
95,16.9055,19.2446
96,17.0614,19.2219
97,17.7827,19.2070
98,20.9261,19.2246
99,21.5801,19.2484
100,23.7026,19.2929
101,25.9792,19.3591
102,28.1359,19.4451
103,31.8588,19.5657
104,34.4672,19.7090
105,32.6746,19.8324
106,32.3630,19.9506
107,32.5355,20.0683
108,35.3613,20.2099
109,34.0303,20.3367
110,35.2060,20.4718
111,36.1694,20.6133
112,37.4652,20.7637
113,36.9795,20.9072
114,35.7112,21.0371
115,36.3155,21.1699
