Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,76.0494,76.0494,75.9772,75.4148,76.0471,76.0494,76.0494,75.9772,75.4148,76.0471
2,75.5192,75.5192,75.4567,74.9875,74.9875,75.7843,75.7843,75.7169,75.2011,75.5173
3,71.2412,71.2412,71.1791,70.7407,70.7407,74.2700,74.2700,74.2043,73.7143,73.9251
4,69.8097,69.8097,69.7446,69.3139,69.3139,73.1549,73.1549,73.0894,72.6142,72.7723
5,68.6802,68.6802,68.5564,67.6597,67.6597,72.2600,72.2600,72.1828,71.6233,71.7498
6,67.0247,67.0247,67.6769,65.8284,65.8284,71.3874,71.3874,71.4318,70.6575,70.7629
7,66.6217,66.6217,66.9944,65.7723,65.7723,70.7066,70.7066,70.7979,69.9596,70.0499
8,63.5193,63.5193,65.1751,62.4908,62.4908,69.8082,69.8082,70.0950,69.0260,69.1051
9,70.9364,70.9364,63.3252,70.5260,71.3369,69.9335,69.9335,69.3428,69.1927,69.3530
10,71.5365,71.5365,62.6720,71.2472,72.1270,70.0938,70.0938,68.6758,69.3981,69.6304
11,68.3162,68.3162,63.3941,67.1924,69.4335,69.9322,69.9322,68.1956,69.1976,69.6125
12,52.3515,52.3515,61.3797,52.0770,52.3486,68.4672,68.4672,67.6276,67.7709,68.1739
13,54.4553,54.4553,61.0807,53.9229,55.5159,67.3893,67.3893,67.1240,66.7057,67.2002
14,33.4803,33.4803,52.5571,33.7307,37.2145,64.9673,64.9673,66.0835,64.3503,65.0583
15,25.3837,25.3837,41.0579,24.9853,28.6145,62.3284,62.3284,64.4151,61.7260,62.6288
16,17.7790,17.7790,33.7950,17.9743,18.5091,59.5440,59.5440,62.5014,58.9915,59.8713
17,16.7612,16.7612,29.1155,16.4982,16.4982,57.0274,57.0274,60.5375,56.4919,57.3199
18,19.7132,19.7132,27.1827,19.1715,19.6893,54.9544,54.9544,58.6845,54.4185,55.2293
19,21.4143,21.4143,27.0497,21.7641,21.7641,53.1891,53.1891,57.0195,52.6999,53.4680
20,15.9945,15.9945,25.9110,16.4515,16.8543,51.3294,51.3294,55.4641,50.8875,51.6373
21,13.7160,13.7160,22.4092,15.0277,15.2223,49.5383,49.5383,53.8900,49.1799,49.9033
22,16.9434,16.9434,21.5430,17.0767,17.8404,48.0567,48.0567,52.4197,47.7206,48.4459
23,17.6082,17.6082,20.2974,17.3255,19.5248,46.7328,46.7328,51.0231,46.3991,47.1884
24,15.4756,15.4756,18.8930,15.4007,16.0270,45.4304,45.4304,49.6843,45.1075,45.8900
25,16.4590,16.4590,18.6612,13.7779,18.0969,44.2716,44.2716,48.4434,43.8543,44.7783
26,16.8916,16.8916,17.8638,16.5141,17.0108,43.2185,43.2185,47.2673,42.8028,43.7103
27,13.0359,13.0359,14.9131,12.4513,13.4292,42.1006,42.1006,46.0690,41.6786,42.5888
28,13.7418,13.7418,14.3372,12.7444,13.7899,41.0878,41.0878,44.9357,40.6453,41.5603
29,12.9073,12.9073,14.1436,10.8318,13.1353,40.1161,40.1161,43.8739,39.6172,40.5801
30,12.2348,12.2348,13.2763,9.0660,13.3441,39.1867,39.1867,42.8540,38.5988,39.6722
31,13.1721,13.1721,13.1662,8.0077,14.4549,38.3475,38.3475,41.8963,37.6120,38.8588
32,12.2273,12.2273,13.1607,9.7927,13.5540,37.5313,37.5313,40.9983,36.7427,38.0680
33,20.7912,20.7912,18.3301,20.9284,23.0825,37.0240,37.0240,40.3114,36.2635,37.6139
34,20.8324,20.8324,19.0543,20.8082,23.2984,36.5478,36.5478,39.6862,35.8089,37.1928
35,20.8809,20.8809,20.1255,19.9573,23.8746,36.1001,36.1001,39.1273,35.3560,36.8123
36,21.9073,21.9511,21.3144,21.2508,24.1552,35.7059,35.7071,38.6325,34.9642,36.4607
37,23.4776,23.6735,23.3323,22.7327,25.7251,35.3754,35.3819,38.2190,34.6336,36.1706
38,23.9551,24.0627,23.5893,23.4466,26.1267,35.0749,35.0840,37.8340,34.3392,35.9063
39,24.0065,24.3022,23.7622,23.6747,26.1485,34.7911,34.8076,37.4732,34.0658,35.6561
40,22.6482,22.6484,23.2296,21.2982,24.7537,34.4875,34.5036,37.1171,33.7466,35.3835
41,23.0659,23.0629,23.6418,22.1764,25.7149,34.2089,34.2245,36.7884,33.4644,35.1477
42,23.0943,23.0914,23.5280,22.1854,25.7146,33.9443,33.9595,36.4727,33.1958,34.9231
43,23.2460,23.2437,23.4728,22.4277,26.0384,33.6955,33.7103,36.1704,32.9454,34.7165
44,23.0087,23.0022,23.4124,22.8572,25.4743,33.4526,33.4669,35.8804,32.7161,34.5064
45,23.0087,23.0022,23.2633,22.8572,25.4743,33.2205,33.2343,35.6000,32.4970,34.3057
46,24.0621,24.0507,24.1205,24.2117,28.6859,33.0214,33.0347,35.3505,32.3169,34.1835
47,24.2523,24.2424,24.0867,24.6348,29.4958,32.8348,32.8476,35.1108,32.1535,34.0838
48,25.4405,25.3618,24.4947,24.9723,30.8433,32.6808,32.6917,34.8897,32.0039,34.0163
49,25.5662,25.4939,24.8465,25.2061,30.9336,32.5356,32.5448,34.6847,31.8651,33.9534
50,25.6056,25.5301,25.1587,25.6579,30.7560,32.3970,32.4045,34.4942,31.7410,33.8894
51,25.5999,25.5275,25.2240,25.9640,30.4227,32.2637,32.2696,34.3124,31.6277,33.8215
52,26.3548,25.9543,26.1711,27.3528,31.1109,32.1501,32.1482,34.1558,31.5455,33.7693
53,26.4031,25.8330,26.7417,28.4496,30.0699,32.0417,32.0290,34.0160,31.4871,33.6995
54,23.3335,22.8148,25.6510,24.7380,27.9171,31.8804,31.8584,33.8610,31.3621,33.5924
55,20.2592,19.7651,23.2514,23.0881,23.3231,31.6691,31.6385,33.6681,31.2117,33.4057
56,22.1637,21.4826,22.2282,25.1707,25.4849,31.4994,31.4572,33.4639,31.1038,33.2643
57,23.2623,22.5273,22.2261,25.2572,25.7715,31.3549,31.3005,33.2667,31.0012,33.1328
58,23.2600,22.5634,21.8112,25.2807,25.7834,31.2153,31.1499,33.0692,30.9026,33.0061
59,24.3823,23.6115,22.7456,26.5546,26.7324,31.0995,31.0221,32.8942,30.8289,32.8998
60,26.3915,25.8209,24.3997,28.1616,30.5094,31.0210,30.9354,32.7526,30.7844,32.8599
61,27.8447,27.1098,25.0999,28.8622,32.2410,30.9689,30.8727,32.6272,30.7529,32.8498
62,25.3463,24.9808,24.6962,26.3600,28.0960,30.8782,30.7777,32.4993,30.6821,32.7731
63,25.2743,24.9100,24.2509,26.2866,28.0165,30.7893,30.6845,32.3683,30.6123,32.6976
64,29.2133,28.1929,29.3363,30.1520,31.9137,30.7647,30.6456,32.3210,30.6051,32.6854
65,24.7933,24.6891,26.5445,26.5775,27.4359,30.6728,30.5540,32.2321,30.5432,32.6046
66,23.9205,24.0242,23.1027,25.1109,25.9841,30.5705,30.4550,32.0938,30.4608,32.5043
67,25.3893,25.5588,22.9730,27.1777,27.2043,30.4932,30.3819,31.9576,30.4118,32.4252
68,25.6457,27.1421,23.0970,26.8081,29.1927,30.4219,30.3343,31.8273,30.3588,32.3777
69,27.0004,27.5939,22.2703,28.4945,29.3064,30.3723,30.2946,31.6888,30.3318,32.3332
