Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,29.6673,29.6673,29.8495,29.3403,32.6612,29.6673,29.6673,29.8495,29.3403,32.6612
2,29.2907,29.1785,29.4818,28.9233,28.9233,29.4790,29.4229,29.6657,29.1318,30.7923
3,29.8618,29.7497,30.0449,29.5670,29.5670,29.6066,29.5318,29.7921,29.2769,30.3838
4,29.8245,29.7282,30.0002,29.7108,29.7108,29.6611,29.5809,29.8441,29.3854,30.2156
5,30.1283,30.0521,30.3169,30.3351,30.3351,29.7545,29.6752,29.9387,29.5753,30.2395
6,31.1733,31.1244,31.3629,30.9697,31.9591,29.9910,29.9167,30.1760,29.8077,30.5261
7,31.5776,31.5126,31.7101,31.2000,32.2875,30.2176,30.1447,30.3952,30.0066,30.7777
8,32.4092,32.5309,32.2435,29.6451,32.5536,30.4916,30.4430,30.6262,29.9614,30.9997
9,32.8256,32.9373,32.9793,31.2292,33.1642,30.7509,30.7201,30.8877,30.1023,31.2402
10,32.7575,33.0911,33.4538,30.9868,33.3237,30.9516,30.9572,31.1443,30.1907,31.4485
11,33.3121,33.0299,33.7418,28.9439,28.9439,31.1662,31.1456,31.3804,30.0774,31.2208
12,31.9621,31.8326,34.0612,26.2360,26.2360,31.2325,31.2029,31.6038,29.7573,30.8054
13,27.8224,27.9621,32.8466,24.1454,24.1454,30.9702,30.9536,31.6994,29.3256,30.2931
14,30.3371,30.8757,32.4284,26.4630,29.1282,30.9250,30.9480,31.7515,29.1211,30.2099
15,33.1688,32.3984,31.7437,28.7393,29.1352,31.0746,31.0447,31.7510,29.0957,30.1383
16,25.0443,25.0936,26.8628,24.7443,24.9163,30.6977,30.6728,31.4455,28.8237,29.8119
17,24.8656,25.5390,23.3207,24.4513,26.5450,30.3546,30.3708,30.9675,28.5665,29.6197
18,24.9453,25.4698,22.5672,24.7116,26.3279,30.0541,30.0985,30.5008,28.3523,29.4368
19,25.0810,25.5090,23.5228,25.0534,25.9652,29.7923,29.8570,30.1336,28.1787,29.2541
20,22.9123,23.4357,24.8996,23.4575,23.4575,29.4483,29.5359,29.8719,27.9426,28.9643
21,15.8248,16.6231,22.2876,15.6262,15.6262,28.7996,28.9210,29.5107,27.3562,28.3292
22,20.5025,19.2815,20.6073,16.8673,16.9010,28.4225,28.4828,29.1060,26.8794,27.8097
