Frame,MSE_KF,Avg_MSE_KF
1,19.3208,19.3208
2,19.0461,19.1835
3,21.3472,19.9047
4,21.0683,20.1956
5,21.1601,20.3885
6,19.5961,20.2564
7,19.4939,20.1475
8,19.4890,20.0652
9,17.8713,19.8214
10,17.7569,19.6150
11,15.6246,19.2522
12,15.5512,18.9438
13,15.2558,18.6601
14,15.1633,18.4103
15,16.6629,18.2938
16,16.4499,18.1786
17,16.5972,18.0856
18,18.9452,18.1333
19,18.8097,18.1689
20,19.2673,18.2238
21,19.4114,18.2804
22,19.7475,18.3471
23,20.5804,18.4442
24,21.3385,18.5648
25,20.6308,18.6474
26,19.7997,18.6917
27,18.7289,18.6931
28,18.3364,18.6804
29,18.4184,18.6713
30,18.6080,18.6692
31,17.3750,18.6275
32,16.5884,18.5638
33,16.1379,18.4902
34,15.4924,18.4021
35,15.5842,18.3216
36,15.6174,18.2464
37,15.0715,18.1606
38,16.5595,18.1185
39,17.2764,18.0969
40,17.3934,18.0793
41,16.6371,18.0441
42,14.6075,17.9623
43,14.4675,17.8810
44,16.6872,17.8539
45,18.2760,17.8633
46,19.5396,17.8997
47,21.2079,17.9701
48,19.3894,17.9997
49,18.2168,18.0041
50,20.0541,18.0451
51,21.7132,18.1170
52,25.4308,18.2577
53,31.6777,18.5109
54,33.9875,18.7975
55,37.2784,19.1335
56,35.0184,19.4172
57,28.5592,19.5776
58,27.7169,19.7179
59,24.6405,19.8013
60,25.3617,19.8940
61,23.2982,19.9498
62,21.9343,19.9818
63,19.6887,19.9772
64,18.2563,19.9503
65,15.4443,19.8810
66,13.5307,19.7847
67,13.7664,19.6949
68,15.4863,19.6330
69,16.4657,19.5871
70,18.1774,19.5670
71,17.7060,19.5408
72,16.6534,19.5007
73,18.0451,19.4807
74,23.1901,19.5309
75,24.4443,19.5964
76,27.6024,19.7017
77,36.1135,19.9149
78,37.6383,20.1421
79,31.5366,20.2863
80,30.5947,20.4152
81,29.4019,20.5261
82,27.4204,20.6102
83,26.6159,20.6825
84,28.4077,20.7745
85,27.9256,20.8586
86,29.9707,20.9646
87,32.3637,21.0956
88,37.4105,21.2810
89,36.3051,21.4498
90,36.6223,21.6184
91,32.4098,21.7370
92,28.6699,21.8124
93,26.7047,21.8650
94,27.7185,21.9272
95,29.9203,22.0114
96,29.8955,22.0935
97,29.6756,22.1717
98,29.7109,22.2486
99,29.5709,22.3226
100,29.4613,22.3939
101,29.4437,22.4637
102,29.3638,22.5314
103,29.5205,22.5992
104,29.2505,22.6632
105,23.5844,22.6720
106,23.4162,22.6790
107,28.1198,22.7298
108,33.6535,22.8310
109,41.8185,23.0052
110,50.4351,23.2545
111,33.3605,23.3456
112,26.2383,23.3714
113,21.4955,23.3548
114,19.5173,23.3212
115,19.5868,23.2887
116,18.6571,23.2488
117,19.0177,23.2126
118,17.9096,23.1677
119,15.4065,23.1024
120,13.7549,23.0245
121,13.4715,22.9456
122,15.1417,22.8816
123,21.5744,22.8710
124,35.7464,22.9748
125,61.5566,23.2835
126,71.7528,23.6682
127,51.1662,23.8847
128,37.9773,23.9948
129,26.1470,24.0115
130,20.8188,23.9869
131,16.8379,23.9323
132,15.7923,23.8707
133,16.1799,23.8128
134,17.0790,23.7626
135,17.0420,23.7128
136,17.1666,23.6647
137,20.2987,23.6401
