Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
89,22.8357,23.5187,19.7786,24.8120
90,22.9107,23.6475,20.0037,24.7546
91,22.3684,23.6393,19.7722,21.6104
92,22.6692,24.4135,19.8792,20.3674
93,21.7079,23.2911,18.7452,18.1141
94,20.4931,21.3049,17.3982,18.6370
95,20.9302,22.9787,18.2542,20.2717
96,21.1809,22.3615,18.3003,19.5394
97,19.6176,23.0361,18.1732,18.7333
98,19.8525,22.5440,18.2457,18.1235
99,19.6416,22.2076,17.8763,18.9085
100,25.9892,27.7606,23.2546,16.8591
101,26.3228,28.3429,23.8349,15.4515
102,27.8301,29.3715,26.5092,17.5027
103,25.9971,27.1699,23.6130,19.6468
104,26.7493,26.8102,23.7605,24.0320
105,19.7293,23.2886,18.6798,21.6050
106,26.9085,25.7767,23.9938,19.1515
107,25.3973,26.5624,24.6912,19.4561
108,40.0548,38.9781,36.5886,23.7823
109,40.6596,39.0772,37.2807,26.1857
110,45.3913,45.7503,44.7309,30.9182
111,38.2595,38.9001,38.5740,31.6179
112,30.4202,27.4612,29.5990,29.5188
113,29.2080,26.0198,28.0243,25.5626
114,27.0568,25.4600,26.6753,22.1095
115,29.3732,26.7692,28.1693,24.1956
116,28.2886,22.7938,26.5984,24.7398
117,29.2477,25.4971,27.1931,23.6209
118,36.0642,30.5124,32.3212,23.2817
119,43.9251,41.4237,41.9336,25.8615
120,39.5545,36.6642,38.7640,30.3060
121,41.5852,37.1210,41.3080,34.6782
122,25.8308,22.4995,26.2596,34.3591
123,37.9350,35.2695,38.6026,36.4479
124,43.5701,46.1921,44.7171,36.7680
125,34.8448,36.8194,36.7306,35.4756
126,30.7149,30.0021,30.6860,31.9144
127,28.8773,27.2785,28.3353,32.3294
128,31.4887,33.1356,31.5938,29.2411
129,24.2535,25.7554,24.1329,26.7446
130,21.8050,23.5324,22.2771,25.2658
131,18.8575,22.2576,20.2479,23.0178
132,22.5722,25.4037,22.5741,21.4152
133,23.7320,26.7612,24.2526,21.0942
134,22.7686,24.9729,23.5830,19.5706
135,23.5275,25.9472,24.0554,20.5753
136,23.8115,26.7759,24.0459,21.2130
137,19.1212,21.2531,19.0517,21.0763
138,17.3423,20.1281,17.8983,21.2079
139,16.9267,19.5955,16.7155,18.0843
140,22.8904,20.6675,19.6037,15.9300
141,16.9564,18.9899,16.6630,16.6212
142,17.0495,19.7890,17.2954,17.0853
143,17.3563,20.2903,17.4087,17.7848
144,18.6116,21.3671,18.3559,17.4069
145,19.7901,20.7455,19.4139,17.6878
146,21.5937,21.6636,20.6248,18.6178
147,26.8624,26.6877,26.7572,20.8208
148,19.1959,19.3355,19.2619,20.0659
149,15.4075,15.4393,14.9571,18.0500
150,29.6785,28.5439,28.9740,19.5790
151,27.0481,24.5150,26.2650,20.9636
152,23.6250,22.9727,23.6074,21.7580
153,24.2672,23.8607,24.2109,23.0583
154,25.1411,25.0692,25.2802,25.2080
155,27.8212,27.7920,27.9621,25.4028
156,29.0287,28.7675,27.4378,25.6229
157,29.1873,28.2802,27.9239,26.7940
158,30.2063,30.1011,30.1943,28.4621
159,27.9965,27.3736,27.8957,28.2060
160,29.1646,27.5444,27.9789,27.9175
161,29.4930,28.0333,26.8214,27.6824
162,28.9896,25.9895,26.2595,25.9169
163,28.4644,25.0994,25.8482,24.9594
164,28.0283,25.4186,25.0406,25.1099
165,27.8794,23.8232,23.4938,25.1143
166,26.6824,22.5016,22.5832,24.3844
167,27.7728,25.0898,25.1910,24.1822
168,28.7386,25.4279,26.7647,24.1220
169,25.4858,25.4578,23.5846,24.4406
170,29.9128,23.3954,22.9159,22.4274
171,31.0582,30.6110,34.1015,24.4014
172,31.6596,31.2861,34.4002,26.3140
173,31.7587,30.7158,33.8072,29.7128
174,32.3041,35.5897,35.7246,33.2973
175,26.1108,24.6749,24.4481,32.5496
176,27.1921,29.9705,30.3132,31.1584
177,23.0039,23.9282,26.1924,29.0048
178,25.9586,24.7830,26.4761,27.7284
179,26.1521,29.2802,27.9588,27.9398
180,28.8641,30.7050,29.7285,28.9329
181,26.8452,31.0532,28.8715,29.8487
182,31.0553,32.2511,31.6812,27.6126
183,31.1194,32.9667,31.8988,28.0386
184,31.9663,32.3884,30.3831,28.4260
185,24.1730,21.6163,24.7544,27.8682
186,22.6830,26.2231,27.4380,27.8222
187,19.9840,22.8779,22.8079,24.4338
188,24.8775,25.3130,25.5701,23.6132
189,30.0648,28.4435,29.9584,24.7272
190,29.2555,29.1656,29.2629,25.6160
191,33.3750,32.9034,33.4839,34.1971
192,32.6795,32.2764,32.7879,32.9935
193,31.8447,29.9985,32.0838,31.8066
194,30.7667,30.5372,30.8135,30.7527
195,28.8309,28.8193,28.8515,29.5442
196,25.4046,25.4046,25.4046,25.8806
197,22.3228,22.3228,22.3228,23.4198
198,9.6240,9.6240,9.6240,10.0866
199,11.6503,11.6503,11.6503,11.8577
200,7.0685,7.0685,7.0685,7.0837
201,7.1996,7.1996,7.1996,7.2571
202,7.7265,7.7265,7.7265,7.4551
203,8.3212,8.3212,8.3212,8.0619
204,8.5509,8.5509,8.5509,8.5170
205,7.7836,7.7836,7.7836,7.8308
206,7.9164,7.9164,7.9164,7.9197
207,7.5770,7.5770,7.5770,7.7416
208,7.4665,7.4665,7.4665,7.6247
209,7.5438,7.5438,7.5438,7.6219
210,7.7588,7.7588,7.7588,7.8038
211,7.4197,7.4197,7.4197,7.3513
212,7.2214,7.2214,7.2214,7.1876
213,7.4408,7.4408,7.4408,7.4379
214,6.8087,6.8087,6.8087,6.8033
215,7.1668,7.1668,7.1668,7.1621
216,7.2377,7.2377,7.2377,7.2375
217,7.5590,7.5590,7.5590,7.5590
218,8.0057,8.0057,8.0057,8.0037
219,8.1966,8.1966,8.1966,8.1965
220,8.6180,8.6180,8.6180,8.6118
221,9.1946,9.1946,9.1946,9.1934
222,10.0099,10.0099,10.0099,10.0048
223,7.6388,7.6388,7.6388,7.6255
224,8.9243,8.9243,8.9243,8.9003
