Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,9.0188,9.0188,9.8178,10.0188,13.1732,9.0188,9.0188,9.8178,10.0188,13.1732
2,9.2436,9.2436,10.0835,10.0108,10.0108,9.1312,9.1312,9.9507,10.0148,11.5920
3,8.7677,8.7677,9.5915,10.2094,10.2094,9.0100,9.0100,9.8309,10.0797,11.1311
4,8.7677,8.7677,9.5915,10.2094,10.2094,8.9494,8.9494,9.7711,10.1121,10.9007
5,8.8643,8.8643,9.7140,10.4216,10.6835,8.9324,8.9324,9.7597,10.1740,10.8572
6,8.8643,8.8643,9.7140,10.4216,10.6835,8.9211,8.9211,9.7520,10.2152,10.8283
7,8.8643,8.8643,9.7140,10.4216,10.6835,8.9130,8.9130,9.7466,10.2447,10.8076
8,20.5051,20.5051,10.2590,19.4982,23.4016,10.3620,10.3620,9.8106,11.4014,12.3819
9,19.7313,19.7313,11.5847,21.9645,22.1677,11.4030,11.4030,10.0078,12.5751,13.4692
10,20.4187,20.4187,13.9097,22.5255,23.0122,12.3046,12.3046,10.3980,13.5701,14.4235
11,20.1612,20.1612,16.0896,19.1767,21.8085,13.0188,13.0188,10.9154,14.0798,15.0948
12,23.3779,23.3779,20.8930,23.4341,25.1952,13.8821,13.8821,11.7468,14.8593,15.9365
13,20.5605,20.5605,20.4487,22.4332,24.8721,14.3958,14.3958,12.4162,15.4419,16.6239
14,21.3681,21.3681,20.2530,23.6666,23.6666,14.8938,14.8938,12.9760,16.0294,17.1269
15,22.3513,22.3513,21.3157,25.0935,25.8404,15.3910,15.3910,13.5320,16.6337,17.7078
16,15.3372,15.3372,18.8501,16.3359,16.5384,15.3876,15.3876,13.8644,16.6151,17.6347
17,14.1926,14.1926,16.0634,15.6538,16.9866,15.3173,15.3173,13.9937,16.5585,17.5966
18,19.6060,19.6060,16.2418,20.4017,21.5290,15.5556,15.5556,14.1186,16.7720,17.8151
19,17.9333,17.9333,15.5325,19.8054,19.8054,15.6807,15.6807,14.1930,16.9317,17.9198
20,15.2100,15.2100,14.2648,15.3688,20.7465,15.6572,15.6572,14.1966,16.8535,18.0612
21,16.8613,16.8613,15.6808,16.1680,19.5537,15.7145,15.7145,14.2673,16.8209,18.1322
22,19.1291,19.1291,16.6736,19.3227,20.5749,15.8697,15.8697,14.3767,16.9346,18.2433
23,15.7394,15.7394,17.3723,17.7869,22.5621,15.8641,15.8641,14.5069,16.9717,18.4310
24,14.1492,14.1492,16.0503,14.8961,22.1284,15.7926,15.7926,14.5712,16.8852,18.5851
25,17.4551,17.4551,15.8142,19.7184,22.4684,15.8591,15.8591,14.6209,16.9985,18.7404
26,14.7414,14.7414,15.3238,17.3661,21.2292,15.8161,15.8161,14.6480,17.0127,18.8362
27,18.6230,18.6230,15.8261,15.7616,24.7597,15.9201,15.9201,14.6916,16.9663,19.0555
28,19.6709,19.6709,15.9457,17.0550,28.0710,16.0540,16.0540,14.7364,16.9695,19.3775
29,20.3750,20.3750,17.0756,13.1104,29.3472,16.2030,16.2030,14.8171,16.8364,19.7213
30,25.7521,25.7521,18.2107,21.7889,30.0501,16.5213,16.5213,14.9302,17.0015,20.0656
31,29.7581,29.7581,22.4310,31.9375,32.7575,16.9483,16.9483,15.1721,17.4833,20.4750
32,29.4980,29.4980,25.2868,29.9978,30.2859,17.3405,17.3405,15.4882,17.8744,20.7816
33,31.8268,31.8268,27.9981,33.3825,33.3825,17.7795,17.7795,15.8673,18.3443,21.1635
34,31.8790,31.8790,30.4970,33.1831,33.1831,18.1942,18.1942,16.2976,18.7808,21.5170
35,33.4860,33.4860,31.0121,34.3116,38.2087,18.6311,18.6311,16.7180,19.2245,21.9939
36,32.8397,32.8397,32.4225,34.9451,36.6050,19.0258,19.0258,17.1542,19.6612,22.3997
37,22.5055,22.5055,30.4038,21.6026,21.6026,19.1198,19.1198,17.5123,19.7137,22.3782
38,17.9158,17.8953,27.5116,14.9900,14.9900,19.0881,19.0876,17.7755,19.5893,22.1838
39,21.8868,21.8744,24.4805,20.4014,20.4014,19.1599,19.1591,17.9474,19.6102,22.1381
40,27.7530,27.6941,22.6766,28.9689,28.9689,19.3747,19.3724,18.0656,19.8441,22.3088
41,28.8876,28.8759,22.5196,28.5358,33.7412,19.6067,19.6042,18.1743,20.0561,22.5877
42,27.0014,27.0262,21.8244,26.0786,30.0040,19.7828,19.7809,18.2612,20.1995,22.7643
43,23.5840,23.5786,21.6525,21.6562,28.8922,19.8712,19.8693,18.3400,20.2334,22.9068
44,19.9421,19.9523,20.5112,19.2164,23.0220,19.8728,19.8711,18.3894,20.2103,22.9094
45,11.7625,11.8192,16.7610,11.6311,11.6311,19.6926,19.6922,18.3532,20.0196,22.6588
46,13.1922,13.1696,13.9158,14.2320,14.5210,19.5513,19.5504,18.2567,19.8938,22.4819
47,10.6425,10.5943,12.2348,8.5016,8.8638,19.3617,19.3599,18.1286,19.6514,22.1921
48,7.2548,7.2438,9.9003,6.7721,6.8590,19.1095,19.1074,17.9572,19.3831,21.8727
49,10.9597,11.1895,13.1841,12.0336,12.3162,18.9432,18.9458,17.8598,19.2331,21.6776
50,13.0500,13.4155,13.8588,13.6573,13.6573,18.8253,18.8352,17.7798,19.1216,21.5172
51,12.2625,12.1811,13.6160,12.8947,12.8947,18.6966,18.7048,17.6981,18.9995,21.3482
52,17.6495,16.9811,19.1677,17.6095,17.6095,18.6765,18.6716,17.7264,18.9728,21.2763
53,17.5618,17.0077,19.5576,17.7219,17.7219,18.6555,18.6402,17.7609,18.9492,21.2092
