Frame,MSE_KF,Avg_MSE_KF
1,20.6170,20.6170
2,14.4557,17.5363
3,13.1876,16.0868
4,12.5740,15.2086
5,13.7177,14.9104
6,16.3062,15.1430
7,15.3737,15.1760
8,15.6830,15.2394
9,14.4965,15.1568
10,14.1719,15.0583
11,14.1793,14.9784
12,13.5936,14.8630
13,13.6789,14.7719
14,13.0076,14.6459
15,13.0004,14.5362
16,13.5889,14.4770
17,13.9318,14.4449
18,14.7484,14.4618
19,13.8281,14.4284
20,13.0351,14.3588
21,14.8113,14.3803
22,14.9766,14.4074
23,15.1450,14.4395
24,15.2913,14.4750
25,14.9902,14.4956
26,13.5346,14.4586
27,12.2108,14.3754
28,11.3397,14.2670
29,11.5788,14.1743
30,12.0248,14.1026
31,14.0144,14.0998
32,14.6223,14.1161
33,15.5877,14.1607
34,15.1695,14.1904
35,14.8891,14.2103
36,14.9347,14.2305
37,14.7142,14.2435
38,14.6183,14.2534
39,14.3173,14.2550
40,12.7637,14.2177
41,12.1238,14.1667
42,14.2495,14.1686
43,17.8115,14.2534
44,20.5752,14.3970
45,23.5212,14.5998
46,23.4786,14.7928
47,25.2565,15.0154
48,28.0282,15.2865
49,30.2860,15.5927
50,32.2454,15.9257
51,32.7213,16.2550
52,32.4163,16.5658
53,35.5668,16.9243
54,34.1682,17.2437
55,29.5950,17.4682
56,35.0835,17.7828
57,24.8943,17.9076
58,24.5639,18.0223
59,21.6630,18.0840
60,19.9713,18.1155
61,20.4413,18.1536
62,18.8323,18.1646
63,18.2245,18.1655
64,16.5075,18.1396
65,14.8451,18.0889
66,13.6533,18.0217
67,13.3819,17.9525
68,15.1252,17.9109
69,15.0745,17.8698
70,15.2624,17.8325
71,15.1588,17.7949
72,15.2993,17.7602
73,15.3029,17.7266
74,15.1235,17.6914
75,15.0847,17.6566
76,15.7445,17.6315
77,16.0154,17.6105
78,15.4738,17.5831
79,17.2254,17.5786
80,16.8009,17.5688
81,14.1749,17.5269
82,13.0060,17.4718
83,12.3215,17.4097
84,11.6361,17.3410
85,9.9199,17.2537
86,8.2400,17.1489
87,8.0700,17.0445
88,7.3067,16.9339
89,5.5620,16.8061
90,5.3336,16.6786
91,10.6334,16.6122
92,10.3479,16.5441
93,9.5673,16.4691
94,9.1369,16.3911
95,8.3366,16.3063
96,7.4114,16.2137
97,14.2512,16.1934
98,14.9343,16.1806
99,15.0610,16.1693
100,15.9171,16.1667
101,16.9390,16.1744
102,19.3536,16.2056
103,26.7951,16.3084
104,32.5778,16.4648
105,35.3107,16.6443
106,36.0163,16.8270
107,37.4303,17.0196
108,35.7849,17.1934
109,26.6946,17.2805
110,17.9728,17.2868
111,14.3967,17.2608
112,11.5679,17.2099
113,11.4494,17.1590
114,10.6996,17.1023
115,9.4242,17.0355
116,13.0685,17.0013
117,28.7578,17.1018
118,45.2498,17.3404
119,40.3252,17.5335
120,29.6923,17.6348
121,17.4938,17.6337
122,2.7034,17.5113
123,1.5875,17.3818
124,1.5620,17.2543
125,1.4166,17.1276
126,1.3864,17.0026
127,1.4199,16.8799
128,1.4798,16.7596
129,1.6766,16.6427
130,1.7523,16.5281
131,2.1883,16.4187
132,2.4424,16.3128
133,1.7576,16.2034
