Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,75.2336,75.1605,75.3252,72.4683,75.9178,75.2336,75.1605,75.3252,72.4683,75.9178
2,79.0723,79.0044,79.1544,76.5038,76.5038,77.1529,77.0825,77.2398,74.4860,76.2108
3,78.8739,78.8060,78.9532,76.3037,76.3037,77.7266,77.6570,77.8110,75.0919,76.2418
4,78.8739,78.8060,78.9505,76.3037,76.3037,78.0134,77.9442,78.0958,75.3949,76.2572
5,78.8739,78.8060,78.9478,76.3037,76.3037,78.1855,78.1166,78.2662,75.5766,76.2665
6,79.6471,79.6318,80.4157,78.2604,78.2604,78.4291,78.3691,78.6245,76.0239,76.5989
7,100.3850,100.1511,80.8678,98.8801,100.2898,81.5657,81.4808,78.9449,79.2891,79.9833
8,101.3098,101.0179,84.3511,99.4510,102.2689,84.0337,83.9230,79.6207,81.8093,82.7690
9,103.4978,103.1937,91.2190,102.1266,103.9915,86.1964,86.0642,80.9094,84.0668,85.1270
10,100.7774,100.4109,95.9125,98.4515,103.0254,87.6545,87.4988,82.4097,85.5053,86.9169
11,100.4356,100.0361,101.4152,98.7520,98.7520,88.8164,88.6386,84.1375,86.7095,87.9928
12,100.8556,100.4821,101.6348,100.0639,100.0639,89.8197,89.6255,85.5956,87.8224,88.9987
13,95.2577,95.1194,99.3751,94.3496,94.4076,90.2380,90.0482,86.6556,88.3245,89.4148
14,95.3641,95.1532,97.9811,95.0762,95.5509,90.6041,90.4128,87.4645,88.8067,89.8531
15,96.7783,96.3942,97.2230,95.2042,96.1117,91.0157,90.8116,88.1151,89.2332,90.2703
16,102.4209,102.2675,98.9628,101.8903,102.0680,91.7286,91.5276,88.7931,90.0243,91.0077
17,104.8785,104.7204,101.0437,103.4925,103.4925,92.5021,92.3036,89.5137,90.8166,91.7421
18,105.2633,105.3632,102.6847,103.6647,105.2015,93.2110,93.0291,90.2454,91.5303,92.4898
19,103.8339,104.1093,102.9440,101.4246,103.2028,93.7701,93.6123,90.9138,92.0511,93.0537
20,107.0621,106.6446,105.8228,102.6266,103.9505,94.4347,94.2639,91.6592,92.5799,93.5985
21,111.7965,111.6392,117.2141,108.6923,109.7945,95.2615,95.0913,92.8761,93.3471,94.3697
22,114.9703,114.7808,116.6738,111.8452,112.5224,96.1573,95.9863,93.9578,94.1879,95.1949
23,104.5493,104.3609,105.2644,104.0707,104.9376,96.5222,96.3504,94.4494,94.6176,95.6185
24,77.0865,77.1000,82.3655,77.0156,77.0156,95.7124,95.5483,93.9459,93.8842,94.8433
25,77.8225,77.7951,80.1305,78.0406,78.3516,94.9968,94.8382,93.3933,93.2505,94.1837
26,71.0054,70.9722,72.0579,71.3110,71.6344,94.0741,93.9203,92.5727,92.4066,93.3164
27,65.9927,65.9629,66.0921,66.0460,66.3421,93.0340,92.8848,91.5919,91.4303,92.3174
28,63.4574,63.4733,64.0521,64.2096,64.2096,91.9777,91.8344,90.6084,90.4582,91.3135
29,62.7770,62.7027,63.7893,62.2758,62.6881,90.9708,90.8298,89.6836,89.4864,90.3264
30,62.3843,62.3230,63.6618,62.3536,62.4692,90.0179,89.8796,88.8162,88.5819,89.3978
31,60.7744,60.7418,62.0703,61.7083,61.9236,89.0746,88.9397,87.9534,87.7150,88.5116
32,61.2148,61.2321,61.7983,62.1768,62.3270,88.2039,88.0738,87.1361,86.9170,87.6933
33,61.8045,61.8156,61.8180,62.5136,62.5136,87.4040,87.2781,86.3689,86.1775,86.9303
34,61.5877,61.5650,60.9186,60.6331,63.3957,86.6447,86.5219,85.6203,85.4262,86.2381
35,61.7340,61.7320,61.1562,61.6318,61.6318,85.9329,85.8136,84.9213,84.7463,85.5351
