Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
75,39.8246,40.0616,39.6713,30.8151
76,27.5791,27.4662,27.5495,26.8270
77,28.5838,28.0722,28.7398,24.0146
78,29.3546,28.8677,29.7554,25.0650
79,27.2142,28.4356,28.2415,25.0954
80,24.8943,27.0771,27.0468,25.7181
81,28.8231,32.9039,32.2990,26.0017
82,26.9966,32.5017,31.9108,26.6987
83,26.2067,30.6696,29.4177,26.9460
84,28.1927,28.0985,27.6172,26.6097
85,28.2914,27.1439,27.1301,25.3461
86,28.3042,26.2172,26.1973,24.9941
87,29.8290,30.0411,30.3234,27.1267
88,25.8893,26.3532,26.0142,25.1925
89,29.1169,28.1381,29.9342,25.3513
90,28.0732,28.0915,28.1296,26.3897
91,30.5874,30.5690,30.6361,27.2950
92,33.5556,32.8615,33.1961,28.8346
93,33.2969,33.7091,33.7255,32.2841
94,33.6971,33.9672,34.0750,33.3646
95,25.6294,27.7447,27.8222,29.8111
96,24.0795,25.9030,25.5611,26.8971
97,22.0869,24.1003,24.2581,25.8838
98,22.1544,23.1856,24.2958,25.5889
99,21.5458,21.9739,23.8565,24.6621
100,21.0338,21.8545,22.3854,24.2322
101,22.5306,23.2907,23.6365,23.6817
102,18.8016,14.9247,17.3303,19.5138
103,26.3416,25.6354,26.1310,16.9281
104,27.8515,25.7017,27.9613,18.0145
105,25.3267,24.9791,25.9376,21.6578
106,26.0377,25.9046,26.9100,27.2525
107,25.8900,26.0822,26.3840,31.0029
108,27.6489,27.3693,28.4904,32.0557
109,25.2542,27.3585,26.4244,31.8855
110,28.0513,23.6489,28.3615,31.2591
111,52.8020,31.8377,53.7985,42.4774
112,64.3141,42.6102,62.1076,45.4572
113,13.7780,13.3379,14.3835,33.9059
114,15.0546,14.1398,15.2064,29.6711
115,30.2568,15.8124,16.6902,21.3834
116,24.2775,15.7617,16.5309,17.1333
117,32.1918,17.0689,25.0883,17.0651
118,36.0914,36.2535,36.8303,17.6787
119,23.4700,23.5883,24.2330,19.0195
120,29.2782,29.1686,30.4891,24.0882
121,36.2082,33.5300,36.1627,33.4011
122,32.9089,30.5951,32.7316,33.2557
123,44.1656,34.6991,42.6128,42.4156
124,46.0517,37.8385,44.7928,43.7403
125,46.1804,37.9649,45.0542,44.3044
126,51.9280,43.7869,50.9340,50.3943
127,52.8557,44.8803,52.0647,51.7696
128,53.2419,46.5363,52.9139,52.0362
129,55.2941,48.8411,54.3280,54.0355
130,58.4275,54.1107,56.5857,56.3374
131,67.0974,62.6920,65.1159,57.3251
132,66.6016,62.0781,64.4330,59.4578
133,59.4659,56.2708,58.8247,59.4932
134,58.2905,55.0864,57.5971,58.6682
135,57.6932,55.1527,57.5557,60.4070
136,56.9126,54.3214,56.8275,58.9090
137,56.5004,53.7876,56.0340,58.6324
138,56.2899,53.5992,55.6907,58.4035
139,58.1325,55.8808,57.6582,59.4944
140,57.2274,54.5252,56.4709,59.7345
141,55.6504,55.1495,55.7561,57.7178
142,57.5065,56.1450,56.3842,57.1772
143,41.7945,37.9579,39.8343,40.4242
144,26.6827,23.6668,24.0054,27.1743
145,26.6895,22.3680,22.7021,24.2824
146,27.5769,22.8050,23.1204,23.2190
147,29.6697,25.4970,25.3057,23.2114
148,29.1089,24.3219,24.5369,23.6262
149,28.6432,23.6542,24.0007,23.9307
150,28.6562,23.5594,23.9897,24.4557
151,28.3630,22.7792,23.3326,24.0936
152,26.7136,23.5849,28.2229,22.3122
153,34.5991,30.8173,37.1804,27.9322
154,47.9662,40.8752,45.0662,30.1111
155,49.0439,41.0825,45.6573,34.5894
156,49.1195,39.3376,45.3408,41.0575
157,48.7879,38.0978,42.5793,43.2150
158,46.0165,41.2235,47.0014,46.2112
159,47.1282,37.9557,45.5545,45.6075
160,50.4596,33.1587,43.9078,52.4332
161,50.8617,33.5150,44.1794,52.6162
162,59.5790,41.3288,52.7831,65.3445
163,62.3123,40.9561,54.5700,71.5827
164,64.0111,43.3128,60.2340,74.9579
165,73.0614,58.4991,71.6438,85.4981
166,72.3658,59.6923,75.4947,84.6428
167,71.8542,58.1299,76.2681,84.9367
168,70.1135,58.2088,70.4189,78.4697
169,69.1191,56.8666,72.2594,80.9963
170,67.6886,59.8009,76.3453,80.4909
171,51.7244,36.4244,54.0687,73.1428
172,54.0394,37.1970,56.6870,70.8167
173,52.2203,37.1412,54.3705,68.6356
174,50.4649,39.1227,51.5335,62.8609
175,55.1274,42.8602,56.0875,59.7045
176,52.2620,39.8551,52.6017,56.8802
177,37.8306,37.4730,37.7506,47.2765
178,38.8234,38.5706,38.7904,43.1208
179,41.0271,40.6006,40.9382,41.3798
180,46.6019,46.3262,46.8503,47.0932
181,43.0120,43.0937,43.1935,42.5242
182,44.3645,44.2647,44.7614,44.4700
183,44.1862,43.7901,44.6425,44.6303
184,45.3786,44.2602,46.0019,46.0945
185,44.6520,43.6406,45.2537,45.5344
186,46.0845,45.5092,46.5182,46.7971
187,46.5141,46.0648,46.9326,47.0721
188,54.2830,53.7392,54.6462,54.5395
189,52.6127,51.9312,53.0232,53.0158
190,47.8857,46.7944,48.1601,48.1240
191,48.2991,47.2104,48.7386,48.7842
192,48.5675,48.2741,49.1971,49.2960
193,48.3224,43.7836,49.3159,49.5123
194,48.2259,42.8236,49.2226,49.2802
195,51.3160,52.2073,52.5306,51.5201
196,50.9052,51.9961,52.4800,51.1587
197,50.2267,51.3868,52.6483,50.7055
198,50.4650,52.0267,53.0928,51.8049
199,51.7732,51.7895,52.7564,52.0056
200,52.7956,53.1530,53.5729,53.2736
201,51.6217,51.8181,52.0853,52.1694
202,51.4687,51.4921,51.7526,51.6472
203,54.7927,53.4511,55.8481,55.2672
204,53.3823,48.5700,56.4114,55.2745
205,54.3108,48.2958,56.3895,54.6803
206,53.2057,48.6668,54.2038,52.9279
207,42.5952,44.8617,50.9586,51.3800
208,40.2794,36.6344,43.1007,48.5680
209,32.6691,35.2257,36.0550,45.2764
210,44.8505,38.9466,45.2382,45.0218
211,39.7410,35.7359,40.3239,42.2846
212,33.9534,33.7744,34.0733,38.6043
213,40.7551,38.1510,40.8031,38.2541
214,34.7018,33.6485,34.6992,34.2834
215,28.7129,28.6377,28.7129,29.0556
216,17.0776,15.9871,17.0776,9.0539
217,12.8593,12.5805,12.8593,10.6035
