Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
1,49.1913,44.7325,49.1913,50.2583
2,47.3725,43.4706,47.3725,48.2926
3,47.4352,42.6078,47.4352,48.2663
4,44.9594,40.4493,44.9594,45.7343
5,42.0656,40.4593,42.0656,43.7289
6,36.4065,34.4998,36.4065,41.4672
7,31.7183,31.3707,31.7183,35.1607
8,55.7594,55.4774,55.7594,35.5221
9,54.9225,55.3262,54.9224,37.6136
10,54.6386,55.5931,54.6386,41.5119
11,63.1179,56.3320,63.1174,48.3766
12,40.4147,40.1315,40.4147,50.8109
13,37.3344,37.7577,37.3344,44.6741
14,31.6557,29.1154,31.6553,38.8551
15,32.3760,26.3172,32.3760,36.3475
16,29.2265,27.1290,29.2269,33.6356
17,29.8889,28.0165,29.8880,34.8004
18,31.8049,32.6389,31.8046,34.4649
19,31.2795,32.2951,31.2881,37.0487
20,30.3109,31.5587,30.3380,37.6932
21,34.5638,32.1274,34.9820,39.3688
22,37.7966,36.0506,38.5796,40.1786
23,36.6577,33.7871,37.3378,38.2890
24,41.4845,36.7514,42.2772,40.4549
25,39.0024,36.6821,39.1214,36.9088
26,34.0462,30.8749,34.3177,34.8299
27,32.2919,30.5489,32.2654,32.0585
28,32.5918,30.5911,33.0546,33.9672
29,30.5408,29.6251,30.0884,33.7155
30,27.7245,29.9685,29.0153,35.4593
31,25.1024,27.7733,27.9656,32.1971
32,24.9223,26.7499,26.3006,29.1985
33,25.1857,26.4483,24.5275,28.0851
34,23.8830,26.4041,23.1574,28.2172
35,24.5994,24.8290,22.1790,27.3683
36,25.7082,24.9649,22.5128,27.1347
37,38.6442,39.3656,38.5370,22.6284
38,33.2155,31.0835,30.4956,21.6083
39,29.0770,29.4712,28.0543,21.7399
40,18.7189,22.0182,20.2306,21.4096
41,18.2637,21.7597,20.1513,22.5297
42,20.1682,21.9063,21.9651,20.6880
43,27.9708,32.2959,30.0970,21.4256
44,28.6749,31.0335,29.5570,22.6114
45,26.3355,30.0116,28.3230,25.2764
46,27.0896,30.3286,29.2820,28.5744
47,20.6542,24.0750,22.0319,29.3215
48,20.7674,24.1360,21.7858,27.1105
49,21.4854,23.0689,21.4003,24.2603
50,21.4507,24.1970,23.0545,22.3719
51,25.7925,25.4577,22.9560,20.3996
52,27.5574,23.4627,23.6578,18.3980
53,24.2637,25.4192,24.9790,19.0898
54,31.1350,29.8253,28.3592,21.0188
55,36.6293,33.1575,31.7302,24.8732
56,40.0639,29.9549,35.7879,27.1635
57,36.7271,29.0519,33.9505,30.7869
58,38.6322,30.3817,35.8753,36.0812
59,37.4868,31.1845,33.5367,38.3159
60,36.0083,30.8540,31.8257,37.3448
61,38.4525,33.6620,34.7468,37.4516
62,40.4475,36.1975,35.9533,36.3259
63,34.4917,34.7597,32.2461,34.3042
64,39.7697,42.1882,39.0403,33.1304
65,32.4848,31.6944,31.2815,31.4975
66,42.5766,41.8498,42.4654,33.9357
67,42.4557,41.9285,41.3244,35.1601
68,31.5778,27.3157,29.2233,31.7600
69,32.6632,33.1229,33.3562,31.0178
70,20.6737,23.3050,23.2071,28.5715
71,23.8694,27.6530,27.0693,28.7375
72,26.7557,30.3204,28.9810,28.3662
73,34.1770,33.6283,35.1003,29.2173
74,39.3127,39.3741,40.2611,30.2909
