Frame,MSE_KF,Avg_MSE_KF
1,18.9309,18.9309
2,18.0307,18.4808
3,18.8956,18.6191
4,18.8956,18.6882
5,18.2463,18.5998
6,18.2463,18.5409
7,18.1590,18.4863
8,17.1441,18.3186
9,16.4608,18.1121
10,14.7972,17.7806
11,14.1457,17.4502
12,13.3888,17.1117
13,13.1502,16.8070
14,12.9746,16.5333
15,13.2539,16.3146
16,13.6038,16.1452
17,14.2263,16.0323
18,14.0420,15.9218
19,15.7411,15.9123
20,13.8254,15.8079
21,13.6783,15.7065
22,13.4753,15.6051
23,14.7744,15.5690
24,15.7779,15.5777
25,16.8207,15.6274
26,16.6881,15.6682
27,16.8851,15.7133
28,15.7572,15.7148
29,15.9584,15.7232
30,16.0644,15.7346
31,15.9196,15.7406
32,15.3704,15.7290
33,15.6268,15.7259
34,14.7397,15.6969
35,14.5192,15.6633
36,13.9244,15.6150
37,14.1864,15.5763
38,15.9197,15.5854
39,18.2433,15.6535
40,17.5443,15.7008
41,17.1031,15.7350
42,16.3698,15.7501
43,15.8193,15.7517
44,16.5832,15.7706
45,18.9476,15.8412
46,19.2332,15.9150
47,22.9795,16.0653
48,26.8973,16.2909
49,27.3555,16.5167
50,30.1954,16.7903
51,34.8748,17.1449
52,35.9482,17.5065
53,35.9400,17.8543
54,38.6349,18.2391
55,40.7792,18.6490
56,43.1984,19.0873
57,44.5513,19.5341
58,44.1947,19.9593
59,45.1270,20.3858
60,33.9655,20.6122
61,27.3148,20.7220
62,28.3409,20.8449
63,25.4761,20.9184
64,22.8570,20.9487
65,18.5163,20.9113
66,16.5164,20.8447
67,14.8888,20.7558
68,14.3626,20.6618
69,12.3836,20.5418
70,12.7658,20.4307
71,13.9019,20.3388
72,14.4707,20.2573
73,16.0611,20.1998
74,16.6341,20.1516
75,20.9804,20.1627
76,20.9990,20.1737
77,21.2800,20.1880
78,21.7339,20.2079
79,21.6660,20.2263
80,22.1951,20.2509
81,22.6014,20.2799
82,22.7800,20.3104
83,22.4727,20.3365
84,23.4083,20.3731
85,23.2689,20.4071
86,23.8234,20.4468
87,27.8542,20.5320
88,30.8618,20.6494
89,34.9458,20.8100
90,40.5703,21.0296
91,41.6746,21.2564
92,40.5966,21.4667
93,38.5503,21.6503
94,39.8716,21.8442
95,39.2600,22.0275
96,33.7898,22.1500
97,30.9291,22.2405
98,29.4389,22.3140
99,32.4990,22.4169
100,35.3945,22.5467
101,35.6563,22.6765
102,34.2239,22.7897
103,35.0546,22.9087
104,36.0779,23.0354
105,35.8467,23.1574
106,35.1848,23.2708
107,34.9457,23.3800
108,34.7400,23.4851
109,35.0188,23.5910
110,35.0790,23.6954
111,35.0832,23.7980
112,36.2063,23.9088
113,36.6445,24.0215
114,37.5942,24.1405
115,38.6398,24.2666
116,37.7813,24.3831
117,35.0037,24.4739
118,32.4709,24.5417
119,29.8727,24.5865
120,28.6701,24.6205
121,29.8030,24.6633
122,30.0005,24.7071
123,31.7737,24.7645
124,31.6583,24.8201
125,30.6431,24.8667
126,33.7754,24.9374
127,35.3631,25.0195
128,32.1333,25.0751
129,32.5053,25.1327
130,33.7923,25.1993
131,39.2581,25.3066
132,43.8737,25.4473
133,35.3421,25.5217
134,36.5027,25.6036
135,35.0563,25.6736
136,38.6528,25.7691
137,40.0939,25.8736
138,57.4643,26.1025
139,58.2464,26.3338
140,61.1633,26.5826
141,67.9966,26.8763
142,67.2788,27.1608
143,57.3096,27.3717
144,47.5896,27.5121
145,47.5553,27.6503
146,41.3997,27.7445
147,40.7022,27.8326
148,41.1257,27.9224
149,36.3315,27.9789
150,35.5755,28.0295
151,35.7425,28.0806
152,36.6246,28.1368
153,37.6375,28.1989
154,39.0815,28.2696
155,30.0977,28.2814
156,33.3181,28.3136
157,30.9986,28.3307
158,29.7695,28.3398
159,28.8715,28.3432
160,31.0379,28.3600
161,39.6777,28.4303
162,40.2263,28.5031
163,40.0363,28.5739
164,40.0981,28.6442
165,41.8321,28.7241
166,41.8926,28.8034
167,41.9354,28.8821
168,42.7405,28.9645
169,43.6789,29.0516
170,44.2248,29.1409
171,44.4037,29.2301
172,44.5493,29.3192
173,45.7657,29.4143
174,44.7397,29.5023
175,44.3102,29.5870
176,48.5033,29.6944
177,48.1759,29.7988
178,62.5506,29.9828
179,65.7428,30.1826
180,66.3899,30.3838
181,66.2057,30.5817
182,66.0872,30.7768
183,67.0540,30.9750
184,65.9845,31.1653
185,75.8639,31.4069
186,81.3266,31.6753
187,90.8309,31.9916
188,100.3621,32.3553
189,107.9685,32.7554
190,97.6267,33.0968
191,110.9151,33.5042
192,116.7910,33.9380
193,88.9918,34.2232
194,79.6310,34.4573
195,80.6112,34.6940
196,67.1888,34.8598
197,55.7824,34.9660
198,54.7767,35.0660
199,55.9607,35.1710
200,46.2878,35.2266
201,39.7794,35.2493
202,38.9104,35.2674
203,39.7236,35.2894
204,39.0730,35.3079
205,39.1024,35.3264
206,38.3005,35.3408
207,38.2875,35.3551
208,37.2847,35.3644
209,36.1697,35.3682
210,35.6550,35.3696
211,33.8173,35.3622
212,33.6055,35.3539
213,31.7965,35.3372
214,31.2390,35.3181
215,31.4078,35.2999
216,30.3818,35.2771
217,30.3501,35.2544
218,30.3749,35.2320
219,30.8334,35.2120
220,31.0079,35.1928
221,24.0861,35.1426
222,20.4311,35.0763
223,19.8962,35.0082
224,20.6002,34.9439
225,21.8095,34.8855
226,23.2861,34.8342
227,25.6281,34.7937
228,25.0184,34.7508
229,20.8080,34.6899
230,20.3231,34.6274
231,19.5302,34.5621
232,19.4575,34.4970
233,20.4779,34.4368
234,19.9106,34.3747
235,20.4262,34.3154
236,20.6477,34.2575
