Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,67.6837,67.6837,67.7417,67.1418,67.7916,67.6837,67.6837,67.7417,67.1418,67.7916
2,69.6196,69.6196,69.6661,67.7424,67.7424,68.6517,68.6517,68.7039,67.4421,67.7670
3,69.6196,69.6196,69.6661,67.7424,67.7424,68.9743,68.9743,69.0246,67.5422,67.7588
4,72.4111,72.4111,72.6467,68.1266,68.1266,69.8335,69.8335,69.9302,67.6883,67.8508
5,73.9888,73.9888,74.3425,69.1962,69.1962,70.6646,70.6646,70.8126,67.9899,68.1198
6,76.5889,76.5889,77.1072,70.6441,70.6441,71.6519,71.6519,71.8617,68.4322,68.5406
7,86.2686,86.2686,86.1747,71.6061,71.6061,73.7400,73.7400,73.9064,68.8857,68.9785
8,91.4237,91.4237,90.7826,80.5914,80.5914,75.9505,75.9505,76.0159,70.3489,70.4301
9,91.0377,91.0377,94.1814,78.6392,78.6392,77.6268,77.6268,78.0343,71.2700,71.3422
10,94.3517,94.3517,96.8945,80.2464,80.2464,79.2993,79.2993,79.9203,72.1677,72.2326
11,108.8243,108.8243,109.4475,91.3160,91.3160,81.9834,81.9834,82.6046,73.9084,73.9675
12,48.2481,48.2481,81.5562,40.3768,51.4641,79.1721,79.1721,82.5173,71.1141,72.0922
13,39.6114,39.6114,45.8528,40.2006,42.5008,76.1290,76.1290,79.6969,68.7362,69.8159
14,42.1651,42.1651,36.6496,42.1999,43.9818,73.7030,73.7030,76.6221,66.8407,67.9707
15,39.3126,39.3126,27.5447,41.2825,50.4863,71.4103,71.4103,73.3503,65.1368,66.8050
16,35.7859,35.7859,22.3730,35.3945,38.4020,69.1838,69.1838,70.1642,63.2779,65.0298
17,37.3970,37.3970,24.3906,36.5509,38.2217,67.3140,67.3140,67.4716,61.7058,63.4529
18,39.8314,39.8314,26.6577,39.5745,41.0828,65.7872,65.7872,65.2042,60.4762,62.2101
19,40.6477,41.0772,36.3975,38.5313,42.5924,64.4640,64.4866,63.6881,59.3212,61.1776
20,41.3257,41.7401,41.0040,41.2032,43.3336,63.3071,63.3493,62.5538,58.4153,60.2854
21,41.6677,41.8204,41.1592,41.4443,42.2974,62.2767,62.3241,61.5351,57.6072,59.4288
22,41.0853,41.1694,41.3987,39.6909,41.4478,61.3134,61.3626,60.6198,56.7928,58.6115
23,56.0070,57.2322,39.7292,44.0092,60.7354,61.0827,61.1830,59.7115,56.2370,58.7038
24,54.2664,54.0129,33.6175,53.9191,53.9532,60.7987,60.8842,58.6242,56.1404,58.5059
25,54.0198,53.5794,39.3299,54.0276,54.0276,60.5275,60.5920,57.8525,56.0559,58.3268
26,53.0594,52.6519,45.4869,53.1363,53.1363,60.2403,60.2866,57.3769,55.9436,58.1271
27,56.5866,55.0526,54.9251,55.4522,55.4522,60.1050,60.0928,57.2861,55.9254,58.0281
28,31.8857,31.2368,43.9352,32.0797,33.0529,59.0972,59.0622,56.8092,55.0738,57.1361
29,41.0723,41.2167,39.7210,39.1232,41.9115,58.4756,58.4468,56.2200,54.5238,56.6111
30,35.8700,35.4790,34.0893,34.8986,35.6748,57.7221,57.6813,55.4823,53.8696,55.9132
31,44.6275,44.3733,34.1676,43.4447,43.7898,57.2997,57.2520,54.7947,53.5333,55.5222
32,44.9288,42.7642,32.9315,40.7993,40.7993,56.9131,56.7992,54.1115,53.1354,55.0621
33,33.4038,31.1454,31.0776,30.9573,33.2173,56.2007,56.0218,53.4135,52.4633,54.4001
34,35.7931,35.9370,31.3530,34.2737,34.6674,55.6005,55.4311,52.7647,51.9283,53.8197
35,38.2805,38.2827,30.7595,36.3265,38.9050,55.1056,54.9412,52.1359,51.4826,53.3936
36,37.4975,37.4975,30.5675,35.9907,38.1992,54.6165,54.4566,51.5368,51.0522,52.9715
37,34.7459,34.7466,30.9284,33.5500,36.4684,54.0795,53.9239,50.9798,50.5792,52.5255
38,33.3096,33.3118,31.4956,32.2796,35.7547,53.5329,53.3815,50.4671,50.0976,52.0842
39,13.9635,13.9632,23.5269,15.0580,18.2076,52.5183,52.3708,49.7763,49.1992,51.2155
40,13.1757,13.1758,19.6720,10.7398,17.1969,51.5347,51.3909,49.0237,48.2377,50.3651
41,5.3070,6.7244,8.8345,4.5581,8.6822,50.4072,50.3015,48.0435,47.1723,49.3484
42,30.0989,31.1533,29.1554,29.6477,32.5922,49.9237,49.8455,47.5938,46.7551,48.9495
43,43.8923,43.8922,43.1940,43.5519,44.8655,49.7834,49.7071,47.4915,46.6806,48.8545
44,59.7959,59.7959,58.5830,59.6639,60.1044,50.0110,49.9364,47.7435,46.9757,49.1102
45,57.2129,57.2125,57.0351,56.2521,57.5094,50.1710,50.0981,47.9500,47.1818,49.2968
46,49.6733,49.6733,49.7421,47.5359,48.8360,50.1602,50.0888,47.9890,47.1895,49.2868
47,55.0612,54.0206,54.7720,51.7702,53.5943,50.2645,50.1725,48.1333,47.2870,49.3784
48,55.6431,54.1625,56.6910,52.2706,52.4602,50.3765,50.2556,48.3116,47.3908,49.4426
49,55.8065,53.5189,57.3937,51.4518,51.6860,50.4873,50.3222,48.4969,47.4737,49.4884
50,57.9767,57.9807,59.5620,51.9312,54.4950,50.6371,50.4754,48.7182,47.5628,49.5886
51,49.5737,51.2089,51.4248,46.7516,48.9751,50.6163,50.4898,48.7713,47.5469,49.5765
52,48.7169,50.2541,50.1091,46.6455,48.7565,50.5797,50.4852,48.7970,47.5296,49.5608
53,48.4091,48.3989,49.6277,46.3035,48.2459,50.5388,50.4459,48.8127,47.5064,49.5359
54,44.0760,44.0669,44.7562,43.0259,45.2377,50.4191,50.3277,48.7376,47.4235,49.4564
55,27.8523,27.8523,37.5077,26.4671,33.2273,50.0088,49.9191,48.5334,47.0425,49.1613
56,30.4702,30.4702,32.9808,31.2013,33.3854,49.6599,49.5718,48.2557,46.7596,48.8796
57,26.1127,26.1129,24.1697,27.2683,32.9819,49.2468,49.1602,47.8331,46.4176,48.6007
58,24.9679,24.9682,21.4989,27.5142,28.7615,48.8282,48.7431,47.3791,46.0917,48.2586
59,21.6605,21.6605,20.5578,23.0931,26.0142,48.3677,48.2841,46.9245,45.7019,47.8816
60,26.4848,26.4791,22.1358,26.4083,34.7848,48.0030,47.9207,46.5113,45.3803,47.6633
61,36.4970,36.4989,22.8614,36.1020,40.8537,47.8144,47.7334,46.1236,45.2282,47.5517
62,29.4944,29.4943,25.1830,28.1988,29.0459,47.5189,47.4393,45.7859,44.9536,47.2532
63,24.3397,24.3395,24.9653,23.0533,25.0406,47.1510,47.0726,45.4554,44.6059,46.9006
64,35.1942,36.0074,23.5359,31.6577,42.3774,46.9641,46.8997,45.1129,44.4036,46.8299
65,37.6733,39.3125,26.3412,35.4669,46.3267,46.8212,46.7830,44.8241,44.2661,46.8222
66,37.4775,38.5851,23.5969,33.5908,39.7105,46.6796,46.6588,44.5025,44.1044,46.7144
67,44.6080,44.9464,28.0959,42.2871,45.4457,46.6487,46.6332,44.2576,44.0773,46.6955
68,54.4158,53.9885,39.1697,53.4760,54.1559,46.7629,46.7414,44.1828,44.2155,46.8052
69,61.3757,60.6851,53.0789,59.5691,61.0337,46.9747,46.9435,44.3117,44.4380,47.0114
70,51.6569,51.6681,54.1245,43.8536,56.5564,47.0416,47.0110,44.4519,44.4296,47.1478
71,59.6303,59.6497,59.9283,54.5541,61.8404,47.2189,47.1890,44.6699,44.5722,47.3547
72,60.8654,60.8870,62.2265,49.2819,67.3013,47.4085,47.3792,44.9137,44.6377,47.6318
73,60.8654,60.8870,59.3322,49.2819,67.3013,47.5928,47.5643,45.1112,44.7013,47.9012
74,3.1722,3.1722,32.4540,3.1718,3.1718,46.9925,46.9644,44.9402,44.1401,47.2968
75,3.1885,3.1885,19.0244,3.1884,3.1884,46.4085,46.3807,44.5946,43.5940,46.7086
76,18.1811,18.1811,8.8070,9.2432,22.0591,46.0370,46.0096,44.1237,43.1421,46.3843
77,18.5976,15.5076,8.7742,9.4468,22.3159,45.6807,45.6135,43.6647,42.7045,46.0717
78,41.1927,41.1781,25.9851,41.1570,41.6687,45.6232,45.5566,43.4380,42.6846,46.0153
79,35.5331,35.5100,27.8136,35.4829,36.9582,45.4954,45.4295,43.2402,42.5935,45.9006
80,32.2770,32.2770,28.9396,31.4987,33.9029,45.3302,45.2651,43.0615,42.4548,45.7507
81,31.3779,31.3442,29.3860,30.6892,32.8444,45.1580,45.0932,42.8926,42.3095,45.5913
82,27.7476,27.5620,27.1607,27.1207,29.7787,44.9456,44.8794,42.7008,42.1243,45.3985
83,27.9210,27.7226,27.5252,27.2921,29.9584,44.7405,44.6727,42.5179,41.9456,45.2125
84,22.1622,22.0207,22.5859,21.4086,23.7221,44.4717,44.4030,42.2807,41.7011,44.9566
85,21.9304,21.7890,22.0542,21.1768,23.4903,44.2065,44.1370,42.0427,41.4596,44.7041
