Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,54.7387,54.7387,57.7042,45.6468,64.0060,54.7387,54.7387,57.7042,45.6468,64.0060
2,56.4808,56.4808,59.4159,47.8322,47.8322,55.6097,55.6097,58.5600,46.7395,55.9191
3,56.7309,56.7290,59.3276,49.9609,49.9609,55.9835,55.9828,58.8159,47.8133,53.9330
4,56.7309,56.7290,59.3270,49.9609,49.9609,56.1703,56.1694,58.9437,48.3502,52.9400
5,56.7309,56.7290,59.3265,49.9609,49.9609,56.2824,56.2813,59.0202,48.6724,52.3442
6,64.6854,64.6797,57.5192,47.8821,47.8821,57.6829,57.6810,58.7701,48.5407,51.6005
7,59.1909,59.1849,54.1768,44.1287,44.1287,57.8983,57.8959,58.1139,47.9104,50.5331
8,59.7663,59.5288,54.5853,44.3759,44.3759,58.1318,58.1000,57.6728,47.4686,49.7635
9,58.9555,58.5471,55.0686,43.8628,43.8628,58.2234,58.1497,57.3835,47.0679,49.1078
10,50.1072,48.6488,50.7717,41.4230,41.4230,57.4117,57.1996,56.7223,46.5034,48.3393
11,47.0514,46.5951,46.2757,38.6542,40.5723,56.4699,56.2356,55.7726,45.7899,47.6332
12,57.7887,56.9614,47.1517,49.1012,49.4128,56.5798,56.2960,55.0542,46.0658,47.7815
13,53.6858,53.1715,47.2530,43.8562,43.8562,56.3572,56.0557,54.4541,45.8958,47.4796
14,50.9586,49.4336,44.1668,43.3762,43.3762,55.9716,55.5827,53.7193,45.7159,47.1865
15,43.3599,42.2647,41.9062,35.9364,35.9364,55.1308,54.6948,52.9318,45.0639,46.4365
16,40.9480,40.0744,38.1136,36.5092,36.5092,54.2444,53.7810,52.0056,44.5292,45.8160
17,39.4501,38.4539,34.3753,30.3296,30.3296,53.3741,52.8794,50.9685,43.6940,44.9051
18,33.0313,32.2249,30.3348,33.9264,34.1030,52.2440,51.7320,49.8222,43.1513,44.3049
19,35.3234,34.5917,27.0649,35.1924,36.9364,51.3534,50.8299,48.6245,42.7324,43.9171
20,54.9267,54.6339,28.5287,51.6418,55.4453,51.5321,51.0201,47.6197,43.1779,44.4935
21,54.9267,54.6339,32.6308,51.6418,55.4453,51.6937,51.1921,46.9059,43.5809,45.0150
22,55.7137,55.2403,36.8045,53.6556,59.1494,51.8764,51.3762,46.4468,44.0389,45.6575
23,55.5452,55.2123,41.9722,52.9634,54.7501,52.0360,51.5429,46.2522,44.4269,46.0528
24,53.6734,53.7585,47.3805,51.0094,53.3581,52.1042,51.6353,46.2992,44.7012,46.3572
25,54.8690,54.3676,46.2233,50.9801,59.3101,52.2148,51.7446,46.2962,44.9523,46.8753
26,48.8825,48.6057,44.2949,44.5333,52.5618,52.0866,51.6238,46.2192,44.9362,47.0941
27,53.4277,52.9578,44.7083,52.4902,53.6042,52.1363,51.6732,46.1633,45.2160,47.3352
28,48.1022,47.5489,42.5501,45.1746,54.1058,51.9922,51.5259,46.0342,45.2145,47.5770
29,48.6318,47.8721,37.8127,49.4660,51.3556,51.8763,51.3999,45.7507,45.3611,47.7073
30,47.1933,46.2104,37.9362,46.0081,46.0081,51.7202,51.2270,45.4902,45.3827,47.6506
31,45.3328,44.0808,37.6894,43.5157,43.5157,51.5142,50.9964,45.2386,45.3224,47.5173
32,45.7654,44.6165,39.2852,44.7920,44.7920,51.3345,50.7971,45.0526,45.3059,47.4321
33,43.5131,42.3895,43.0965,41.2047,46.8485,51.0975,50.5423,44.9933,45.1816,47.4144
34,42.8769,42.6038,42.6567,40.6657,40.6657,50.8557,50.3088,44.9246,45.0488,47.2159
35,44.0025,43.6803,43.6126,44.9333,44.9333,50.6599,50.1194,44.8871,45.0455,47.1507
36,43.5849,43.3041,43.6518,44.5682,44.5682,50.4634,49.9301,44.8528,45.0322,47.0790
37,44.5134,44.5106,44.7338,46.3722,46.4364,50.3026,49.7836,44.8495,45.0684,47.0616
38,44.6737,45.0949,45.5411,47.0532,47.0532,50.1545,49.6602,44.8677,45.1207,47.0614
39,44.7345,45.0520,45.5388,47.1503,47.1503,50.0155,49.5421,44.8849,45.1727,47.0637
40,45.1033,45.5750,46.1421,47.9715,47.9715,49.8927,49.4429,44.9164,45.2427,47.0863
41,44.5234,44.9826,45.9344,47.4159,47.4159,49.7617,49.3341,44.9412,45.2957,47.0944
42,36.3024,37.8437,43.8854,35.1387,35.1387,49.4413,49.0605,44.9161,45.0538,46.8097
43,42.1479,42.6079,43.3689,43.9919,44.8405,49.2717,48.9105,44.8801,45.0292,46.7639
44,40.7790,41.7051,42.3450,42.5080,45.2903,49.0786,48.7467,44.8225,44.9719,46.7304
45,26.2123,27.8432,35.9831,27.9520,28.0911,48.5705,48.2822,44.6260,44.5936,46.3162
46,30.4990,31.1713,32.2028,26.4837,26.4837,48.1776,47.9102,44.3560,44.1999,45.8851
47,22.6827,23.3371,25.2911,23.8467,23.8467,47.6352,47.3874,43.9503,43.7669,45.4162
48,23.6754,24.0851,24.0917,25.5601,27.7107,47.1360,46.9019,43.5366,43.3876,45.0473
49,23.7121,24.1452,22.8551,25.6604,27.7830,46.6580,46.4375,43.1145,43.0258,44.6950
50,24.3750,24.8982,22.8828,26.5105,26.5105,46.2123,46.0067,42.7099,42.6955,44.3313
51,22.9821,22.9715,22.3996,24.4869,24.6680,45.7568,45.5550,42.3117,42.3385,43.9457
52,22.9821,22.9715,23.5402,24.4869,24.6680,45.3189,45.1207,41.9507,41.9952,43.5750
53,21.6193,22.2117,22.6241,24.0102,24.0960,44.8717,44.6885,41.5860,41.6558,43.2075
54,25.1878,25.5312,26.5984,26.6638,30.3623,44.5072,44.3337,41.3085,41.3782,42.9696
55,24.7613,25.5620,26.9247,26.3225,29.4025,44.1482,43.9924,41.0470,41.1045,42.7229
56,23.2091,25.8150,26.3344,27.2439,28.8250,43.7743,43.6678,40.7842,40.8569,42.4748
57,22.5115,24.9753,25.1732,24.3493,29.2039,43.4012,43.3399,40.5103,40.5673,42.2419
58,22.4264,26.1739,24.8839,22.2043,30.3109,43.0396,43.0439,40.2409,40.2507,42.0362
59,26.4705,28.0811,24.7138,28.4179,30.8503,42.7588,42.7903,39.9778,40.0502,41.8466
60,27.1856,27.8068,25.1012,28.6357,32.5568,42.4992,42.5406,39.7298,39.8599,41.6918
61,28.5966,29.2392,26.0972,29.1770,33.9428,42.2713,42.3225,39.5063,39.6848,41.5648
62,26.3766,30.6650,25.6413,29.7556,38.3696,42.0149,42.1345,39.2827,39.5247,41.5132
63,26.2144,30.0596,26.7558,28.9552,37.5303,41.7641,41.9428,39.0839,39.3569,41.4500
64,27.7656,30.7806,28.4919,31.8360,35.2299,41.5454,41.7684,38.9184,39.2394,41.3528
65,28.6741,31.7682,30.4166,33.2085,36.2610,41.3474,41.6146,38.7876,39.1466,41.2745
66,37.2889,40.2720,33.7633,39.6702,47.9608,41.2859,41.5942,38.7114,39.1545,41.3758
67,33.4846,36.2466,31.9067,33.6392,41.3788,41.1695,41.5144,38.6099,39.0722,41.3759
68,31.9902,35.4919,31.1335,33.3919,45.4129,41.0345,41.4259,38.4999,38.9887,41.4352
69,30.7210,33.6012,31.1955,32.1635,42.6339,40.8850,41.3125,38.3941,38.8898,41.4526
70,31.5781,34.4947,33.0253,32.7792,43.1959,40.7520,41.2151,38.3174,38.8025,41.4775
71,30.5029,33.0571,32.7820,32.0651,42.0192,40.6077,41.1002,38.2394,38.7076,41.4851
72,30.6224,30.1117,32.2801,31.8665,35.9614,40.4690,40.9475,38.1566,38.6126,41.4084
73,27.2085,25.2693,30.7087,27.5679,30.5006,40.2873,40.7328,38.0546,38.4613,41.2590
74,26.8156,25.0313,28.7004,21.9868,29.7495,40.1053,40.5206,37.9282,38.2386,41.1035
75,24.1045,23.6812,25.4091,22.3557,24.2884,39.8920,40.2961,37.7613,38.0269,40.8793
76,20.3413,18.4396,21.4376,20.7729,22.1423,39.6347,40.0085,37.5465,37.7998,40.6327
77,21.6350,18.3595,19.5145,20.4187,22.3517,39.4009,39.7273,37.3123,37.5741,40.3953
78,26.7454,24.6994,19.0287,26.5721,28.3426,39.2387,39.5347,37.0779,37.4331,40.2408
79,26.8221,24.7672,18.6155,26.0997,28.1163,39.0815,39.3477,36.8442,37.2896,40.0873
80,27.9538,26.0448,19.7078,25.7167,28.7785,38.9424,39.1814,36.6300,37.1449,39.9459
81,28.6648,28.3935,22.2650,26.5503,27.9118,38.8155,39.0483,36.4527,37.0141,39.7974
82,25.5883,25.9177,23.9987,23.9510,24.9843,38.6542,38.8881,36.3008,36.8548,39.6167
83,26.8338,26.2309,23.9682,25.4438,25.4504,38.5118,38.7356,36.1522,36.7174,39.4460
84,26.0065,25.6087,23.1800,24.3731,25.2789,38.3629,38.5794,35.9978,36.5704,39.2774
85,26.1711,25.7036,23.8725,24.4625,24.4625,38.2195,38.4279,35.8551,36.4279,39.1031
86,28.6068,28.4474,24.9512,27.2419,27.2419,38.1077,38.3118,35.7283,36.3211,38.9652
87,28.4987,28.2053,25.0864,27.5403,27.5403,37.9973,38.1957,35.6060,36.2202,38.8339
88,28.5384,28.5239,25.8421,28.1975,28.1975,37.8898,38.0858,35.4951,36.1290,38.7130
89,27.8655,27.7179,26.8895,28.2436,28.5114,37.7772,37.9693,35.3984,36.0404,38.5984
90,29.0284,28.4728,27.8447,28.5755,29.5900,37.6800,37.8638,35.3144,35.9575,38.4983
91,28.9416,28.2913,27.3403,28.2059,28.2059,37.5839,37.7586,35.2268,35.8723,38.3852
92,29.6639,28.3269,27.2623,26.9358,28.8578,37.4978,37.6560,35.1402,35.7752,38.2816
93,29.5198,28.4205,27.1802,27.4013,29.4676,37.4121,37.5567,35.0546,35.6851,38.1868
94,29.2937,28.3440,27.5398,27.6764,29.6111,37.3257,37.4587,34.9747,35.5999,38.0956
95,30.9924,30.3893,28.6101,30.9391,30.9391,37.2590,37.3843,34.9077,35.5509,38.0203
96,30.2223,29.6184,28.7756,30.8271,31.2065,37.1857,37.3034,34.8438,35.5017,37.9493
97,30.7520,30.6385,29.3384,31.5188,31.7883,37.1194,37.2347,34.7871,35.4606,37.8858
98,33.6071,32.6625,31.4195,33.2381,33.4639,37.0836,37.1880,34.7527,35.4379,37.8407
99,38.5367,37.5362,33.8289,35.5991,35.5991,37.0982,37.1916,34.7434,35.4396,37.8180
100,37.0461,36.8197,36.0960,37.5103,38.3690,37.0977,37.1878,34.7569,35.4603,37.8235
101,41.5101,40.7621,39.5904,40.1052,40.1296,37.1414,37.2232,34.8048,35.5063,37.8464
102,32.9168,30.1513,39.9598,25.8070,29.1724,37.1000,37.1539,34.8553,35.4112,37.7613
103,34.6425,33.7836,39.1405,31.4052,31.9759,37.0761,37.1212,34.8969,35.3723,37.7051
104,39.0408,38.1274,38.0373,34.4870,34.8126,37.0950,37.1309,34.9271,35.3638,37.6773
105,35.1911,34.1879,37.7762,31.5537,31.6543,37.0769,37.1028,34.9542,35.3275,37.6200
106,35.1021,34.8815,37.9102,30.8038,30.8038,37.0583,37.0819,34.9821,35.2848,37.5557
107,38.1442,37.7678,38.9443,32.2500,32.2500,37.0684,37.0883,35.0191,35.2564,37.5061
108,36.4454,36.7588,37.8121,32.3646,32.3646,37.0626,37.0852,35.0450,35.2297,37.4585
109,34.3950,34.4348,36.5821,29.8183,29.8183,37.0382,37.0609,35.0591,35.1800,37.3884
