Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,16.9715,16.9715,17.3009,16.1757,21.3203,16.9715,16.9715,17.3009,16.1757,21.3203
2,17.0500,15.2969,16.7291,16.8902,17.8682,17.0108,16.1342,17.0150,16.5330,19.5942
3,16.8854,16.3149,16.2097,18.2495,18.7359,16.9690,16.1944,16.7466,17.1052,19.3081
4,16.6905,16.9369,16.4930,18.6502,19.6387,16.8994,16.3800,16.6832,17.4914,19.3908
5,16.5399,16.9352,16.9277,18.3049,19.6744,16.8275,16.4911,16.7321,17.6541,19.4475
6,16.5475,16.9385,17.7221,18.3352,19.4421,16.7808,16.5656,16.8971,17.7676,19.4466
7,16.9009,17.5162,18.3491,18.5025,20.0957,16.7980,16.7014,17.1045,17.8726,19.5393
8,18.1332,18.8546,18.9714,20.5890,22.0730,16.9649,16.9706,17.3379,18.2122,19.8560
9,18.6453,19.2479,18.7199,20.4228,21.8607,17.1516,17.2236,17.4914,18.4578,20.0788
10,18.6062,18.9408,18.5209,19.6972,20.1552,17.2970,17.3953,17.5944,18.5817,20.0864
11,16.4527,17.9601,18.5266,19.0675,20.0925,17.2203,17.4467,17.6791,18.6259,20.0870
12,16.2570,17.7571,18.5307,20.0310,20.3700,17.1400,17.4725,17.7501,18.7430,20.1106
13,16.9405,18.2132,18.8596,20.1258,21.0202,17.1247,17.5295,17.8354,18.8493,20.1805
14,16.5103,18.2026,19.0960,19.9825,20.5430,17.0808,17.5776,17.9255,18.9303,20.2064
15,15.6125,17.1399,18.7836,19.0857,20.8677,16.9829,17.5484,17.9827,18.9407,20.2505
16,13.7816,15.2729,18.1571,16.4043,20.7046,16.7828,17.4062,17.9936,18.7821,20.2789
17,13.7654,15.8551,18.0966,17.2152,17.9735,16.6053,17.3149,17.9996,18.6900,20.1433
18,14.3666,15.8791,17.9524,17.7366,19.8418,16.4809,17.2352,17.9970,18.6370,20.1265
19,14.7609,16.1087,17.4154,18.5484,20.7970,16.3904,17.1759,17.9664,18.6323,20.1618
20,13.9556,15.2549,16.8784,18.3525,20.3176,16.2687,17.0798,17.9120,18.6183,20.1696
21,13.9510,14.5069,16.4381,19.0115,20.4004,16.1583,16.9573,17.8418,18.6371,20.1806
22,14.0414,15.0982,15.7088,19.5575,21.5655,16.0621,16.8728,17.7449,18.6789,20.2435
23,14.0878,15.1118,15.0955,17.7853,22.1572,15.9763,16.7962,17.6297,18.6400,20.3267
24,13.6097,14.8437,14.2624,18.3478,21.6618,15.8776,16.7149,17.4894,18.6279,20.3824
25,13.3393,14.0160,13.5668,17.6077,22.0214,15.7761,16.6069,17.3325,18.5871,20.4479
26,13.7280,13.3095,12.8643,16.2075,19.4797,15.6973,16.4801,17.1606,18.4955,20.4107
27,13.7280,13.3095,12.7470,16.2075,19.4797,15.6244,16.3627,16.9972,18.4108,20.3762
28,13.2898,13.2811,12.5236,17.0403,20.9698,15.5410,16.2526,16.8374,18.3618,20.3974
29,14.6154,14.1781,12.9741,17.4666,24.1214,15.5091,16.1811,16.7042,18.3310,20.5258
30,16.9439,15.3370,13.2018,17.5982,18.2843,15.5569,16.1529,16.5874,18.3065,20.4511
31,17.1850,15.6616,13.9547,18.0840,18.6451,15.6094,16.1371,16.5025,18.2994,20.3928
32,17.1297,15.6669,14.9414,20.4039,21.3688,15.6570,16.1224,16.4537,18.3651,20.4233
33,17.1128,18.1998,14.6376,19.3612,19.3612,15.7011,16.1854,16.3987,18.3953,20.3912
34,17.0178,18.7916,14.6303,19.8103,20.2517,15.7398,16.2620,16.3467,18.4369,20.3871
35,20.1180,20.7856,15.2425,22.5699,22.7491,15.8649,16.3913,16.3151,18.5550,20.4545
36,20.6490,20.7840,17.5634,22.5941,22.6693,15.9978,16.5133,16.3498,18.6672,20.5161
37,21.0369,21.0961,19.8282,22.9629,23.2511,16.1340,16.6371,16.4438,18.7833,20.5900
38,20.5351,20.1554,20.7457,21.0523,21.0523,16.2498,16.7297,16.5570,18.8430,20.6021
39,22.2171,20.2984,20.6802,22.5000,23.4188,16.4028,16.8212,16.6627,18.9368,20.6744
40,21.5138,20.6411,20.1723,23.1282,24.1075,16.5306,16.9167,16.7505,19.0416,20.7602
41,19.1909,19.3721,19.6356,21.7929,23.0986,16.5955,16.9766,16.8208,19.1087,20.8172
42,18.9936,18.4499,19.0757,21.5926,22.5970,16.6526,17.0117,16.8745,19.1678,20.8596
43,19.6153,18.5960,19.2424,20.5587,22.5552,16.7215,17.0485,16.9296,19.2002,20.8990
44,19.6335,18.2566,19.0122,21.6118,22.4129,16.7876,17.0760,16.9769,19.2550,20.9334
45,18.4995,17.6123,18.6126,21.0904,21.9209,16.8257,17.0879,17.0133,19.2958,20.9554
46,19.0756,18.5089,18.4402,21.1283,22.5439,16.8746,17.1188,17.0443,19.3356,20.9899
47,20.0310,18.7410,18.5387,21.6164,23.2440,16.9418,17.1533,17.0761,19.3841,21.0379
48,19.2159,18.4122,18.4853,20.4675,23.1406,16.9891,17.1795,17.1055,19.4067,21.0817
49,18.5883,17.1174,18.2598,21.0528,21.4182,17.0218,17.1783,17.1290,19.4403,21.0886
50,17.9001,16.6044,17.7883,20.4079,21.2374,17.0393,17.1668,17.1422,19.4597,21.0915
51,19.5903,17.4341,17.5985,20.8065,21.8778,17.0894,17.1720,17.1511,19.4861,21.1069
52,18.0437,16.6420,17.0457,20.3043,21.2594,17.1077,17.1618,17.1491,19.5018,21.1099
53,18.0934,16.5573,16.8699,20.2076,21.0981,17.1263,17.1504,17.1439,19.5151,21.1097
54,18.1029,16.4639,16.7419,19.8785,21.4767,17.1444,17.1377,17.1364,19.5218,21.1165
55,18.1556,16.6689,16.9754,20.2281,21.7632,17.1628,17.1292,17.1335,19.5347,21.1282
56,18.6543,16.5797,17.0395,19.6252,21.2548,17.1894,17.1194,17.1318,19.5363,21.1305
57,18.8758,16.2226,16.9823,18.8523,21.9398,17.2190,17.1037,17.1292,19.5243,21.1447
58,17.1891,15.4343,15.5805,18.0386,18.5795,17.2185,17.0749,17.1025,19.4987,21.1004
59,19.2807,15.9322,14.3790,19.0172,19.7162,17.2534,17.0555,17.0563,19.4905,21.0770
60,18.1818,15.6349,14.5868,17.9235,17.9235,17.2689,17.0318,17.0152,19.4644,21.0244
61,17.5267,16.5916,15.3748,19.7600,20.1312,17.2731,17.0246,16.9883,19.4693,21.0098
62,17.4740,17.2386,16.6707,19.9433,20.0586,17.2764,17.0281,16.9831,19.4769,20.9944
63,15.1747,16.0986,17.1807,19.0290,19.1890,17.2430,17.0133,16.9863,19.4698,20.9658
64,15.9710,16.3425,17.4329,18.6751,18.6751,17.2231,17.0028,16.9933,19.4574,20.9300
65,15.8306,15.7793,17.2259,18.0922,18.0922,17.2017,16.9840,16.9968,19.4364,20.8863
66,14.7696,15.8697,17.4828,18.1219,18.1992,17.1649,16.9671,17.0042,19.4165,20.8456
67,15.1211,14.1495,16.3551,15.8954,15.8954,17.1344,16.9251,16.9945,19.3639,20.7717
68,10.8277,13.7028,16.0476,15.9123,16.6674,17.0416,16.8777,16.9806,19.3131,20.7114
69,13.1566,13.8868,15.5840,15.9216,16.5489,16.9853,16.8343,16.9603,19.2640,20.6511
70,14.9016,13.8435,15.2517,15.3694,15.7628,16.9555,16.7916,16.9359,19.2083,20.5812
71,15.5711,14.6895,14.6539,15.6534,16.1481,16.9360,16.7620,16.9038,19.1583,20.5188
72,15.3410,14.7070,14.1230,14.9358,15.4148,16.9139,16.7335,16.8652,19.0996,20.4479
73,15.2864,15.1996,14.6084,16.1853,17.3966,16.8916,16.7124,16.8343,19.0597,20.4061
74,15.6354,14.4741,14.4083,14.7938,16.8787,16.8746,16.6822,16.8015,19.0021,20.3584
75,15.5672,14.9319,15.2819,16.1781,17.4832,16.8572,16.6589,16.7812,18.9644,20.3201
76,16.8468,15.7269,14.3876,16.8138,17.1543,16.8570,16.6466,16.7497,18.9361,20.2784
77,14.9481,15.7881,14.5632,16.4466,16.7135,16.8323,16.6355,16.7213,18.9038,20.2321
78,15.7115,14.8239,14.3725,15.6679,16.1053,16.8179,16.6122,16.6912,18.8623,20.1792
79,16.7669,16.2998,14.8454,18.0270,18.8404,16.8172,16.6083,16.6678,18.8517,20.1623
80,16.9143,15.8877,16.1590,17.2132,17.8524,16.8185,16.5993,16.6615,18.8312,20.1334
81,20.1110,16.7187,16.8960,17.5430,19.4714,16.8591,16.6007,16.6644,18.8153,20.1252
82,20.9561,15.1368,16.3032,16.9160,18.0090,16.9091,16.5829,16.6600,18.7922,20.0994
83,21.4068,16.3488,17.1523,17.0414,19.8627,16.9633,16.5801,16.6659,18.7711,20.0966
84,26.5066,15.3018,16.7627,16.9418,18.4208,17.0769,16.5648,16.6671,18.7493,20.0766
85,23.1120,14.6278,14.6794,15.7110,17.0711,17.1479,16.5421,16.6437,18.7136,20.0413
86,20.2191,13.1063,13.6435,13.7123,13.7574,17.1836,16.5021,16.6088,18.6554,19.9682
87,22.9846,13.1697,13.1949,13.8913,15.9351,17.2503,16.4638,16.5696,18.6006,19.9218
88,18.3834,10.7648,13.3628,11.7672,14.1870,17.2631,16.3990,16.5331,18.5230,19.8567
89,23.3480,12.2281,13.4760,12.6433,13.3492,17.3315,16.3522,16.4988,18.4569,19.7836
90,25.8683,11.8778,13.8435,11.7662,12.9265,17.4264,16.3025,16.4693,18.3826,19.7074
91,21.8205,8.7456,13.4394,10.2284,10.9610,17.4746,16.2194,16.4360,18.2930,19.6113
92,22.5445,8.3950,12.8498,10.1885,11.0570,17.5298,16.1344,16.3970,18.2049,19.5183
93,17.8154,9.5731,11.2713,10.1169,11.0926,17.5328,16.0638,16.3419,18.1179,19.4277
94,20.2981,9.7373,10.2616,10.4181,11.4321,17.5622,15.9965,16.2772,18.0360,19.3426
95,16.5448,10.3082,8.9967,10.6121,11.4007,17.5515,15.9366,16.2005,17.9579,19.2590
96,20.1699,10.3232,9.2658,10.5448,10.8333,17.5788,15.8782,16.1283,17.8806,19.1712
97,20.1676,10.3493,9.8266,10.3107,10.3107,17.6055,15.8212,16.0633,17.8026,19.0799
98,18.6234,10.3630,9.9634,10.0743,11.9482,17.6159,15.7655,16.0011,17.7237,19.0071
99,22.2825,13.6853,11.4002,13.3384,13.3384,17.6630,15.7445,15.9546,17.6794,18.9499
100,18.7316,15.0579,12.6834,15.0420,15.5348,17.6737,15.7376,15.9219,17.6531,18.9157
101,18.4332,15.1660,13.3829,14.5819,15.4096,17.6812,15.7319,15.8968,17.6227,18.8810
102,18.6040,15.6029,15.0104,15.2712,15.9125,17.6903,15.7307,15.8881,17.5996,18.8519
103,14.9963,11.5346,14.9124,10.9332,11.1914,17.6641,15.6899,15.8786,17.5349,18.7775
104,15.2740,11.5943,13.7436,11.3156,11.3156,17.6411,15.6506,15.8581,17.4751,18.7058
105,15.7331,13.7904,13.3007,12.4331,13.3811,17.6230,15.6328,15.8337,17.4271,18.6551
106,13.6465,14.8591,12.4240,13.6780,16.1074,17.5854,15.6255,15.8016,17.3917,18.6310
107,13.4526,15.3823,12.5550,14.9530,16.2394,17.5468,15.6233,15.7712,17.3689,18.6087
108,12.1467,12.3608,12.7454,11.6376,12.3029,17.4968,15.5931,15.7432,17.3158,18.5503
109,14.8754,14.8754,13.6177,12.1112,14.1244,17.4728,15.5865,15.7237,17.2681,18.5097
