Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,57.0589,57.0260,57.7705,57.9121,59.5923,57.0589,57.0260,57.7705,57.9121,59.5923
2,57.0589,57.0260,57.7675,57.9121,59.5923,57.0589,57.0260,57.7690,57.9121,59.5923
3,56.2809,56.2484,57.0249,57.2012,57.2012,56.7996,56.7668,57.5210,57.6751,58.7953
4,56.3975,56.3652,57.1723,57.1631,57.1631,56.6990,56.6664,57.4338,57.5471,58.3872
5,56.3975,56.3652,57.1694,57.1631,57.1631,56.6387,56.6061,57.3809,57.4703,58.1424
6,57.9749,57.9371,59.0404,56.4791,56.4791,56.8614,56.8280,57.6575,57.3051,57.8652
7,58.7549,58.7369,59.1722,57.6763,57.6763,57.1319,57.1007,57.8739,57.3581,57.8382
8,49.3372,49.2678,56.9919,44.3184,44.3184,56.1576,56.1216,57.7636,55.7282,56.1482
9,55.7712,54.5412,56.9332,56.5183,57.1119,56.1146,55.9460,57.6714,55.8159,56.2553
10,56.2078,55.9771,55.6953,46.3523,46.3523,56.1240,55.9491,57.4737,54.8696,55.2650
11,55.5477,55.4578,55.5378,44.5763,44.5763,56.0716,55.9044,57.2978,53.9338,54.2933
12,50.7456,50.3994,49.6271,35.0901,35.0901,55.6277,55.4457,56.6585,52.3635,52.6930
13,47.7294,46.8763,45.8936,34.6426,34.6426,55.0202,54.7865,55.8305,51.0004,51.3045
14,48.7352,47.8881,42.8729,37.4179,37.4179,54.5713,54.2937,54.9049,50.0302,50.3126
15,63.9088,62.3357,42.2625,38.4034,38.4034,55.1938,54.8299,54.0621,49.2551,49.5187
16,79.1354,77.0000,42.2395,51.8129,51.8129,56.6901,56.2155,53.3232,49.4149,49.6621
17,48.3549,45.0026,43.4315,33.3718,33.3718,56.1998,55.5559,52.7413,48.4712,48.7038
18,52.2380,50.0192,45.4806,50.3288,53.8731,55.9797,55.2483,52.3379,48.5744,48.9910
19,80.4704,77.6871,51.2603,70.0112,74.0489,57.2687,56.4293,52.2812,49.7027,50.3098
20,78.9897,75.8369,52.6036,71.9883,75.1317,58.3547,57.3997,52.2973,50.8170,51.5509
21,79.9993,77.3304,54.1405,75.1323,75.1323,59.3854,58.3488,52.3851,51.9748,52.6739
22,54.7401,50.6974,54.7498,47.1967,47.1967,59.1743,58.0010,52.4926,51.7576,52.4249
23,54.7401,50.6974,59.3075,47.1967,47.1967,58.9815,57.6834,52.7889,51.5593,52.1976
24,45.2021,41.8323,46.5647,40.2079,40.2079,58.4073,57.0230,52.5296,51.0864,51.6980
25,45.9885,41.9897,42.5905,43.5502,44.9356,57.9106,56.4217,52.1320,50.7849,51.4275
26,44.3969,40.1336,39.6533,41.8965,42.1762,57.3908,55.7952,51.6520,50.4431,51.0717
27,38.6823,36.0196,36.2903,37.5051,40.4378,56.6979,55.0628,51.0831,49.9639,50.6778
28,39.3645,35.7956,37.6964,36.2373,40.7996,56.0789,54.3746,50.6050,49.4736,50.3251
29,38.3180,35.4313,37.4927,37.7994,40.6854,55.4664,53.7214,50.1528,49.0711,49.9927
30,37.6810,34.9608,37.4967,36.8471,40.2235,54.8736,53.0961,49.7310,48.6636,49.6670
31,36.2400,33.6000,36.7588,34.6944,39.8063,54.2725,52.4672,49.3125,48.2130,49.3489
32,36.8226,33.4472,36.2013,35.0958,35.5052,53.7272,51.8728,48.9028,47.8031,48.9163
