Frame,MSE_DefMean,MSE_Ours_BayF,MSE_Ours_KF,MSE_Ideal,MSE_BestHist,Avg_DefMean,Avg_Ours_BayF,Avg_Ours_KF,Avg_Ideal,Avg_BestHist
1,29.6650,29.5132,29.8092,29.3410,32.6590,29.6650,29.5132,29.8092,29.3410,32.6590
2,29.2884,29.1750,29.4156,28.9235,28.9235,29.4767,29.3441,29.6124,29.1323,30.7913
3,29.8586,29.7454,30.0156,29.5672,29.5672,29.6040,29.4779,29.7468,29.2772,30.3832
4,29.8213,29.7240,29.9770,29.7110,29.7110,29.6583,29.5394,29.8044,29.3857,30.2152
5,29.8213,29.7240,29.9604,29.7110,29.7110,29.6909,29.5763,29.8356,29.4507,30.1143
6,30.7204,30.4798,30.7344,30.7562,30.9278,29.8625,29.7269,29.9854,29.6683,30.2499
7,31.3719,31.3046,31.5436,31.1354,31.9960,30.0781,29.9523,30.2080,29.8779,30.4994
8,32.4072,32.5300,32.2026,29.6759,32.5537,30.3693,30.2745,30.4573,29.8526,30.7562
9,32.2499,32.3750,32.4429,29.3139,32.4452,30.5782,30.5079,30.6779,29.7928,30.9438
10,32.8232,32.9357,33.2506,31.2291,33.1646,30.8027,30.7507,30.9352,29.9364,31.1659
11,32.7383,32.7136,33.4980,28.2706,32.9185,30.9787,30.9291,31.1682,29.7850,31.3252
12,33.2944,33.0127,34.0207,28.8867,33.0478,31.1717,31.1028,31.4059,29.7101,31.4688
13,32.8733,32.5500,34.6560,27.5838,27.5838,31.3026,31.2141,31.6559,29.5466,31.1699
14,30.3387,30.8770,33.8048,26.4631,29.1295,31.2337,31.1900,31.8094,29.3263,31.0242
15,33.1674,32.3976,33.0883,28.7304,29.1364,31.3626,31.2705,31.8946,29.2866,30.8983
16,25.0403,25.0901,27.7555,24.7425,24.9188,30.9675,30.8842,31.6360,29.0026,30.5246
17,24.9472,25.4711,23.7862,24.7099,26.3285,30.6133,30.5658,31.1742,28.7501,30.2778
18,25.0823,25.5099,22.8639,25.0527,25.9650,30.3061,30.2849,30.7125,28.5447,30.0382
19,22.8758,23.4619,23.0173,23.5347,23.5347,29.9150,29.9258,30.3075,28.2810,29.6959
20,15.8216,16.6163,22.1086,15.6175,15.6175,29.2103,29.2604,29.8976,27.6478,28.9920
21,21.7085,20.8781,20.5763,16.4279,16.5689,28.8531,28.8612,29.4537,27.1135,28.4004
22,21.2214,22.6451,20.3427,20.8581,20.8581,28.5062,28.5786,29.0396,26.8292,28.0576
23,38.9206,37.9665,18.4357,33.4751,34.1592,28.9590,28.9868,28.5785,27.1181,28.3229
24,37.8883,37.9539,20.4569,33.4357,33.4722,29.3311,29.3604,28.2401,27.3814,28.5374
25,35.6574,35.8534,25.2648,32.7011,32.8978,29.5841,29.6202,28.1211,27.5942,28.7118
26,36.3857,36.3186,28.8042,30.8683,30.8683,29.8457,29.8778,28.1474,27.7201,28.7948
27,28.0438,28.0392,30.2449,28.4445,28.5710,29.7790,29.8097,28.2251,27.7469,28.7865
28,28.2445,28.1969,28.8138,28.4386,28.4503,29.7242,29.7521,28.2461,27.7716,28.7745
29,28.2586,28.2514,27.9439,28.3172,28.9363,29.6736,29.7003,28.2357,27.7904,28.7801
30,24.9818,24.9860,26.7863,25.3565,25.8824,29.5172,29.5432,28.1874,27.7093,28.6835
31,24.4539,24.5306,25.0994,23.8472,25.0048,29.3539,29.3815,28.0877,27.5847,28.5648
32,23.1555,22.7900,24.1431,23.0011,23.0011,29.1602,29.1755,27.9645,27.4415,28.3909
33,21.8712,22.1798,22.5485,23.6653,25.8554,28.9393,28.9635,27.8004,27.3271,28.3141
34,24.5261,24.8584,22.0115,23.8681,26.7290,28.8095,28.8428,27.6301,27.2253,28.2675
35,28.2830,28.7613,22.4374,28.0514,28.0514,28.7945,28.8405,27.4817,27.2489,28.2613
36,29.9774,30.4883,23.2076,29.9247,31.4168,28.8273,28.8862,27.3630,27.3233,28.3490
37,29.8083,30.1826,25.3638,30.1591,31.6283,28.8539,28.9213,27.3090,27.3999,28.4376
38,31.2003,31.4547,28.9907,30.5503,30.5503,28.9156,28.9879,27.3532,27.4828,28.4932
39,30.9896,30.8067,30.4717,29.6356,29.6356,28.9688,29.0346,27.4332,27.5380,28.5225
40,27.1727,27.6549,29.0720,27.1296,27.8831,28.9239,29.0001,27.4742,27.5278,28.5065
41,26.2779,26.7017,27.9738,25.8976,28.3972,28.8593,28.9440,27.4863,27.4880,28.5038
42,25.2900,25.3278,27.0073,24.9305,28.0030,28.7744,28.8579,27.4749,27.4271,28.4919
43,19.6159,19.8527,23.7532,19.3636,25.1458,28.5614,28.6485,27.3884,27.2396,28.4141
44,21.0746,20.5533,22.5085,20.7057,21.7228,28.3912,28.4645,27.2775,27.0911,28.2620
45,19.3177,19.0246,20.6034,19.0910,20.3866,28.1896,28.2547,27.1292,26.9133,28.0870
46,19.7332,19.4880,19.5661,17.0441,17.0441,28.0057,28.0642,26.9648,26.6988,27.8469
47,21.0836,20.8944,19.0992,17.8071,17.8071,27.8585,27.9116,26.7974,26.5096,27.6333
48,21.4851,21.4676,19.5500,17.6667,17.6667,27.7257,27.7774,26.6464,26.3254,27.4257
49,21.8828,21.7035,20.4035,18.1823,18.1823,27.6064,27.6534,26.5190,26.1592,27.2370
50,23.7534,23.2611,21.6853,20.7937,20.7937,27.5294,27.5656,26.4223,26.0519,27.1082
51,23.7396,22.3077,22.7007,20.4481,20.4481,27.4551,27.4625,26.3494,25.9420,26.9776
52,23.3608,20.8475,23.2329,20.0239,20.0239,27.3763,27.3353,26.2894,25.8282,26.8439
53,23.7123,20.1292,23.9151,20.2401,20.2401,27.3072,27.1993,26.2446,25.7228,26.7193
54,22.4556,19.2845,22.3669,20.4018,20.4018,27.2174,27.0527,26.1728,25.6242,26.6023
55,21.7585,18.3353,20.1590,19.3942,19.3942,27.1181,26.8942,26.0635,25.5109,26.4712
56,20.6877,17.1785,17.7815,18.8591,18.8591,27.0033,26.7207,25.9156,25.3922,26.3353
57,21.3065,18.2919,17.7081,19.6587,19.6587,26.9033,26.5729,25.7716,25.2916,26.2182
58,22.5255,21.5602,19.4283,21.8549,24.6359,26.8279,26.4864,25.6622,25.2323,26.1909
59,23.1678,20.8230,20.5624,22.4747,22.8577,26.7658,26.3904,25.5758,25.1856,26.1344
60,21.8019,17.9847,20.5584,19.3914,19.3914,26.6831,26.2503,25.4922,25.0890,26.0220
61,21.4759,21.4641,20.7467,19.6368,19.6368,26.5977,26.1719,25.4144,24.9996,25.9173
62,23.9912,20.0558,21.3434,21.0107,21.0107,26.5557,26.0732,25.3487,24.9353,25.8382
63,24.4335,20.4921,20.7780,19.5471,19.5471,26.5220,25.9846,25.2762,24.8498,25.7383
64,28.3666,25.5503,22.0460,26.3567,26.3567,26.5508,25.9779,25.2257,24.8733,25.7480
65,31.1053,27.6846,24.3043,29.1051,29.1051,26.6209,26.0041,25.2115,24.9384,25.7996
66,33.6525,31.1737,27.4795,33.3235,33.7061,26.7274,26.0824,25.2459,25.0655,25.9194
67,36.7295,33.9400,31.3509,36.4305,36.4305,26.8767,26.1997,25.3370,25.2351,26.0763
68,42.4554,42.4931,37.5538,41.7063,41.7063,27.1058,26.4393,25.5167,25.4773,26.3062
69,44.9082,44.9479,39.8593,43.2625,43.8901,27.3638,26.7076,25.7245,25.7351,26.5610
70,50.1054,48.2446,43.1817,40.0879,40.0879,27.6887,27.0152,25.9739,25.9401,26.7542
71,56.4153,56.0674,48.3069,46.2012,46.2012,28.0933,27.4244,26.2885,26.2255,27.0281
72,35.9502,35.7214,43.5433,30.0022,30.0022,28.2024,27.5397,26.5281,26.2779,27.0695
