Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
151,21.8940,21.7992,21.9077,21.8800
152,23.1048,23.0434,23.1176,21.8002
153,22.8670,22.8111,22.8769,21.8126
154,22.8011,22.4419,22.8596,21.9726
155,22.9607,22.8535,22.9755,22.4620
156,23.0302,22.9718,23.0264,23.0737
157,4.1010,3.9785,4.2572,5.8192
158,8.4698,7.9495,8.6965,9.7295
159,9.8847,9.0717,11.1757,10.1464
160,9.5728,8.4705,11.5227,9.8524
161,7.7809,6.7986,9.2277,7.4796
162,8.1507,7.7843,8.2532,7.6196
163,9.8207,9.6479,9.8260,9.4905
164,9.4511,9.0859,9.4849,9.2875
165,9.2545,8.7998,9.2935,9.2683
166,8.8370,8.4524,8.8449,8.8081
167,9.9927,9.5919,9.9723,10.2857
168,9.9968,9.6705,9.9832,10.1924
169,5.3973,5.1626,5.3834,5.5092
170,5.3013,5.0982,5.2802,5.3342
171,10.6108,9.8526,10.7232,10.8081
172,11.3773,9.6977,11.0799,9.6155
173,8.9037,7.2430,8.8414,8.2902
174,8.9792,7.3188,9.0207,8.5121
175,10.0242,8.0278,9.5338,8.8138
176,7.7919,6.2611,8.0358,8.8048
177,8.6158,6.4942,8.5587,8.3530
178,8.4488,6.3577,8.3877,8.2302
179,8.3247,6.2678,8.2469,8.3468
180,8.4353,6.3732,8.3549,8.3341
181,8.2436,6.0420,8.2008,8.5281
182,8.9174,6.7112,8.8768,9.1964
183,12.6936,10.8842,12.6866,12.9001
184,10.3481,9.9355,10.3536,11.6636
185,14.1306,13.6157,13.8394,14.7114
186,14.3122,13.6673,13.9960,14.5486
187,14.6191,13.9424,14.3744,14.5260
188,15.2421,14.0507,15.0287,14.5068
189,15.5642,14.1635,15.2936,14.7788
190,15.3321,13.9348,15.0402,14.6994
191,18.6118,18.0408,18.5593,17.7811
192,24.9012,24.6248,24.8503,24.9173
193,26.2235,25.9208,26.1029,25.8879
194,26.4635,26.1819,26.3546,26.1912
195,25.9261,25.7266,25.8770,26.1463
196,26.7694,26.5175,26.8360,26.6826
197,27.2117,27.1240,27.2977,27.2056
198,27.2121,27.0237,27.1995,27.3892
199,27.2490,27.1501,27.3315,27.3176
200,27.3519,26.9218,27.3547,27.4226
201,27.6162,27.2140,27.5953,27.6783
202,27.5084,27.3695,27.5663,27.5902
203,27.8714,27.5280,27.8958,27.8750
204,28.2600,28.2477,28.3483,28.2466
205,28.4859,26.7561,28.1047,28.4409
206,30.9915,32.5023,32.7092,28.6786
207,30.3742,32.1184,32.3074,28.7712
208,30.9932,31.6890,32.0765,30.1259
209,32.0244,32.1874,32.5544,31.2989
210,32.4142,32.7634,33.1171,33.3814
211,32.5838,32.8500,33.1973,33.4069
212,32.3117,32.6192,33.0098,33.7424
213,26.0354,24.6976,25.6637,33.1418
214,12.7459,12.1010,11.4875,27.0230
215,12.3298,12.5221,11.5001,19.4607
216,15.0242,10.8488,11.0805,13.6799
217,15.9136,12.1191,11.9850,11.2988
218,18.0737,11.7989,12.7692,10.5659
219,12.2227,11.6686,12.8535,10.4833
220,11.5152,11.9441,12.0276,12.2977
221,11.5005,11.9487,12.0400,12.0157
222,11.5415,12.0851,12.1663,11.9564
223,11.1346,11.5022,11.5956,11.5767
224,11.1614,11.5450,11.6094,11.6139
225,11.0928,11.4564,11.5283,11.7663
226,11.0586,11.4002,11.6422,11.6694
227,10.5921,10.8595,11.0695,11.2927
228,10.9859,10.7885,10.9417,11.2596
229,10.6725,10.6653,10.8674,11.1053
230,39.0289,40.3080,38.9575,39.6827
231,49.3077,47.9924,46.9183,47.4607
232,49.6073,49.3726,48.4446,49.2484
233,47.6965,45.8803,47.4595,46.0653
234,40.5831,39.4601,39.6801,38.7231
235,40.2402,39.0900,39.4755,38.6709
236,40.6800,39.3211,39.1880,37.3089
237,40.2498,38.8222,38.7279,37.5982
238,40.4924,39.1122,38.9762,37.9202
239,40.4538,39.1123,38.9373,38.3089
240,39.4133,38.1180,37.8807,37.8563
241,39.4964,37.9218,37.8789,37.9369
242,37.5853,37.0004,37.0186,37.6274
243,38.1344,37.8843,37.6810,37.4465
244,37.2997,37.2560,37.1165,37.4805
245,38.1816,39.1703,39.0890,39.1389
246,38.6512,39.5428,39.4549,39.1016
247,38.5562,39.0524,39.2497,39.0840
248,38.7159,39.1760,39.3807,39.0731
249,39.6066,39.8104,39.9101,39.2986
250,39.9603,39.8691,39.9524,39.0863
251,39.5402,39.4582,39.5533,38.8845
252,41.5251,41.1063,41.5285,38.9163
253,39.9270,39.6231,39.6696,39.2166
254,38.7969,38.5427,38.9215,39.1716
255,39.4707,39.0097,39.7238,39.1677
256,39.2983,38.7287,39.6237,39.1128
257,39.0777,38.5232,39.3774,38.7050
258,39.0205,38.4680,39.3201,38.6033
259,38.7006,37.6431,39.4019,38.5752
260,39.3132,38.8744,39.0926,40.0180
261,31.6622,29.2371,30.6391,28.9658
262,31.9266,29.8952,30.8186,28.8159
263,26.3284,24.5869,24.7780,24.5509
264,32.6805,32.2229,34.3218,24.9704
265,31.2051,32.1034,32.3978,27.2885
266,27.5955,23.3974,24.3225,26.6483
267,31.1089,25.4317,26.5497,27.5940
268,27.3740,23.3109,21.9416,26.8930
269,27.4747,23.4194,21.9852,25.4737
270,30.2003,26.6226,25.1942,27.8717
271,30.2907,27.4037,25.9083,27.5223
272,30.6487,28.0533,26.2615,27.9723
273,30.2092,27.9745,26.1075,27.6086
