Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
1,40.0715,37.8867,40.0715,41.1292
2,39.4230,37.2389,39.4230,40.4793
3,39.4894,37.1691,39.4894,40.6140
4,39.4458,37.0956,39.4458,40.5938
5,46.4412,46.0117,46.4412,40.9125
6,46.4265,45.9367,46.4265,41.1229
7,45.4222,44.4693,45.4222,41.5574
8,45.2087,44.7892,45.2087,43.3233
9,46.6506,46.4628,46.6506,45.3210
10,43.3279,37.9551,43.3279,44.0004
11,53.7654,43.0335,53.7654,43.9672
12,60.3488,58.4342,60.3488,45.7729
13,59.4098,57.8302,59.4098,48.7349
14,36.6057,35.9097,36.6057,46.2654
15,43.9917,42.2853,43.9917,45.5040
16,46.2199,44.1365,46.2199,43.4801
17,57.4900,54.7882,57.4900,42.7059
18,67.2566,61.9024,67.2566,43.0542
19,67.3412,62.0565,67.3412,50.8910
20,47.8194,45.1467,47.8194,48.8188
21,47.5440,45.2467,47.5440,48.8854
22,44.5430,43.8808,44.5430,46.6734
23,35.5577,34.6581,35.5577,41.5467
24,32.5613,28.5685,32.5613,38.4209
25,34.4511,28.2702,34.4511,33.4406
26,35.3872,25.3283,35.3872,33.9971
27,34.9777,28.1128,34.9777,38.4661
28,39.6544,31.3088,39.6545,43.9848
29,38.8799,29.9251,38.8799,49.7706
30,36.8734,29.9705,36.8734,49.1628
31,35.5244,28.4027,35.5244,46.6058
32,44.1724,37.6786,44.1724,48.6125
33,42.4943,35.7596,42.4905,49.0718
34,31.4879,25.2164,31.4932,43.2562
35,26.3884,24.2791,26.3898,33.3127
36,29.8008,27.4016,29.8011,30.8357
37,20.2002,20.2960,20.1993,23.4403
38,20.3230,20.4564,20.3233,21.8873
39,20.4082,20.9453,20.4115,20.9361
40,20.0836,21.1369,20.1049,20.6704
41,20.2059,21.3274,20.2167,20.2734
42,18.7688,20.2875,18.7679,19.7600
43,19.8405,21.0436,19.8523,20.7675
44,20.4069,21.1391,20.4141,21.0293
45,20.3728,20.8391,20.3686,21.2645
46,22.3477,23.6553,22.3254,24.2969
47,22.2686,23.2053,22.2410,24.8690
48,22.6293,23.3915,22.5395,25.5702
49,22.6247,23.2730,22.5514,25.7779
50,23.0163,23.7680,20.7491,26.0566
51,21.7038,23.2648,19.4976,25.6808
52,22.5891,23.5949,20.1215,26.0629
53,22.6056,23.5626,19.9384,25.7331
54,24.1472,24.4855,21.4655,26.2800
55,23.1557,22.5066,25.5913,25.2001
56,22.9803,23.5425,25.0577,25.0957
57,22.9048,23.1856,25.2215,24.5987
58,29.7865,30.4731,29.6468,22.8431
59,28.6118,28.6833,26.8108,20.5758
60,29.3696,30.6900,28.6216,20.9724
61,28.9086,30.8585,28.7937,23.8898
62,23.1646,25.6484,22.9561,27.4371
63,17.2161,19.1432,18.6925,23.5226
64,17.3211,19.0623,18.6267,21.1304
65,17.5680,18.9284,18.8171,18.9324
66,16.5440,17.7545,18.9338,18.1565
67,21.3345,22.0491,21.2393,18.3117
68,18.6277,19.0789,20.2704,17.9789
69,17.7648,18.3250,17.8861,17.9068
70,20.3834,20.1349,20.2706,18.4752
71,19.2794,19.6032,18.5714,18.9992
72,20.3467,21.5559,19.8875,19.3369
73,28.6310,29.6979,26.5826,18.2192
74,34.0129,30.2501,30.2080,20.5134
75,35.9958,35.6353,33.7449,22.8537
76,37.7576,33.3877,36.5535,25.8935
77,34.2484,32.5099,34.0487,28.9196
78,29.9886,27.7431,29.1786,29.5906
79,31.7609,27.5793,29.5802,29.1159
80,26.8374,22.8344,25.4227,25.0024
81,26.9008,22.5442,25.9410,22.4677
82,27.1780,22.0896,25.6742,22.6115
83,25.9893,21.7147,25.0809,24.8727
84,23.4167,20.6233,22.4894,25.4280
85,29.1557,24.2084,28.8502,26.4883
86,28.4605,25.1516,26.7202,25.8095
87,37.7899,29.7450,34.9726,27.9981
88,41.0644,34.6834,39.0741,31.4763
89,47.0493,42.4757,46.0061,37.9352
90,34.1128,30.3081,33.1680,37.9693
91,34.3238,30.7790,34.6625,40.2821
92,39.9513,42.7981,40.5919,40.4969
93,38.1618,39.1764,38.5398,39.8922
94,31.2452,32.3271,30.7916,35.4153
95,22.5003,24.3119,24.9544,28.4831
96,15.9871,16.9132,17.4640,23.3717
97,18.4484,18.0075,20.3580,18.1217
98,16.0666,15.0559,18.1223,16.4868
99,23.7792,24.2020,24.5831,16.3059
100,26.5006,26.5268,27.1429,16.7757
101,21.6204,20.4485,22.0696,15.0701
102,28.6167,27.7360,28.7218,15.4290
103,24.2773,23.2740,24.9877,16.5576
104,12.4774,11.8661,14.0336,15.4762
105,11.3730,10.7720,11.7348,13.9520
106,12.3319,12.2279,12.0752,12.3064
107,12.5039,12.0090,12.2086,10.4689
108,9.7799,9.3267,9.8219,9.9901
109,10.7025,8.6367,9.9024,10.2058
110,10.9511,9.8493,10.0186,11.3654
111,15.3874,14.8794,15.0164,15.8085
112,16.5296,16.3659,16.4406,16.7129
113,20.9881,20.8071,20.8496,20.8567
114,21.8733,21.8127,21.8551,21.8202
115,22.1918,22.1651,22.2310,22.1970
116,23.2333,23.2144,23.2579,23.3166
117,23.7113,23.8107,23.8578,24.0059
118,24.8346,24.9375,24.9834,25.0624
119,24.4166,24.4091,24.5644,24.6264
120,23.6951,23.7170,23.8907,23.9488
121,23.5396,23.4949,23.7296,23.7957
122,23.5794,23.5224,23.7697,23.8308
123,24.1764,24.1879,24.3802,24.4108
124,24.3105,24.2904,24.4880,24.4849
125,24.1288,24.1980,24.3405,24.4458
126,24.2967,24.3508,24.3877,24.4348
127,24.6855,24.7510,24.8100,24.7801
128,25.5907,25.6445,25.6996,25.7706
129,25.3104,25.3697,25.4594,25.9156
130,24.6689,24.6109,24.6274,25.7210
131,14.9298,12.1164,14.2882,22.4167
132,19.0190,17.1487,19.1259,20.2460
133,18.7159,16.3485,18.5931,18.8017
134,18.4970,15.8635,18.0865,16.9836
135,16.9398,14.1227,17.1974,15.7652
136,18.5814,17.7441,19.2132,15.0561
137,16.8384,16.3802,16.5098,15.4169
138,17.0434,17.1167,17.2584,16.4249
139,27.8963,22.3844,27.2409,19.4192
140,55.2542,49.0552,49.7162,26.7850
141,47.3422,41.5008,42.8312,26.6855
142,23.6497,23.1725,23.6938,26.9687
143,23.7755,23.5705,23.9031,26.1617
144,21.7595,20.7265,21.4210,25.0015
145,23.8846,23.7862,24.0341,24.1594
146,27.0636,26.7902,27.0180,27.0148
147,28.7265,27.2751,27.6940,27.8969
148,21.5381,20.0360,21.6861,27.5195
149,20.2639,20.1610,20.3771,20.7386
150,21.8974,21.7977,21.9109,21.9079
