Frame,MSE_DefMean,MSE_BestEnvelope,MSE_Ours_BayF,MSE_Ours_KF
66,58.1434,52.2615,56.5393,56.1465
67,52.6488,50.4451,51.7470,51.5231
68,54.5525,52.3306,53.5626,53.2291
69,54.1728,52.4140,53.8050,53.4342
70,56.8616,55.8488,56.2240,55.6885
71,61.2218,59.6097,59.6553,58.3916
72,68.8917,65.7331,66.6228,66.3334
73,67.9848,65.2136,66.9359,60.6748
74,69.7145,66.1397,68.5882,63.2164
75,91.0863,83.1775,91.5072,82.6303
76,92.8233,88.2239,94.3628,88.8851
77,83.8273,80.7900,83.5186,91.9973
78,43.3432,44.6756,44.3294,52.8718
79,55.5552,41.4580,49.0773,40.8965
80,38.7612,38.4132,39.5114,37.8068
81,33.0661,33.3837,33.1168,31.8501
82,38.8243,37.9183,38.6452,35.9044
83,39.1623,37.2848,37.5209,36.2312
84,43.4339,42.0112,41.6686,42.9741
85,43.8482,43.4956,40.8388,45.1220
86,42.8771,42.2472,39.1434,46.5689
87,42.7567,42.3789,39.4273,49.5251
88,40.5556,41.2542,38.2434,46.1405
89,38.3731,38.7289,35.1390,42.0185
90,39.1259,38.3862,36.3167,41.7003
91,37.8740,37.1439,34.2397,40.0928
92,34.3446,33.0996,29.5784,37.6907
93,36.3266,33.8686,29.9489,42.2663
94,36.4954,32.3715,30.0005,41.1942
95,39.1683,36.3556,31.3301,41.1070
96,39.5039,35.9594,31.4878,41.8388
97,50.6290,38.9361,37.2376,45.1517
98,54.9860,45.3161,45.5456,46.0060
99,36.7214,36.5931,35.2863,40.8392
100,33.6423,31.3549,31.0743,36.1534
101,34.1740,29.6985,31.7403,32.5248
102,34.9359,33.1809,34.1328,30.3520
103,33.1463,32.4721,28.3075,26.1664
104,30.3100,27.3649,28.9574,24.6041
105,28.0103,27.5224,23.9599,19.3806
106,30.5289,25.6989,25.4099,19.1969
107,28.7804,26.6589,24.5461,18.7998
108,24.7016,18.9188,20.6343,18.0568
109,27.9141,25.0013,32.6973,17.5733
110,34.4406,34.0184,38.9047,20.4619
111,21.9141,19.0291,23.6364,18.6127
112,29.8993,19.4228,27.8908,22.6221
113,32.8689,32.5596,32.7869,26.7405
114,25.6336,20.8214,20.9765,22.9715
115,29.1931,26.3542,28.0562,16.9183
116,33.2510,30.4238,33.2811,16.1617
117,23.6883,16.6932,17.7467,16.0484
118,23.1928,15.4915,17.2284,14.3847
119,15.1628,10.6086,11.5970,11.6582
120,15.5721,9.4229,10.3185,10.3486
121,15.5347,9.2967,11.2214,10.4185
122,15.8733,8.3072,9.9061,8.5042
123,15.8380,11.7585,13.9819,13.1099
124,16.4883,11.5774,13.5625,14.2493
125,18.4442,15.0514,15.7570,17.5888
126,19.5936,14.9881,16.9136,19.8768
127,21.5815,14.7724,17.9861,20.1887
128,22.3813,14.9166,18.0775,19.8186
129,22.9609,16.7686,19.1667,20.7089
130,19.3077,18.9425,20.5921,21.8975
131,20.8062,22.0282,21.6787,22.4778
132,20.0487,23.2107,22.3233,22.9612
133,19.0453,22.5315,22.9680,23.3394
134,18.2003,22.4972,23.1368,23.8351
135,18.6609,16.0550,18.1616,23.5212
136,20.4797,22.0703,25.0911,23.2186
137,30.8971,31.5813,31.0553,25.4066
138,32.6252,33.2691,32.3400,26.8292
139,34.2358,34.9709,34.2931,30.1085
140,37.0611,36.9048,37.3439,34.9556
141,33.6020,32.3001,32.0242,35.2582
142,32.0051,31.8210,32.1052,32.8839
143,34.8114,35.6329,37.9261,22.5112
144,36.3135,36.2669,39.4848,17.7053
145,28.0093,27.3675,28.6766,16.8586
146,29.4287,28.8329,29.9349,19.4860
147,29.9126,26.4195,30.6642,24.1097
148,26.9314,26.7868,27.9148,22.7589
149,29.2685,28.1706,31.5529,28.7834
150,31.2359,31.3549,34.2055,29.6836
151,35.9155,29.1312,37.3918,19.8971
152,32.6306,26.2292,35.4747,24.6085
153,26.2664,26.2284,26.3826,27.0244
154,26.0540,25.7195,26.1724,27.3957
155,24.9425,21.9264,25.2340,25.5440
156,35.3220,35.2503,35.3351,21.9513
157,33.8811,32.9007,33.8801,20.6569
158,12.2874,11.9560,12.2451,15.8883
159,4.2198,3.5461,4.1376,5.5974
