Frame,MSE_KF,Avg_MSE_KF
1,18.7265,18.7265
2,19.3779,19.0522
3,19.1362,19.0802
4,19.1316,19.0930
5,19.2406,19.1226
6,20.5443,19.3595
7,19.8667,19.4320
8,18.2309,19.2818
9,18.8670,19.2358
10,19.4092,19.2531
11,20.1120,19.3312
12,20.6658,19.4424
13,21.4651,19.5980
14,21.8709,19.7603
15,22.3417,19.9324
16,22.5721,20.0974
17,22.9784,20.2669
18,22.1189,20.3698
19,21.1150,20.4090
20,19.8146,20.3793
21,18.4012,20.2851
22,18.5915,20.2081
23,17.6619,20.0974
24,16.1072,19.9311
25,16.5905,19.7975
26,18.2950,19.7397
27,20.2235,19.7576
28,21.6805,19.8263
29,22.4669,19.9174
30,22.9390,20.0181
31,23.3099,20.1243
32,26.3304,20.3182
33,25.7024,20.4814
34,20.9862,20.4962
35,19.1341,20.4573
36,19.2319,20.4233
37,20.6721,20.4300
38,23.0392,20.4987
39,20.1766,20.4904
40,18.6943,20.4455
41,17.9206,20.3839
42,16.5094,20.2917
43,15.8948,20.1894
44,14.5716,20.0617
45,13.7857,19.9223
46,13.6336,19.7856
47,12.9549,19.6402
48,12.6819,19.4953
49,11.8610,19.3395
50,12.2392,19.1975
51,14.9215,19.1136
52,15.7993,19.0499
53,16.8213,19.0078
54,18.7520,19.0031
55,22.0504,19.0585
56,24.6096,19.1576
57,22.9136,19.2235
58,17.8516,19.1999
59,16.8205,19.1595
60,15.2868,19.0950
61,14.8012,19.0246
62,16.7870,18.9885
63,17.8944,18.9711
64,17.2465,18.9442
65,16.8769,18.9124
66,18.0873,18.8999
67,18.9414,18.9005
68,20.5212,18.9243
69,24.9019,19.0110
70,19.3170,19.0153
71,20.2601,19.0329
72,18.4174,19.0243
73,17.2811,19.0005
74,16.0208,18.9602
75,16.0156,18.9209
76,15.1505,18.8713
77,9.3284,18.7474
78,8.0128,18.6098
79,6.7406,18.4595
80,5.7775,18.3010
81,4.0772,18.1254
82,5.5206,17.9717
83,5.4913,17.8213
84,10.3508,17.7324
85,13.9857,17.6883
86,15.1504,17.6588
87,14.7497,17.6253
88,15.5642,17.6019
89,16.1775,17.5859
90,15.8837,17.5670
91,16.3509,17.5536
92,16.7893,17.5453
93,16.3770,17.5328
94,16.2700,17.5193
95,16.5661,17.5093
96,17.9020,17.5134
97,20.1116,17.5402
98,20.0843,17.5661
99,20.8438,17.5992
100,21.5511,17.6388
101,21.7145,17.6791
102,21.7649,17.7192
103,22.0087,17.7608
104,22.3367,17.8048
105,22.3659,17.8483
106,22.5798,17.8929
107,24.5306,17.9549
108,25.7631,18.0272
109,23.0639,18.0734
110,18.4703,18.0770
111,14.6945,18.0466
112,13.2636,18.0039
113,12.5122,17.9553
114,12.4182,17.9067
115,12.0174,17.8555
116,11.9379,17.8045
117,12.1125,17.7558
118,12.0142,17.7072
119,13.8063,17.6744
120,16.2473,17.6625
121,16.9307,17.6564
122,14.0329,17.6267
123,12.5676,17.5856
124,10.6156,17.5294
125,8.3832,17.4562
126,7.8914,17.3803
127,7.4344,17.3020
128,9.8309,17.2436
129,11.7878,17.2013
130,27.1128,17.2776
131,48.4074,17.5152
132,44.4765,17.7195
133,34.6279,17.8466
134,18.7011,17.8530
135,3.4449,17.7462
136,2.0275,17.6307
137,2.0149,17.5167
138,2.0431,17.4046
139,2.1276,17.2947
