Frame,MSE_KF,Avg_MSE_KF
1,18.9554,18.9554
2,18.6257,18.7906
3,18.2025,18.5945
4,18.2097,18.4983
5,17.8355,18.3658
6,17.3977,18.2044
7,16.1865,17.9161
8,15.9731,17.6733
9,15.7439,17.4589
10,15.7346,17.2865
11,16.4181,17.2075
12,16.8786,17.1801
13,16.8576,17.1553
14,16.8058,17.1303
15,15.8841,17.0473
16,15.4236,16.9458
17,14.3476,16.7929
18,14.0366,16.6398
19,13.6016,16.4799
20,13.7374,16.3428
21,14.4250,16.2515
22,14.7548,16.1834
23,15.1637,16.1391
24,14.6946,16.0789
25,14.4623,16.0142
26,14.3557,15.9505
27,14.1393,15.8834
28,14.3746,15.8295
29,14.8756,15.7966
30,13.8524,15.7318
31,13.2798,15.6527
32,13.6530,15.5902
33,12.5754,15.4988
34,12.9855,15.4249
35,12.7406,15.3482
36,13.0313,15.2839
37,13.7060,15.2412
38,15.7131,15.2536
39,17.7965,15.3188
40,19.2890,15.4181
41,20.4508,15.5408
42,21.1486,15.6744
43,20.9087,15.7961
44,20.3573,15.8998
45,18.9943,15.9685
46,18.1794,16.0166
47,17.1433,16.0406
48,16.9701,16.0599
49,15.1910,16.0422
50,13.8866,15.9991
51,14.2975,15.9657
52,14.5748,15.9390
53,15.7047,15.9345
54,17.6396,15.9661
55,19.3657,16.0279
56,20.7038,16.1114
57,19.0142,16.1624
58,18.8686,16.2090
59,18.5779,16.2492
60,19.5637,16.3044
61,21.0362,16.3820
62,22.2824,16.4771
63,23.7500,16.5926
64,25.0748,16.7251
65,27.1619,16.8857
66,27.0165,17.0392
67,23.6860,17.1384
68,22.3507,17.2150
69,21.1521,17.2721
70,19.8614,17.3091
71,20.1826,17.3496
72,20.7266,17.3965
73,20.7554,17.4425
74,22.6756,17.5132
75,23.6447,17.5950
76,24.8509,17.6904
77,27.3726,17.8162
78,29.5861,17.9671
79,31.0336,18.1325
80,31.1040,18.2946
81,30.5917,18.4464
82,30.4327,18.5926
83,31.5384,18.7486
84,32.7245,18.9150
85,32.7347,19.0775
86,30.4189,19.2094
87,32.0519,19.3570
88,32.5751,19.5072
89,33.6065,19.6657
90,33.0734,19.8146
91,33.9856,19.9704
92,36.3881,20.1488
93,40.6709,20.3695
94,36.4998,20.5411
95,34.1821,20.6847
96,32.5747,20.8085
97,32.0349,20.9243
98,30.4567,21.0215
99,30.0624,21.1128
100,29.5227,21.1969
101,30.6840,21.2909
102,32.7012,21.4027
103,36.8424,21.5526
104,37.7581,21.7085
105,37.3493,21.8574
106,38.8236,22.0175
107,38.8779,22.1751
108,39.0764,22.3315
109,37.3135,22.4690
110,34.8116,22.5812
111,27.5196,22.6257
112,24.7829,22.6450
113,25.8837,22.6736
114,31.0989,22.7475
115,37.7290,22.8778
116,39.6532,23.0224
117,43.1899,23.1948
118,35.8235,23.3018
119,36.2695,23.4108
120,34.5254,23.5034
121,31.3657,23.5684
122,29.7120,23.6187
123,31.5740,23.6834
124,32.7670,23.7567
125,34.1996,23.8402
126,35.9536,23.9363
127,38.2958,24.0494
128,36.0278,24.1430
129,34.8436,24.2259
130,35.2570,24.3108
131,35.3464,24.3950
132,32.4459,24.4560
133,29.2071,24.4918
134,9.3984,24.3791
135,16.1375,24.3181
136,16.1549,24.2580
137,16.3443,24.2003
138,16.4982,24.1445
139,19.1035,24.1082
140,19.3692,24.0744
141,19.6465,24.0429
142,19.5934,24.0116
143,19.6845,23.9814
144,21.2123,23.9621
145,21.2559,23.9435
146,21.3505,23.9257
147,24.2863,23.9282
148,24.2596,23.9304
149,24.0813,23.9314
150,24.0267,23.9320
151,24.7664,23.9376
152,24.6522,23.9423
153,24.5644,23.9463
154,23.7684,23.9452
155,23.6195,23.9431
156,23.4967,23.9402
157,23.4561,23.9371
158,23.4623,23.9341
159,23.4952,23.9314
160,23.5723,23.9291
161,23.5773,23.9269
162,23.5702,23.9247
163,23.5605,23.9225
164,23.3553,23.9190
165,23.5487,23.9168
166,23.5025,23.9143
167,23.2961,23.9106
168,20.0304,23.8875
169,17.7671,23.8513
170,15.5191,23.8023
171,14.1015,23.7455
172,17.1417,23.7072
173,23.6206,23.7067
174,24.3129,23.7101
175,16.8188,23.6708
176,17.2572,23.6343
177,17.3635,23.5989
178,17.8528,23.5666
179,18.9803,23.5410
180,12.8564,23.4816
181,29.8123,23.5166
182,33.3483,23.5706
183,32.9480,23.6219
184,34.3811,23.6803
185,34.6271,23.7395
186,34.7521,23.7987
187,35.7781,23.8628
188,36.5144,23.9301
189,41.6487,24.0238
190,41.8268,24.1175
191,43.4092,24.2185
192,44.8404,24.3259
193,44.9509,24.4328
194,45.4361,24.5411
195,45.3602,24.6478
196,46.2391,24.7580
197,46.3966,24.8678
198,46.3785,24.9765
199,44.9253,25.0767
200,45.1696,25.1772
201,45.4221,25.2779
202,78.1212,25.5395
203,34.7472,25.5849
204,36.9671,25.6407
205,27.1787,25.6482
206,41.6106,25.7256
207,56.1785,25.8728
208,28.3172,25.8845
209,21.8885,25.8654
210,19.0938,25.8331
211,16.8997,25.7908
212,15.9389,25.7443
213,14.6797,25.6924
214,13.9372,25.6375
215,13.6286,25.5816
216,13.8195,25.5271
217,13.3743,25.4711
218,13.1827,25.4148
219,12.4156,25.3554
220,11.0837,25.2905
221,11.0830,25.2263
222,10.2531,25.1588
223,9.8009,25.0899
224,9.1282,25.0187
225,8.9655,24.9473
226,6.7659,24.8669
227,7.0581,24.7884
228,7.5887,24.7130
229,7.0818,24.6360
230,5.9780,24.5549
231,5.8483,24.4739
232,5.2552,24.3911
233,5.2404,24.3089
234,5.6836,24.2293
235,5.9134,24.1513
236,5.7999,24.0736
237,8.5336,24.0080
238,7.9399,23.9405
239,9.0274,23.8781
240,10.3821,23.8219
241,14.5096,23.7832
242,22.0456,23.7760
243,37.9996,23.8346
244,32.3114,23.8693
245,33.0662,23.9069
246,32.6771,23.9425
247,29.7108,23.9659
248,28.7379,23.9851
249,28.7359,24.0042
250,28.8727,24.0237
251,29.0579,24.0437
252,28.8051,24.0626
253,28.8258,24.0814
254,28.7563,24.0998
255,28.4680,24.1170
256,28.4726,24.1340
257,28.3826,24.1505
258,28.2565,24.1664
259,28.4674,24.1830
260,28.5372,24.1998
261,28.6323,24.2168
262,33.1587,24.2509
263,33.1535,24.2847
264,33.3429,24.3191
265,33.3580,24.3532
266,33.3645,24.3870
267,33.3719,24.4207
268,33.1876,24.4534
269,33.1847,24.4859
270,33.0909,24.5177
271,33.1297,24.5495
272,33.1226,24.5810
273,32.9011,24.6115
274,32.8917,24.6417
275,32.8869,24.6717
276,32.7639,24.7010
277,33.3832,24.7324
278,33.8382,24.7651
279,34.3715,24.7996
280,34.9142,24.8357
281,35.5549,24.8738
282,33.1140,24.9031
283,31.1960,24.9253
284,31.0220,24.9468
285,32.1685,24.9721
286,33.7417,25.0028
287,34.6469,25.0364
288,35.4581,25.0725
289,36.4957,25.1121
290,36.3673,25.1509
291,38.2720,25.1960
292,37.3878,25.2377
293,34.3908,25.2690
294,35.5893,25.3041
295,38.2059,25.3478
296,41.2421,25.4015
297,41.1321,25.4545
298,40.4808,25.5049
299,46.0948,25.5738
300,51.3565,25.6597
301,53.3182,25.7516
302,52.3687,25.8397
303,48.6739,25.9151
304,41.5251,25.9664
305,37.8786,26.0055
306,34.7209,26.0340
307,32.9085,26.0564
308,27.7640,26.0619
309,23.7655,26.0545
310,21.9542,26.0412
311,21.4123,26.0264
312,18.4318,26.0020
313,18.7764,25.9789
314,27.2620,25.9830
315,26.5509,25.9848
316,27.0024,25.9880
317,26.9542,25.9911
318,27.2994,25.9952
319,27.4048,25.9996
320,27.4778,26.0042
321,27.5312,26.0090
322,27.5867,26.0139
323,25.7525,26.0131
324,25.7666,26.0123
325,25.7092,26.0114
326,25.7092,26.0105
327,25.6034,26.0092
328,25.6239,26.0081
329,25.6339,26.0069
330,25.6530,26.0058
331,25.4149,26.0041
332,25.7890,26.0034
333,26.3459,26.0044
334,25.8534,26.0040
335,25.0061,26.0010
336,24.8154,25.9975
337,25.7404,25.9967
338,26.7431,25.9989
339,28.4064,26.0060
340,31.1589,26.0212
341,32.2243,26.0394
342,29.6442,26.0499
343,29.5605,26.0601
344,46.3331,26.1191
345,49.1857,26.1859
346,44.0277,26.2375
347,41.2312,26.2807
348,39.5045,26.3187
349,31.8259,26.3345
350,31.0867,26.3481
351,31.1636,26.3618
352,31.0969,26.3752
353,30.8592,26.3879
354,30.5684,26.3998
355,30.5892,26.4116
356,30.6778,26.4235
357,30.7333,26.4356
358,30.8494,26.4479
359,30.8159,26.4601
360,30.7768,26.4721
361,30.8631,26.4843
362,31.2472,26.4974
363,31.3282,26.5107
364,26.7748,26.5115
365,24.6245,26.5063
366,24.9939,26.5022
367,25.2336,26.4987
368,25.3744,26.4956
369,27.2919,26.4978
370,28.2374,26.5025
371,29.3293,26.5101
372,27.8535,26.5137
373,27.6756,26.5168
374,26.4171,26.5166
375,26.6857,26.5170
376,28.2355,26.5216
377,28.6968,26.5274
378,27.7767,26.5307
379,28.4231,26.5357
380,28.1921,26.5400
381,29.5702,26.5480
382,27.3617,26.5501
383,26.5100,26.5500
384,28.4663,26.5550
385,27.5082,26.5575
386,20.7420,26.5424
387,20.8288,26.5276
388,18.4855,26.5069
