explored_rate,mae,iou,f1
0.10040608793497086,0.6001265645027161,0.37795957922935486,0.5485786199569702
0.10040608793497086,0.7043285965919495,0.32845643162727356,0.4944933354854584
0.10040608793497086,0.5395485162734985,0.3134523928165436,0.4772953987121582
0.10040608793497086,0.6728295087814331,0.3886019289493561,0.559702455997467
0.10056451708078384,0.429320365190506,0.28198617696762085,0.4399207532405853
0.10056451708078384,0.5634151101112366,0.3353704810142517,0.502288281917572
0.10056451708078384,0.6030520796775818,0.33278873562812805,0.49938708543777466
0.10056451708078384,0.6095638275146484,0.3638985753059387,0.5336152911186218
0.10547752678394318,0.4381396770477295,0.6655353307723999,0.7991849184036255
0.10547752678394318,0.48209625482559204,0.6657276749610901,0.799323558807373
0.10547752678394318,0.6790649890899658,0.4291189908981323,0.6005364060401917
0.10547752678394318,0.4112201929092407,0.7010287642478943,0.8242409229278564
0.10629213601350784,0.6665306091308594,0.4022713601589203,0.5737425088882446
0.10629213601350784,0.4890042245388031,0.4574281573295593,0.6277196407318115
0.10629213601350784,0.4853947162628174,0.45322826504707336,0.6237537264823914
0.10629213601350784,0.4056144058704376,0.34360426664352417,0.5114664435386658
0.10971292108297348,0.6161777377128601,0.4245870113372803,0.5960843563079834
0.10971292108297348,0.708285391330719,0.3907131552696228,0.5618889331817627
0.10971292108297348,0.6997085213661194,0.3831387162208557,0.5540134310722351
0.10971292108297348,0.5759333968162537,0.3237605690956116,0.48915278911590576
0.11088816076517105,0.5199099779129028,0.5346537232398987,0.696774423122406
0.11088816076517105,0.43171343207359314,0.6110193133354187,0.7585499286651611
0.11088816076517105,0.44557175040245056,0.6183083653450012,0.7641416192054749
0.11088816076517105,0.6287323832511902,0.3778004050254822,0.548410952091217
0.11151057481765747,0.5149728059768677,0.6275296807289124,0.7711437940597534
0.11151057481765747,0.7419378757476807,0.3240244686603546,0.48945391178131104
0.11151057481765747,0.5091552138328552,0.6070764660835266,0.7555041909217834
0.11151057481765747,0.5156363844871521,0.5903750061988831,0.7424349784851074
0.11276242882013321,0.5744649767875671,0.4093775749206543,0.5809338688850403
0.11276242882013321,0.4199388325214386,0.38165467977523804,0.5524603128433228
0.11276242882013321,0.6229926347732544,0.3984512984752655,0.569846510887146
0.11276242882013321,0.6809841394424438,0.38355687260627747,0.5544504523277283
0.11516854166984558,0.4650346040725708,0.34772366285324097,0.5160162448883057
0.11516854166984558,0.5143992900848389,0.497225284576416,0.6641956567764282
0.11516854166984558,0.5135026574134827,0.4768315851688385,0.6457494497299194
0.11516854166984558,0.6426031589508057,0.4405077397823334,0.6116006374359131
0.11606936156749725,0.8991560935974121,0.2830434739589691,0.4412063658237457
0.11606936156749725,0.7294092774391174,0.46316954493522644,0.6331043839454651
0.11606936156749725,0.604525089263916,0.5589766502380371,0.7171071171760559
0.11606936156749725,0.5494503974914551,0.6033337712287903,0.7525991201400757
0.12102439254522324,0.6526011228561401,0.42496395111083984,0.5964556932449341
0.12102439254522324,0.659672200679779,0.24472589790821075,0.39322054386138916
0.12102439254522324,0.7369562387466431,0.403075248003006,0.5745596885681152
0.12102439254522324,0.6744970083236694,0.41289222240448,0.584463894367218
0.1244736835360527,0.5897193551063538,0.5581613183021545,0.7164358496665955
0.1244736835360527,0.5669274926185608,0.5901514291763306,0.7422581315040588
0.1244736835360527,0.6492121815681458,0.4224640130996704,0.5939890146255493
0.1244736835360527,0.6611078977584839,0.49262696504592896,0.6600804924964905
0.12951871752738953,0.5068032741546631,0.3193095028400421,0.4840554893016815
0.12951871752738953,0.7122781872749329,0.36040887236595154,0.5298537611961365
0.12951871752738953,0.632739245891571,0.3579813241958618,0.5272257328033447
0.12951871752738953,0.5101811289787292,0.4293210506439209,0.6007342338562012
0.1305755376815796,0.3466741144657135,0.41837403178215027,0.5899347066879272
0.1305755376815796,0.7456448674201965,0.3426051437854767,0.5103587508201599
0.1305755376815796,0.7214317321777344,0.32143181562423706,0.4864901900291443
0.1305755376815796,0.9019259810447693,0.3014638423919678,0.46326887607574463
0.13376206159591675,0.3615485429763794,0.6976078748703003,0.8218716382980347
0.13376206159591675,0.5499258637428284,0.46521711349487305,0.6350145936012268
0.13376206159591675,0.3797301948070526,0.6437878608703613,0.7832980155944824
0.13376206159591675,0.3604455590248108,0.6903768181800842,0.8168318271636963
0.13452941179275513,0.7342249155044556,0.33190396428108215,0.49839022755622864
0.13452941179275513,0.6852933764457703,0.30397912859916687,0.46623310446739197
0.13452941179275513,0.747556746006012,0.2892403304576874,0.44869884848594666
